words,5,1,4105328976,36,155499,-14611,57999,false,
words,5,1,6370951248,36,597480,-55297,55649,false,
words,5,2,9431657082,35,237152,-18049,47556,false,
words,5,3,1874029365,36,89098,-8740,50712,false,
words,5,4,5691784320,37,430369,-47001,60019,true,
words,5,5,8392760514,36,114024,-14398,56448,false,
words,5,6,4612780539,36,99064,-8303,56925,false,
words,5,7,8261384957,36,420824,-39023,53449,false,
words,5,8,2463075891,36,359158,-29806,52221,false,
words,5,9,9135874206,35,418301,-46783,60043,true,
words,5,10,7095231486,35,278550,-25225,55603,false,
words,5,11,9842301657,36,236905,-21195,53317,false,
words,5,12,2196735084,36,478938,-43156,54442,false,
words,5,13,9067852413,35,155229,-17743,55480,false,
words,5,14,2405681973,36,184427,-15534,47610,false,
words,5,15,2738495106,35,278437,-25468,51761,false,
words,5,16,1069782534,35,551672,-48019,53814,false,
words,5,17,3018795246,35,391388,-32536,49660,false,
words,5,18,1736058429,36,454928,-39073,51706,false,
words,5,19,6087432195,35,552784,-47420,53497,false,
words,5,20,4925731068,35,258170,-23946,52974,false,
words,5,21,3486027915,35,219220,-19897,52911,false,
words,5,22,6941372580,35,463301,-38952,48844,false,
words,5,23,1068243795,38,598394,-51079,51273,false,
words,5,24,1764028593,36,519298,-44499,50160,false,
words,5,25,3857069214,35,8772,-830,50599,false,
words,5,26,9125784630,36,371658,-32176,56226,false,
words,5,27,7914823056,37,391930,-30102,47703,false,
words,5,28,1258360497,36,404261,-32617,48199,false,
words,5,29,7965023841,36,268299,-24644,50498,false,
words,7,1,4105328976,36,159232,-14743,54874,false,
words,7,1,6370951248,35,274008,-24218,58533,false,
words,7,2,9431657082,36,295346,-24716,50672,false,
words,7,3,1874029365,36,268809,-21576,47107,false,
words,7,4,5691784320,35,497296,-46271,56176,false,
words,7,5,8392760514,37,95756,-13750,60053,true,
words,7,6,4612780539,35,235496,-23014,56035,false,
words,7,7,8261384957,36,464042,-42369,53305,false,
words,7,8,2463075891,36,336530,-30043,52401,false,
words,7,9,9135874206,36,277955,-21440,46223,false,
words,7,10,7095231486,37,337276,-31437,52822,false,
words,7,11,9842301657,36,174226,-14135,48037,false,
words,7,12,2196735084,36,468833,-38461,49914,false,
words,7,13,9067852413,36,352362,-33787,57994,false,
words,7,14,2405681973,36,171239,-15920,54669,false,
words,7,15,2738495106,36,591289,-49007,49974,false,
words,7,16,1069782534,35,363099,-29503,47453,false,
words,7,17,3018795246,35,445930,-41061,52724,false,
words,7,18,1736058429,37,173240,-12520,48042,false,
words,7,19,6087432195,36,276841,-20342,47959,false,
words,7,20,4925731068,36,32752,-3089,49235,false,
words,7,21,3486027915,36,74584,-8868,51152,false,
words,7,22,6941372580,37,130922,-14368,56875,false,
words,7,23,1068243795,38,595044,-51322,51768,false,
words,7,24,1764028593,37,442665,-43702,60016,true,
words,7,25,3857069214,35,335114,-37940,59991,false,
words,7,26,9125784630,35,189641,-16724,52781,false,
words,7,27,7914823056,37,386768,-31575,49331,false,
words,7,28,1258360497,36,398074,-33107,50487,false,
words,7,29,7965023841,35,475531,-36994,47759,false,
words,9,1,4105328976,36,249485,-18835,48772,false,
words,9,1,6370951248,35,259946,-23872,59490,false,
words,9,2,9431657082,35,301292,-24431,46831,false,
words,9,3,1874029365,36,92646,-8255,46469,false,
words,9,4,5691784320,36,395626,-32908,49713,false,
words,9,5,8392760514,35,504225,-43488,51471,false,
words,9,6,4612780539,36,67260,-6917,46786,false,
words,9,7,8261384957,39,212239,-23287,60017,true,
words,9,8,2463075891,36,434625,-36017,49794,false,
words,9,9,9135874206,35,139062,-11056,49789,false,
words,9,10,7095231486,36,118980,-9658,49721,false,
words,9,11,9842301657,36,237680,-20132,50050,false,
words,9,12,2196735084,36,461704,-38459,50379,false,
words,9,13,9067852413,36,265907,-25845,56652,false,
words,9,14,2405681973,36,195384,-15582,45472,false,
words,9,15,2738495106,36,242904,-21336,52562,false,
words,9,16,1069782534,36,225173,-17839,49692,false,
words,9,17,3018795246,35,448968,-41975,53085,false,
words,9,18,1736058429,36,471135,-37698,49120,false,
words,9,19,6087432195,35,558119,-45916,51124,false,
words,9,20,4925731068,36,163595,-14359,50620,false,
words,9,21,3486027915,35,470477,-38426,48890,false,
words,9,22,6941372580,35,550442,-49364,53029,false,
words,9,23,1068243795,37,484730,-38903,50813,false,
words,9,24,1764028593,37,237073,-21954,50931,false,
