Nome,Depth,i,seed,Melhor_solucao,Melhor_solucao_shrunk,Melhor_fitness,Nossa_fitness,Numero_de_comparacoes,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
powers,5,12,6621545651,^xx$,^xx$,1,2327,2298,297,20458,true
powers,5,13,2492462788,^xxxx$,^xxxx$,1,2329,553,109,21439,true
powers,5,14,3404588599,^xx$,^xx$,1,2327,4298,438,21271,true
powers,5,15,2330977742,^xx$,^xx$,1,2327,1169,188,21283,true
powers,5,16,6361187489,^xx$,^xx$,1,2327,353,92,21500,true
powers,5,17,2805026820,^xxxx$,^xxxx$,1,2329,2297,297,20911,true
powers,5,18,4323456912,^x[x]xx$,^x[x]xx$,1,2329,8303,703,21083,true
powers,5,19,8361101999,^.$,^.$,1,2326,316,94,21066,true
powers,5,20,9935136846,^xx$,^xx$,1,2327,72,47,21208,true
powers,5,21,5217407358,^x[x]\b,^x[x]\b,1,2327,173,63,21002,true
powers,5,22,5619256299,^xxxx$,^xxxx$,1,2329,5714,547,21256,true
powers,5,23,4560422870,^xx$,^xx$,1,2327,3916,422,21409,true
powers,5,24,5236888092,^xxxx$,^xxxx$,1,2329,8299,703,20925,true
powers,5,25,1337360711,^xxxx$,^xxxx$,1,2329,19293,1250,21161,true
powers,5,26,7659837985,^[x]xxx$,^[x]xxx$,1,2329,9703,735,20236,true
powers,5,27,2521100877,^xx$,^xx$,1,2327,0,0,19735,true
powers,5,28,8801535107,^xx$,^xx$,1,2327,1919,235,20034,true
powers,5,29,9651599436,^xxxx$,^xxxx$,1,2329,11644,829,20596,true
long-count,5,1,2967301147,[],[],0,1580,203231,7298,19330,true
long-count,5,1,5600405384,[],[],0,1580,179424,6782,20284,true
long-count,5,2,1632819610,[],[],0,1580,13284,875,19831,true
long-count,5,3,1412034944,[],[],0,1580,12552,891,20119,true
long-count,5,4,9724161943,[],[],0,1580,471982,16070,20179,true
long-count,5,5,4037724866,[],[],0,1580,592783,19487,19721,true
long-count,5,6,8370032799,[],[],0,1580,296423,10545,20312,true
long-count,5,7,2767986875,$1,$1,0,1580,8387,657,20236,true
long-count,5,8,3141506592,[],[],0,1580,593527,19518,19705,true
long-count,5,9,3313543896,[],[],0,1580,322295,11345,20063,true
long-count,5,10,8657690939,[],[],0,1580,463641,15923,20315,true
long-count,5,11,9696640194,  ,  ,0,1580,8816,704,20175,true
long-count,5,12,6621545651,[],[],0,1580,362977,12252,19487,true
long-count,5,13,2492462788,[],[],0,1580,9120,672,20299,true
long-count,5,14,3404588599,[],[],0,1580,336815,11985,20487,true
long-count,5,15,2330977742,[],[],0,1580,7422,609,20173,true
long-count,5,16,6361187489,[],[],0,1580,213155,7892,20003,true
long-count,5,17,2805026820,[],[],0,1580,597466,20194,20272,true
long-count,5,18,4323456912,[],[],0,1580,13010,907,20064,true
long-count,5,19,8361101999,[],[],0,1580,593482,19978,20181,true
long-count,5,20,9935136846,[],[],0,1580,410030,14173,20378,true
long-count,5,21,5217407358,[],[],0,1580,392388,13456,20096,true
long-count,5,22,5619256299,[],[],0,1580,457070,15236,19893,true
long-count,5,23,4560422870,[],[],0,1580,597272,19705,19783,true
long-count,5,24,5236888092,[],[],0,1580,265352,9486,20206,true
long-count,5,25,1337360711,[],[],0,1580,262846,9404,20186,true
long-count,5,26,7659837985,$0,$0,0,1580,9480,735,20064,true
long-count,5,27,2521100877,[],[],0,1580,592382,19425,19675,true
long-count,5,28,8801535107,[],[],0,1580,9003,704,20284,true
long-count,5,29,9651599436,[],[],0,1580,209577,7782,20268,true
alphabetical,5,1,2967301147,n[t]\D,n[t]\D,15,1104,587,94,18534,true
alphabetical,5,1,5600405384,ten,ten,5,1008,159,47,16081,true
alphabetical,5,2,1632819610,t r,t r,9,1056,240,63,16327,true
alphabetical,5,3,1412034944,nt\D,nt\D,15,1104,993,141,16624,true
alphabetical,5,4,9724161943,[st]$,[st]$,8,1008,29765,1469,17675,true
alphabetical,5,5,4037724866,e\w\wnt,e\w\wnt,11,1152,577,110,17237,true
alphabetical,5,6,8370032799,ten,ten,5,1008,582,109,16379,true
alphabetical,5,7,2767986875,nt\D,nt\D,15,1104,127,47,17784,true
alphabetical,5,8,3141506592,e\w\Dnt,e\w\Dnt,11,1152,697,109,16470,true
alphabetical,5,9,3313543896,nt\D,nt\D,15,1104,346,79,16159,true
alphabetical,5,10,8657690939,^a,^a,14,1056,61,47,16362,true
alphabetical,5,11,9696640194,nt\D,nt\D,15,1104,1000,157,16784,true
alphabetical,5,12,6621545651,nt\D,nt\D,15,1104,1851,235,16939,true
alphabetical,5,13,2492462788,nt\D,nt\D,15,1104,419,79,16331,true
alphabetical,5,14,3404588599,nt\D,nt\D,15,1104,196,47,16345,true
alphabetical,5,15,2330977742,e\w\wnt,e\w\wnt,11,1152,2382,282,16642,true
alphabetical,5,16,6361187489,e\w\Dnt,e\w\Dnt,11,1152,2387,282,16706,true
alphabetical,5,17,2805026820,nt\D,nt\D,15,1104,378,79,16658,true
alphabetical,5,18,4323456912,nt\D,nt\D,15,1104,1130,172,19628,true
alphabetical,5,19,8361101999,nt\D,nt\D,15,1104,225,63,18877,true
alphabetical,5,20,9935136846,nt\D,nt\D,15,1104,714,110,19612,true
alphabetical,5,21,5217407358,nt\D,nt\D,15,1104,1591,219,16659,true
alphabetical,5,22,5619256299,t\Dre,t\Dre,12,1104,316,78,16438,true
alphabetical,5,23,4560422870,ase,ase,5,960,100,47,17941,true
alphabetical,5,24,5236888092,nt\D,nt\D,15,1104,415,94,19440,true
alphabetical,5,25,1337360711,nt\D,nt\D,15,1104,305,79,18737,true
alphabetical,5,26,7659837985,[st]$,[st]$,8,1008,222,63,18519,true
alphabetical,5,27,2521100877,^[ -a],^[ -a],14,1056,321,79,18251,true
alphabetical,5,28,8801535107,nt\D,nt\D,15,1104,354,78,16471,true
alphabetical,5,29,9651599436,t$,t$,3,912,256,79,16423,true
abba,5,1,2967301147,[b-t][tuv],[b-t][tuv],18,360,8633,704,60079,true
abba,5,1,5600405384,[b-t][tuv],[b-t][tuv],18,360,12590,922,24844,true
abba,5,2,1632819610,[yuz],[yuz],15,342,15237,1078,60224,true
abba,5,3,1412034944,[b-t][tuv],[b-t][tuv],18,360,31144,1953,60160,true
abba,5,4,9724161943,[b-t][tuv],[b-t][tuv],18,360,89353,4497,23968,true
abba,5,5,4037724866,[b-t][uhtvz],[b-t][uhtvz],21,390,74558,3735,60460,true
abba,5,6,8370032799,^[apnrfdv],^[apnrfdv],12,334,3484,344,60153,true
abba,5,7,2767986875,[yuz],[yuz],15,342,112391,5517,24505,true
abba,5,8,3141506592,.[tuhz],.[tuhz],21,367,68254,3689,60007,true
abba,5,9,3313543896,[uyz],[uyz],15,342,3146,313,60022,true
abba,5,10,8657690939,^[rpanfdv],^[rpanfdv],12,334,1180,156,60132,true
abba,5,11,9696640194,[b-t][tuv],[b-t][tuv],18,360,23125,1454,24376,true
abba,5,12,6621545651,[b-t][tuv],[b-t][tuv],18,360,8256,688,24752,true
abba,5,13,2492462788,[b-t][tuv],[b-t][tuv],18,360,76124,3907,60006,true
abba,5,14,3404588599,[b-t][tuv],[b-t][tuv],18,360,34318,2108,60239,true
abba,5,15,2330977742,[uyz],[uyz],15,342,4225,407,60024,true
abba,5,16,6361187489,[b-t][tuv],[b-t][tuv],18,360,15026,1063,60086,true
abba,5,17,2805026820,[b-t][tuv],[b-t][tuv],18,360,32421,2047,24315,true
abba,5,18,4323456912,[b-t][tuv],[b-t][tuv],18,360,49579,2813,26299,true
abba,5,19,8361101999,[b-t][tuv],[b-t][tuv],18,360,65270,3344,24180,true
abba,5,20,9935136846,[b-t][tuv],[b-t][tuv],18,360,11878,875,60319,true
abba,5,21,5217407358,[b-t][tuv],[b-t][tuv],18,360,14698,1047,23941,true
abba,5,22,5619256299,[b-t][tuv],[b-t][tuv],18,360,15264,1032,60257,true
abba,5,23,4560422870,[b-t][tuv],[b-t][tuv],18,360,7786,672,60069,true
abba,5,24,5236888092,[b-t][tuv],[b-t][tuv],18,360,32182,2108,60114,true
abba,5,25,1337360711,[b-t][tuv],[b-t][tuv],18,360,22597,1438,60122,true
abba,5,26,7659837985,[b-t][tuv],[b-t][tuv],18,360,24981,1750,24237,true
abba,5,27,2521100877,[b-t][tuv],[b-t][tuv],18,360,4215,438,24346,true
abba,5,28,8801535107,[b-t][tuv],[b-t][tuv],18,360,56766,3391,25051,true
abba,5,29,9651599436,[uyz],[uyz],15,342,4023,375,60302,true
aman-aplan,5,1,2967301147,^[rktm],^[rktm],11,247,93445,4641,23818,true
aman-aplan,5,1,5600405384,^[kmrt],^[kmrt],11,247,61010,3375,24221,true
aman-aplan,5,2,1632819610,^[rktm],^[rktm],11,247,8964,735,22957,true
aman-aplan,5,3,1412034944,^[rst][eo],^[rst][eo],10,242,22090,1422,23331,true
aman-aplan,5,4,9724161943,^[rst][d-o],^[rst][d-o],10,242,9175,688,23588,true
aman-aplan,5,5,4037724866,[vrtoplknx]\w\w$,[vrtoplknx]\w\w$,15,270,54690,2922,23459,true
aman-aplan,5,6,8370032799,^[trkm],^[trkm],11,247,206829,8877,23831,true
aman-aplan,5,7,2767986875,^[rktm],^[rktm],11,247,183444,8048,23393,true
aman-aplan,5,8,3141506592,^[krtm],^[krtm],11,247,72462,3702,23673,true
aman-aplan,5,9,3313543896,[rtonvplkx]\w\w$,[rtonvplkx]\w\w$,15,270,218950,9720,23597,true
aman-aplan,5,10,8657690939,^[rktm],^[rktm],11,247,314429,12830,23534,true
aman-aplan,5,11,9696640194,^[rktm],^[rktm],11,247,122963,5658,22941,true
aman-aplan,5,12,6621545651,[tvroplknx]\w\w$,[tvroplknx]\w\w$,15,270,179471,7783,23019,true
aman-aplan,5,13,2492462788,^[rktm],^[rktm],11,247,64359,3532,24050,true
aman-aplan,5,14,3404588599,^[rst][d-o],^[rst][d-o],10,242,30623,1922,24081,true
aman-aplan,5,15,2330977742,^[rktm],^[rktm],11,247,108628,5047,23414,true
aman-aplan,5,16,6361187489,^[rktm],^[rktm],11,247,197348,8513,23405,true
aman-aplan,5,17,2805026820,[pvtrolknx]\w\w$,[pvtrolknx]\w\w$,15,270,309368,12469,23049,true
aman-aplan,5,18,4323456912,^[krtm],^[krtm],11,247,36820,2328,23675,true
aman-aplan,5,19,8361101999,[pvrtolknx]\w[\w]$,[pvrtolknx]\w[\w]$,15,270,104323,4939,22987,true
aman-aplan,5,20,9935136846,^[rst][d-o],^[rst][d-o],10,242,5932,532,24143,true
aman-aplan,5,21,5217407358,^[krtm],^[krtm],11,247,64246,3188,23567,true
aman-aplan,5,22,5619256299,^[krtm],^[krtm],11,247,258984,10939,23799,true
aman-aplan,5,23,4560422870,^[trkm],^[trkm],11,247,521582,19753,22487,true
aman-aplan,5,24,5236888092,^[mrtk],^[mrtk],11,247,1860,234,23440,true
aman-aplan,5,25,1337360711,^[trkm],^[trkm],11,247,176840,7922,22957,true
aman-aplan,5,26,7659837985,[rvtoplknx]\w\w$,[rvtoplknx]\w\w$,15,270,266598,10908,23502,true
aman-aplan,5,27,2521100877,[tvroplknx]\w\w$,[tvroplknx]\w\w$,15,270,160218,7685,23588,true
aman-aplan,5,28,8801535107,^[ktmr],^[ktmr],11,247,103280,4920,23642,true
aman-aplan,5,29,9651599436,[vprtolknx]\w\w$,[vprtolknx]\w\w$,15,270,300916,12346,23347,true
prime,5,1,2967301147,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,251120,18877,44740,true
prime,5,1,5600405384,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,45669,3438,43522,true
prime,5,2,1632819610,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,501654,38409,45239,true
prime,5,3,1412034944,.,.,20,639,5296,500,35145,true
prime,5,4,9724161943,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,60340,4422,43395,true
prime,5,5,4037724866,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,167900,12067,43149,true
prime,5,6,8370032799,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,398177,32052,47444,true
prime,5,7,2767986875,.,.,20,639,5619,579,35581,true
prime,5,8,3141506592,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,214359,16298,41974,true
prime,5,9,3313543896,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,540509,40101,44679,true
prime,5,10,8657690939,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,398104,30674,46676,true
prime,5,11,9696640194,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,325882,23722,43054,true
prime,5,12,6621545651,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,504386,36083,42959,true
prime,5,13,2492462788,.,.,20,639,5159,485,34801,true
prime,5,14,3404588599,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,316376,23816,45334,true
prime,5,15,2330977742,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,492249,34800,41989,true
prime,5,16,6361187489,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,473211,36692,46567,true
prime,5,17,2805026820,.,.,20,639,5931,547,35253,true
prime,5,18,4323456912,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,248006,18517,42760,true
prime,5,19,8361101999,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,191275,14548,45222,true
prime,5,20,9935136846,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,174807,13018,43974,true
prime,5,21,5217407358,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,294547,21830,42864,true
prime,5,22,5619256299,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,460092,32972,42755,true
prime,5,23,4560422870,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,453146,31426,41864,true
prime,5,24,5236888092,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,466026,32161,40834,true
prime,5,25,1337360711,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,373034,26567,42242,true
prime,5,26,7659837985,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9,875,192478,14438,42877,true
prime,5,27,2521100877,.,.,20,639,5574,516,35331,true
