Nome,Depth,i,seed,Melhor_solucao,Melhor_solucao_shrunk,Melhor_fitness,Nossa_fitness,Numero_de_comparacoes,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
glob,5,23,4560422870,[rlnp][roe]\B,[rlnp][roe]\B,21,1139,160002,8554,60112,true
glob,5,24,5236888092,[bldgpnt]e\B,[bldgpnt]e\B,16,1024,4980,501,60135,true
glob,5,25,1337360711,[a-d][b-r][rowkl],[a-d][b-r][rowkl],12,871,22333,1419,13450,true
glob,5,26,7659837985,[ldgbpnt]e\B,[ldgbpnt]e\B,16,1024,7961,632,14715,true
glob,5,27,2521100877,[s-y][ -e][l-s]+?.[k-t],[s-y][ -e][l-s]+?.[k-t],15,1012,34866,2391,60379,true
glob,5,28,8801535107,^[pcblwdm],^[pcblwdm],14,965,24398,1693,60285,true
glob,5,29,9651599436,^[pcblwdm],^[pcblwdm],14,965,12180,887,60207,true
balance,5,1,2967301147,<<\W>>>\W<<\W,<<\W>>>\W<<\W,25,2157,5090,516,18895,true
balance,5,1,5600405384,<<\W>>>\W<<\W,<<\W>>>\W<<\W,25,2157,57114,3910,15523,true
balance,5,2,1632819610,<<\W>>>\W<<\W,<<\W>>>\W<<\W,25,2157,75287,4940,17087,true
balance,5,3,1412034944,\W<\W>>>[<]<\W\W,\W<\W>>>[<]<\W\W,25,2108,3258,385,10696,true
balance,5,4,9724161943,<<>>\W\W\W\W\W\W\W>>,<<>>\W\W\W\W\W\W\W>>,25,2123,19170,1482,12710,true
balance,5,5,4037724866,<<\W>>>\W<<\W,<<\W>>>\W<<\W,25,2157,11091,987,11799,true
balance,5,6,8370032799,<<\W>>>\W<<\W,<<\W>>>\W<<\W,25,2157,131888,8992,17862,true
balance,5,7,2767986875,<<\W>>>\W<<\W,<<\W>>>\W<<\W,25,2157,71581,4982,18069,true
balance,5,8,3141506592,<<[><]>>>\W[<]<\W,<<[><]>>>\W[<]<\W,25,2157,29091,2128,16311,true
balance,5,9,3313543896,<<\W>>>\W<<\W,<<\W>>>\W<<\W,25,2157,50940,3440,17345,true
balance,5,10,8657690939,<<\W>>>\W<<\W,<<\W>>>\W<<\W,25,2157,3754,417,11298,true
balance,5,11,9696640194,[<]<\W>>>\W<<\W,[<]<\W>>>\W<<\W,25,2157,14540,1172,12319,true
balance,5,12,6621545651,>[>][\W]\W\W\W<<\W>>\W,>[>][\W]\W\W\W<<\W>>\W,25,2116,6806,633,11044,true
balance,5,13,2492462788,<<\W>>>\W<<\W,<<\W>>>\W<<\W,25,2157,82600,5457,16820,true
balance,5,14,3404588599,>><\W\W\W<\W\W>>,>><\W\W\W<\W\W>>,25,2135,51587,3525,16041,true
balance,5,15,2330977742,\W<[<]>>>\W\W[<]\W\W,\W<[<]>>>\W\W[<]\W\W,25,2117,6721,648,12710,true
balance,5,16,6361187489,<<\W>>>\W<<\W,<<\W>>>\W<<\W,25,2157,20038,1658,16944,true
balance,5,17,2805026820,<<.>>>\W<<\W,<<.>>>\W<<\W,25,2157,56300,3909,19214,true
balance,5,18,4323456912,<<\W>>>\W<<\W,<<\W>>>\W<<\W,25,2157,18677,1550,18525,true
balance,5,19,8361101999,<<\W>>>\W<<\W,<<\W>>>\W<<\W,25,2157,27748,2074,14836,true
balance,5,20,9935136846,<<\W>>>\W<<\W,<<\W>>>\W<<\W,25,2157,44610,3147,14993,true
balance,5,21,5217407358,<<\W>>>\W<<\W,<<\W>>>\W<<\W,25,2157,282615,17853,19006,true
balance,5,22,5619256299,<<.>>>\W<<\W,<<.>>>\W<<\W,25,2157,36929,2730,17696,true
balance,5,23,4560422870,<<.>>>\W<<\W,<<.>>>\W<<\W,25,2157,36190,2438,18281,true
balance,5,24,5236888092,<<\W>>>\W<<\W,<<\W>>>\W<<\W,25,2157,50640,3719,19928,true
balance,5,25,1337360711,[<]<.>>>\W<<\W,[<]<.>>>\W<<\W,25,2157,13380,1188,17281,true
balance,5,26,7659837985,<<\W>>>\W<<\W,<<\W>>>\W<<\W,25,2157,141396,9485,17687,true
balance,5,27,2521100877,\W<\W>>><<\W\W,\W<\W>>><<\W\W,25,2108,35009,2485,14875,true
balance,5,28,8801535107,<<\W>>>\W<<\W,<<\W>>>\W<<\W,25,2157,57040,4016,17141,true
balance,5,29,9651599436,<<\W>>>\W<<\W,<<\W>>>\W<<\W,25,2157,25205,1719,17562,true
order,5,1,2967301147,^[a-f][b-o]+?[e-t],^[a-f][b-o]+?[e-t],19,267,32383,2203,60108,true
order,5,1,5600405384,^[a-f][b-o]+?[e-t],^[a-f][b-o]+?[e-t],19,267,26283,1750,60452,true
order,5,2,1632819610,^[a-f][b-o]+?[e-t],^[a-f][b-o]+?[e-t],19,267,18673,1250,60405,true
order,5,3,1412034944,^[a-f]+?[b-o][e-t],^[a-f]+?[b-o][e-t],19,267,37764,2484,60287,true
order,5,4,9724161943,^[bcafd],^[bcafd],19,237,36034,5469,60093,true
order,5,5,4037724866,^[dcaf],^[dcaf],15,237,3522,360,60218,true
order,5,6,8370032799,^[a-f][b-z]+?$,^[a-f][b-z]+?$,19,267,165473,8500,13656,true
order,5,7,2767986875,^[bcafd],^[bcafd],19,237,38698,6797,60014,true
order,5,8,3141506592,^[a-f][b-o]+?[e-t],^[a-f][b-o]+?[e-t],19,267,40620,2500,60007,true
order,5,9,3313543896,^[cafd],^[cafd],15,237,18167,1204,60187,true
order,5,10,8657690939,^[a-f]+?[b-o][e-t],^[a-f]+?[b-o][e-t],19,267,26330,1672,12672,true
order,5,11,9696640194,^[cafd],^[cafd],15,237,7928,641,60203,true
order,5,12,6621545651,^[a-f][b-o]+?[e-t],^[a-f][b-o]+?[e-t],19,267,13977,1000,12328,true
order,5,13,2492462788,^[a-f][b-o]+?[e-t],^[a-f][b-o]+?[e-t],19,267,50923,2875,60389,true
order,5,14,3404588599,^[a-f][b-o]+?[e-t],^[a-f][b-o]+?[e-t],19,267,145076,7437,60265,true
order,5,15,2330977742,^[a-f][b-o]+?[e-t],^[a-f][b-o]+?[e-t],19,267,60136,3578,60491,true
order,5,16,6361187489,^[a-f][b-o]+?[e-t],^[a-f][b-o]+?[e-t],19,267,8473,688,60405,true
order,5,17,2805026820,^[fcad],^[fcad],15,237,7959,610,60046,true
order,5,18,4323456912,^[a-f][b-o]+?[e-t],^[a-f][b-o]+?[e-t],19,267,10491,797,60265,true
order,5,19,8361101999,^[a-f][b-o]+?[e-t],^[a-f][b-o]+?[e-t],19,267,10220,782,60101,true
order,5,20,9935136846,^[a-f][b-o]+?[e-t],^[a-f][b-o]+?[e-t],19,267,13290,984,60169,true
order,5,21,5217407358,^[a-f][b-o]+?[e-t],^[a-f][b-o]+?[e-t],19,267,113271,5500,14469,true
order,5,22,5619256299,^[a-f][b-o]+?[e-t],^[a-f][b-o]+?[e-t],19,267,10979,844,60077,true
order,5,23,4560422870,^[cafd],^[cafd],15,237,6217,516,60000,true
order,5,24,5236888092,^[a-f][b-o]+?[e-t],^[a-f][b-o]+?[e-t],19,267,79893,4516,60328,true
order,5,25,1337360711,^[a-f][b-o]+?[e-t],^[a-f][b-o]+?[e-t],19,267,20277,1375,60058,true
order,5,26,7659837985,^[a-f][b-o]+?[e-t],^[a-f][b-o]+?[e-t],19,267,40883,2485,60015,true
order,5,27,2521100877,^[a-f][b-z]+?$,^[a-f][b-z]+?$,19,267,67603,4000,60187,true
order,5,28,8801535107,^[bcafd],^[bcafd],19,237,41335,9875,60421,true
order,5,29,9651599436,^[a-f][b-o]+?[e-t],^[a-f][b-o]+?[e-t],19,267,12169,922,60390,true
