Nome,Depth,i,seed,regex,Melhor_fitness,Melhor_nosso,Numero_de_comparacoes,Tempo,Tempo_total,Timed_out
anchors,5,2,9431657082,k$,21,42,277195,10156,22016,false
order,5,22,6941372580,^[a-o][c-o][c-t][e-t],20,41,252911,12079,35127,false
anchors,5,3,1874029365,u[s-w]k[c-l][c-l]M|k$,21,42,65364,2610,29377,false
anchors,5,4,5691784320,oK[^m]|[ijk]$,21,42,556335,28908,31455,false
order,5,23,1068243795,^[a-o][c-o][c-t][e-t],20,41,92311,3266,40611,false
anchors,5,5,8392760514,^i[a-e]|k$,21,42,247251,10438,23861,false
order,5,24,1764028593,^c|[a-d]e|[o-t][t-y]$,20,41,308353,15126,32767,false
anchors,5,6,4612780539,Nk|k$,21,42,41484,1610,24501,false
order,5,25,3857069214,^[a-o][c-o][c-t][e-t],20,41,128737,5579,31642,false
anchors,5,7,8261384957,edk|k$,21,42,18504,875,32361,false
order,5,26,9125784630,^[a-g][c-o][c-t][e-t]|z[f-t]y|h$,20,41,179396,9704,28580,false
anchors,5,8,2463075891,k$,21,42,515100,19267,22157,false
anchors,5,9,9135874206,tdd^k|$,21,42,19922,875,24658,false
order,5,27,7914823056,[a-d]e|c[^eu][op][o-y]|[f-t][f-t][o-z][o-z]$,21,42,341533,21829,43065,false
anchors,5,10,7095231486,k$,21,42,508952,24001,27126,false
order,5,28,1258360497,^a[^n]|[o-r][o-y]\b|[st][t-z]\b,19,40,402904,19407,32783,false
anchors,5,11,9842301657,[^]gek|k$,21,42,23151,1094,35408,false
order,5,29,7965023841,^[a-o][c-o][c-t][e-t],20,41,179704,9063,40768,false
anchors,5,12,2196735084,tk|g$,21,42,238946,10251,32674,false
anchors,5,13,9067852413,k$,21,42,576168,24423,25501,false
triples,5,1,4105328976,2[^]9|^81|00|17|2[234]|6$,12,33,489666,36877,48346,false
anchors,5,14,2405681973,hak|c$,21,42,259659,11594,26188,false
triples,5,1,6370951248,30|9[01]|^0|[1-8][1-7][34],12,33,477256,26642,33236,false
anchors,5,15,2738495106,pa[^]a^k|k$,21,42,318852,15548,26158,false
triples,5,2,9431657082,0[012]|[1-9]5[0-8][0-7],13,34,67102,2703,35892,false
anchors,5,16,1069782534,k$,21,42,213017,8204,31220,false
anchors,5,17,3018795246,k$,21,42,589223,26189,26611,false
triples,5,3,1874029365,6$|4[^3]2|00|9[01][2-5]\B|[34][0-7][2-7][3-7],16,37,257479,18188,48502,false
anchors,5,18,1736058429,l^[a-e]M|k$,21,42,581010,32986,33877,false
anchors,5,19,6087432195,l^Rk|s$,21,42,1209,78,32580,false
triples,5,4,5691784320,^87|42[^7]|00|[1-5][1-8][3-9][0-5][0-8][2-9]*$,15,36,494475,52299,60973,true
anchors,5,20,4925731068,nq^k|w$,21,42,178559,7781,23970,false
triples,5,5,8392760514,^44|0[012]|5[3-8],11,32,63835,3172,44236,false
anchors,5,21,3486027915,k$,21,42,266289,12235,25579,false
anchors,5,22,6941372580,^k$|k$,21,42,386690,21204,30220,false
triples,5,6,4612780539,^[2-9][0-4][2-9][2-5]|00|[0-3]4|7+$,14,35,575199,38143,40361,false
anchors,5,23,1068243795,k$,21,42,20651,735,30002,false
triples,5,7,8261384957,^3|6[^]9|957|1*\B[1-5][345][1-8]|2[34]|6$,14,35,390833,33799,46252,false
anchors,5,24,1764028593,gk|e$,21,42,869,63,25751,false
anchors,5,25,3857069214,rwk|a$,21,42,1212,110,29486,false
triples,5,8,2463075891,87$|[01]0|02|1^75|\B5[1-7][0-8],13,34,545026,42658,49424,false
anchors,5,26,9125784630,^sck|r$,21,42,1211,94,25814,false
anchors,5,27,7914823056,gk|R$,21,42,587302,24251,24626,false
triples,5,9,9135874206,^0|[012]7|2\w9|[12][34],11,32,108552,5766,43080,false
anchors,5,28,1258360497,h^sdk|r$,21,42,559946,26298,27955,false
triples,5,10,7095231486,[^9]36|^[3-9]\w[0-8][2-7][1-8]|6[0-5]*$,13,34,578602,40533,42565,false
anchors,5,29,7965023841,k$,21,42,567578,21376,22548,false
ranges,5,1,4105328976,^[a-f][a-e]\w[a-f],21,42,23959,1422,38486,false
triples,5,11,9842301657,[34][^39][2-5]|[01]0[2-9]|[01]2$,14,35,536370,50002,56284,false
ranges,5,1,6370951248,^[a-f][a-e]\w[a-f],21,42,255846,14266,34439,false
ranges,5,2,9431657082,^[a-f][a-e]\w[a-f],21,42,72923,4391,33455,false
triples,5,12,2196735084,0[012]|[^2]5[1-7][0-8],12,33,289224,17188,60098,true
ranges,5,3,1874029365,^[a-f]*[a-f]$,21,42,111394,5422,36908,false
triples,5,13,9067852413,^[0-4](\w|)0|[2-9][456][345],12,33,155406,8797,62317,true
ranges,5,4,5691784320,[a-f]\w[a-f][a-f]$,21,42,424833,25111,33861,false
ranges,5,5,8392760514,df|^d$|\b[a-f]+$,21,42,151689,7922,36424,false
triples,5,14,2405681973,23|2^|0[012]|289|4$|5[0-6][0-8],12,33,277318,26970,47909,false
ranges,5,6,4612780539,[a-f][a-e]\w[a-f],21,42,18841,922,43018,false
triples,5,15,2738495106,^0|2[34]|9[01]|[0-3]7,12,33,69201,3641,39940,false
ranges,5,7,8261384957,^[a-f]\w[a-f][a-f],21,42,575719,37580,38814,false
triples,5,16,1069782534,[01]0|[345][1-9][2-6][0-7]|7[45]\b,13,34,503522,36705,43127,false
ranges,5,8,2463075891,^\w[a-f]*$,21,42,499931,31127,37564,false
triples,5,17,3018795246,95|25^1|[0-3]7|0[012]|[3-6]5|[01]$,13,34,424987,32033,52659,false
ranges,5,9,9135874206,[a-f][a-e]\w[a-f],21,42,463442,32049,40377,false
triples,5,18,1736058429,^\w4|[234][1-4][^6][0-7]|[0-6]0[0-6][2-5]*$,14,35,208638,13938,50971,false
ranges,5,10,7095231486,^[a-f][a-e]\w[a-f],21,42,201803,12141,52174,false
triples,5,19,6087432195,^[2-7]1|4[789][2-6]|([0-7])\1[3-9],13,34,148155,8704,45424,false
ranges,5,11,9842301657,^[a-f][a-e]\w[a-f],21,42,535321,34283,37658,false
triples,5,20,4925731068,[^]5[0-7][0-8]|0[012],12,33,20402,953,34080,false
ranges,5,12,2196735084,[a-f]\w[a-f][a-f]$,21,42,352243,22189,42862,false
triples,5,21,3486027915,^3|730|4[2-8][2-6]|([0-7])\1[3-9],13,34,94632,6157,50190,false
ranges,5,13,9067852413,[a-f][a-e]\w[a-f],21,42,427804,27329,37330,false
triples,5,22,6941372580,49^6|[567][45]|2[234]|[01]0[2-9]|0[012]$,14,35,364260,29486,44502,false
ranges,5,14,2405681973,^[a-f]*$,21,42,191548,13000,44939,false
triples,5,23,1068243795,^81|206|2[34]|[01]0|5[1-7][0-8]+$,14,35,197705,11423,45862,false
ranges,5,15,2738495106,^[a-f][a-e]\w[a-f],21,42,103224,6000,38705,false
triples,5,24,1764028593,^3|64|[012]4|0[0-5][0-5][2-9]|[567][0-5]$,13,34,235174,21454,58112,false
ranges,5,16,1069782534,ilhdd|[a-f]\w[a-f][a-f]$,21,42,361573,33189,51393,false
triples,5,25,3857069214,5[0-7][0-8]|0[012],11,32,123764,6641,39236,false
ranges,5,17,3018795246,^[a-f]*[a-e]*$,21,42,331350,23595,39611,false
ranges,5,18,1736058429,\b[a-f]+$,21,42,171756,10469,35221,false
triples,5,26,9125784630,5[1-7][0-8]|0[0-4]9|[0-8]0[67]|\b[3-6]\w[012],14,35,252977,15126,39955,false
ranges,5,19,6087432195,da|^[a-f]*$,21,42,249277,15657,33236,false
triples,5,27,7914823056,[^]4^0|[01]0[0-6]|72$|[1-8][1-7][34]|6$,14,35,307160,21970,43627,false
ranges,5,20,4925731068,^[a-f][a-e]\w[a-f],21,42,40821,1938,40049,false
triples,5,28,1258360497,895|0[012]|5[1-5][0-8],12,33,17325,860,44487,false
ranges,5,21,3486027915,[a-f][a-e]\w[a-f],21,42,224799,17048,39408,false
ranges,5,22,6941372580,[a-f]\w[a-f][a-f]$,21,42,161745,9626,34377,false
triples,5,29,7965023841,^[234][^3][0-4]|[0-3]7|[0-6][0-3][01][23]|02|6$,15,36,167242,13782,60910,true
ranges,5,23,1068243795,^[a-f][a-e]\w[a-f],21,42,46896,3141,44189,false
glob,5,1,4105328976,[l-r]e\B|kr|[r-y][^]m|gic,14,35,208960,13563,51440,false
ranges,5,24,1764028593,^[a-f][a-e]\w[a-f],21,42,569533,39830,41549,false
glob,5,1,6370951248,^w|o[c-y][a-s][a-r]|[n-s][n-r],13,34,243795,11579,40158,false
ranges,5,25,3857069214,^[a-f]*[a-f]$,21,42,174636,11204,40471,false
glob,5,2,9431657082,[a-e][a-h]r|fa|[op][c-y][c-s][c-r],16,37,530126,26158,31845,false
ranges,5,26,9125784630,^[a-f][a-e]\w[a-f],21,42,380676,31048,40627,false
glob,5,3,1874029365,^w|^p|[*-a]i|r[h-s]|fa|[cd]$,19,40,259817,14360,40940,false
glob,5,4,5691784320,[a-e][a-h]r|f|[ -u][op][c-y][c-o][ -r],15,36,368425,19564,32736,false
ranges,5,27,7914823056,^[a-f][a-e]\w[a-f],21,42,50973,3032,34596,false
glob,5,5,8392760514,[a-e][a-h]r|fa|[op][c-y][c-s][c-r],16,37,205280,9891,33455,false
ranges,5,28,1258360497,^[a-f][a-e]\w[a-f],21,42,474740,34705,43158,false
glob,5,6,4612780539,sl|fa|w|b| [o-y][c-u]|y^gofd|[cde]$,14,35,390706,30002,51143,false
ranges,5,29,7965023841,^[a-f]*$,21,42,95263,6704,44721,false
glob,5,7,8261384957,[^l]\*|fa|^b|ao|[n-r]r|f[i-s]m|[a-d]$,14,35,370814,24095,49846,false
backrefs,5,1,4105328976,\b[l-t][e-h]|d^yeu|[c-t][a-o][tuv][e-y]|[n-r][a-y]$,16,37,573714,44705,50878,false
glob,5,8,2463075891,^w|o[c-s]|[n-r][i-s],12,33,88354,3578,31236,false
backrefs,5,1,6370951248,^h|[l-t][e-h]|xl|[l-u][a-y]$,13,34,372417,20391,31532,false
glob,5,9,9135874206,^w|ke|o[c-y][c-s][c-r]|e[m-r][a-s]*\w$,17,38,273673,16251,36221,false
backrefs,5,2,9431657082,^a|yl[a-t]|[a-t][e-t][a-o][tuv]|[g-n]$,15,36,144797,8032,37971,false
backrefs,5,3,1874029365,^h|l[l-t]t|[l-t][e-h]|[l-u][a-y]$,13,34,282645,13470,33970,false
glob,5,10,7095231486,[^]w[m-s]|eni|su|ta|fa|[ -h]\*|b|[cd]$,18,39,509475,41393,53018,false
backrefs,5,4,5691784320,[a-t][a-t][a-o][tuv]f|,11,32,34076,1297,32752,false
glob,5,11,9842301657,^[a-e][^a]\B|[p-s]r|[kl]e|c$,17,38,225863,12798,46815,false
backrefs,5,5,8392760514,h[^]k[e-s]t[b-t]e|[h-t][b-p][a-o][r-v]|[tuv][e-h]|[i-l]$,16,37,534310,38627,45893,false
glob,5,12,2196735084,fa|b|[st][e-y]y|\* |l$,13,34,263243,11266,34095,false
backrefs,5,6,4612780539,[m-u][e-h]|[e-h]a|[i-u](b|ra)|k[a-t][a-o][tuv]f|[g-n]$\1,14,35,478137,36174,54878,false
glob,5,13,9067852413,[op][c-y][c-t][c-r]|[a-s][o-s]\w$,15,36,369157,19173,40190,false
glob,5,14,2405681973,fa|wn| [o-u][c-u]|b|[cde]$,14,35,491441,23017,30345,false
backrefs,5,7,8261384957,[^]k^e|t[a-t][e-t]e|[c-t][e-t][a-o][tuv]|[g-l]$,16,37,313555,17454,39830,false
glob,5,15,2738495106,^w|ro|[cde][n-r]|u[n-s]p,16,37,270246,12844,33345,false
backrefs,5,8,2463075891,v|nc|de|[e-u][a-o]t|[tuv][e-h]|[g-n]$,13,34,477209,23486,35471,false
glob,5,16,1069782534,fa|[nop][d-y][c-s][c-r]y|[ -s]|a[^]h[c-y]|g^s|d$,17,38,406598,26392,39033,false
backrefs,5,9,9135874206,[l-t][e-h]|[l-u][a-y]$,12,33,206985,8704,27501,false
backrefs,5,10,7095231486,[e-h][a-t][a-t][a-e]f||[tuv][n-u][c-t]|[g-n]$,14,35,274604,13845,33283,false
glob,5,17,3018795246,fa|[^l](ig|b|\*)[ -s]|a^yiy\1,14,35,336146,22798,46174,false
backrefs,5,11,9842301657,^r|ab[a-t]|[a-t][e-t][a-o][tuv]|[g-n]$,14,35,223405,13595,35064,false
glob,5,18,1736058429,[uvw][n-s][e-s]|[op][c-y][ -o][ -r][c-m]|vi,17,38,352631,16751,31642,false
backrefs,5,12,2196735084,[m-u][e-h]|[e-h][abc]|u[a-t]\b|s[a-o]f[tuv]f|y$,13,34,463812,28751,38705,false
glob,5,19,6087432195,[^l]\*[ -s]b|| [cd][c-s],13,34,347957,19064,32799,false
backrefs,5,13,9067852413,[r-y]y|[^p][e-t][m-u][c-h]|[i-n]$,15,36,222989,11547,38439,false
glob,5,20,4925731068,a |vc|t[op]|[^a][c-s]\*|[c-r]b|ow|^p|h$,15,36,524966,35814,45580,false
backrefs,5,14,2405681973,[e-i][a-t][l-t][a-r][a-t]|\B[a-t][a-o]u|g$,16,37,553003,35564,41674,false
glob,5,21,3486027915,n[l-r]c|r[o-s]|i^l|[l-p]e\B|[fg][*-h],17,38,462454,29377,42471,false
backrefs,5,15,2738495106,^t|lr|o[a-t]e|[a-t][e-t][a-o][tuv]|[tuv]f|[g-n]$,16,37,557459,28986,35471,false
glob,5,22,6941372580,d[a-h]|[fg][a-m]|b^|^p|b,14,35,236662,11969,31892,false
backrefs,5,16,1069782534,^[ab][a-l]|pu|[efg][a-t][a-t][a-t]|[tuv]l|fr|[g-n]$,15,36,333808,22501,44299,false
glob,5,23,1068243795,^w|pe[m-t]|fa|lo|r[h-s]|[cd]$,19,40,337964,18954,37314,false
backrefs,5,17,3018795246,ba|[a-t][e-t][a-o][tuv]|[g-l]$,15,36,344785,19095,29689,false
glob,5,24,1764028593,[pqr][i-r]k||fa|[a-k][cde]$,15,36,208824,12782,38768,false
backrefs,5,18,1736058429,^[ab][a-l]f||nas|[a-t][a-t][a-o][tuv],14,35,550183,26439,30611,false
glob,5,25,3857069214,[bcd][o-y][a-h][a-t]w||r[h-s]|[a-k][cde]$,16,37,198915,11532,37064,false
backrefs,5,19,6087432195,[g-t][pqr]|[tuv][e-h]\B|[g-n]$,13,34,315555,14235,32595,false
glob,5,26,9125784630,[^l]\*[ -s]|^[abc]|r[h-y][e-m][a-r]|d+$,17,38,577709,45237,51643,false
backrefs,5,20,4925731068,^[tu]|yh|[e-h][a-t][a-t][a-o][g-t]|[tuv][stu]|fr|[g-n]$,16,37,417331,30345,49159,false
glob,5,27,7914823056,[c-y][c-y][^m]([e-i]a|y|\*)[ -s]|[cd]$\1,19,40,358462,26142,51331,false
backrefs,5,21,3486027915,[l-t][e-h]|wrd[a-t][a-t][tuv]f|[l-u][a-y]$,12,33,441687,25548,42830,false
glob,5,28,1258360497,fa|w|b|dps| [o-y][c-u]|[cde]$,13,34,322326,17376,42424,false
backrefs,5,22,6941372580,[abc][lm][a-t][e-t]|[tuv][e-y][d-t][c-u],16,37,358019,17891,38986,false
backrefs,5,23,1068243795,[c-u][e-u][l-t][e-h]|[i-r][l-u][a-y]$,15,36,214442,10016,31814,false
glob,5,29,7965023841,e\w*[a-e][a-h]r|fa|[op][c-y][c-s][c-r],17,38,410281,21251,42408,false
backrefs,5,24,1764028593,^e|hv[ab]t|[e-u][c-t][a-t][tuv]|l[n-r]|a$,16,37,270795,15798,45330,false
backrefs,5,25,3857069214,a[s-v][i-y][a-t]|p[e-i]|pu|fu|[e-t][a-t][a-o][g-x]+$,17,38,463243,28267,44893,false
backrefs,5,26,9125784630,[tu][a-t][rst][n-u]|[a-t][a-o][tuv][n-y]|[g-n]$,14,35,225714,13407,32345,false
backrefs,5,27,7914823056,[c-t][e-t][a-o][tuv]|[g-l]$,15,36,168883,8469,30830,false
backrefs,5,28,1258360497,[o-u][e-h]|us|[e-h][a-t][a-t]a|[tuv][t-y]|[g-n]$,16,37,372117,24658,45534,false
backrefs,5,29,7965023841,[l-t][e-h]|f[a-o][tuv]f|[l-u][a-y]$,12,33,404355,19126,30251,false
abba,5,1,4105328976,[t-z]e|h|u[rst],13,35,314921,8719,16267,false
abba,5,1,6370951248,[c-t][tuv]z|,15,37,385934,11641,21736,false
abba,5,2,9431657082,[f-t][t-z]|l$,13,35,424435,11704,17204,false
abba,5,3,1874029365,[^c](h|z|u)|^p|^v|fuf\1,18,40,139474,7079,23532,false
abba,5,4,5691784320,[^c](h|z|u)|^p|^v|aex\1,18,40,122294,6907,21892,false
abba,5,5,8392760514,[u-y][i-t]|z|u|t$,14,36,580662,16407,17298,false
abba,5,6,4612780539,[^c](h|z|u)|bp[f-t]t|$\1,17,39,460021,16204,21736,false
abba,5,7,8261384957,[u-y][i-t]|z|u,13,35,562907,16048,17438,false
abba,5,8,2463075891,st|z|u|[t-z]\b|[c-i]t,17,39,194358,6797,24486,false
abba,5,9,9135874206,[a-s]\w[a-s][c-i][t-z]|[u-y][o-t],18,40,297325,10282,23829,false
abba,5,10,7095231486,[u-y][f-t]z|,13,35,521774,15641,18767,false
abba,5,11,9842301657,[^c](h|z|u)|it|guc$\1,18,40,88667,4594,26142,false
abba,5,12,2196735084,[f-t][tu]z||[t-z]e|m[n-t],16,38,284726,8782,24908,false
abba,5,13,9067852413,[f-t][t-z]p|h|te,14,36,275179,7907,29517,false
abba,5,14,2405681973,z|u|[i-t]h|[n-t][f-t]t[a-i]|[t-z]$,18,40,288684,9704,30189,false
abba,5,15,2738495106,[^a][tuv]z|,15,37,247251,6938,16985,false
abba,5,16,1069782534,[^c](h|z|u)|vi|p[f-t]s|i[t-z]$\1,19,41,476835,28173,40345,false
abba,5,17,3018795246,^yv|[^co](v|h|u)|[c-t][i-s][i-s][t-z]\1,19,41,211463,11985,28689,false
abba,5,18,1736058429,[^alem][t-z]|u[rst]$,15,37,280749,9938,24001,false
abba,5,19,6087432195,[u-y][i-t]|z|u|l$,14,36,417105,11563,19501,false
abba,5,20,4925731068,v|z|[mno][i-n][c-t]|u[o-t]|t[a-h][i-t],18,40,230708,9547,27423,false
abba,5,21,3486027915,[^co](v|h|u)|i[t-z]\1,18,40,549812,18188,20470,false
abba,5,22,6941372580,[^c\1](h|z|u)v|,16,38,185458,7172,21657,false
abba,5,23,1068243795,[c-t][tuv]z|,15,37,592027,16813,17110,false
abba,5,24,1764028593,v|hi|\B[u-z][e-t],16,38,481213,22517,27595,false
abba,5,25,3857069214,[c-t][tuv]z|,15,37,449542,13610,18001,false
abba,5,26,9125784630,[f-t]([t-z]|h),14,36,261900,7141,16751,false
abba,5,27,7914823056,[^]u|i^s|[p-s][f-t]i|\B[h-s][c-i][t-z],19,41,301202,13048,32408,false
abba,5,28,1258360497,^r|ls|[^aotn][tu]|ur|z,19,41,509778,19704,25658,false
abba,5,29,7965023841,[^\1](h|u|n)[i-v][c-z],17,39,45564,1938,20267,false
aman-aplan,5,1,4105328976,x|^r|^t|^[h-k]|v|d,12,33,389676,20689,30767,false
aman-aplan,5,1,6370951248,x|^[i-n]|\bt|\br|[a-d]$,14,35,378966,20329,29720,false
aman-aplan,5,2,9431657082,x|^r|^t|^[i-n]|d[^]u|l[l-r]|[a-d]$,16,37,493816,30392,37049,false
aman-aplan,5,3,1874029365,[^]x|^r|^t|^[h-k]|v|d|hdc,12,33,166916,8126,39580,false
aman-aplan,5,4,5691784320,x|^t|^[i-n]|^r|[a-d]\b|[ab]h$,15,36,539584,28580,33627,false
aman-aplan,5,5,8392760514,^[i-n]|^[rst][e-o]|p[e-r]ld|[a-d]$,15,36,429126,18110,26486,false
aman-aplan,5,6,4612780539,x|v|p^tnxr|^r|d|^t|n|k$,11,32,127735,6000,35142,false
aman-aplan,5,7,8261384957,[kl]a|^m|^cr|^[i-t][e-o]|[a-d]$,16,37,205862,10704,31845,false
aman-aplan,5,8,2463075891,x|^r|^t|^[i-n]|a(^k[^o]|o)\1v|[a-d]$,14,35,431395,32970,47096,false
aman-aplan,5,9,9135874206,x|^r|^t|^[i-n]|l^kgr|[a-d]$,14,35,145774,7672,37268,false
aman-aplan,5,10,7095231486,x|^r|^t|^[h-k]|v|d|mc,12,33,111566,5282,35299,false
aman-aplan,5,11,9842301657,[^]x|v|bblr|^r|d|^t|n|k$,11,32,127811,6703,40720,false
aman-aplan,5,12,2196735084,x|\b[n-t][e-o]|v|d|k[e-o],13,34,378761,19048,30892,false
aman-aplan,5,13,9067852413,hl|u[^t]h|xx|^[rst][e-o]|^[i-n]|[a-d]$,16,37,273200,14923,38158,false
aman-aplan,5,14,2405681973,x|^t|^[i-n]|ah|ad|\br|[a-d]$,15,36,334267,21173,40830,false
aman-aplan,5,15,2738495106,v|^r|^[e-k]|d|[^]y^|e[t-x],11,32,298712,13345,30033,false
aman-aplan,5,16,1069782534,x|^r|^[i-n]|[n-r]l|[^s]t$|[a-d]$,15,36,251317,12141,32064,false
aman-aplan,5,17,3018795246,[^n](k|v|d)|^[e-t]e|l[l-r][a-o]\1,14,35,210553,11001,42018,false
aman-aplan,5,18,1736058429,x|^r|^t|^[h-k]|v|d,12,33,305127,14047,28204,false
aman-aplan,5,19,6087432195,x|^r|^t|^[i-n]|a^pr|[a-d]$,14,35,145754,7032,35533,false
aman-aplan,5,20,4925731068,[^]x|^r|^t|^[h-k]|v|d|o[no][e-r],14,35,289995,16501,31283,false
aman-aplan,5,21,3486027915,u[^f]d|oe|[a-e]$|^[h-t][a-o],14,35,264521,14016,36658,false
aman-aplan,5,22,6941372580,oa^a|m[h-k]|s[^a]x|^r|^t|oo|v|d,15,36,482008,24965,31481,false
aman-aplan,5,23,1068243795,d$|o^e|[k-x][a-o][a-t]$,15,36,294635,13204,29314,false
aman-aplan,5,24,1764028593,x|^r|^t|^[i-n]|[a-d]$,14,35,222924,9079,29283,false
aman-aplan,5,25,3857069214,[^]x|ol|^r|^t|^[i-n]|hal|[a-d]$,16,37,442973,24954,36689,false
aman-aplan,5,26,9125784630,^[i-n]x||^r|[a-d]$,12,33,137598,6610,60082,true
aman-aplan,5,27,7914823056,x|^t|^[i-n]|\br|[a-d]$,14,35,528429,32814,35486,false
aman-aplan,5,28,1258360497,[^]x|v|d|^r|^t|^[h-k],12,33,447556,19485,28423,false
aman-aplan,5,29,7965023841,^[^m]e|[a-o][k-v]\w[a-t]$,15,36,548936,34330,37924,false
prime,5,1,4105328976,^(x*)?\1xxx$,13,34,112886,8829,8699644,true
prime,5,1,6370951248,x*^x(x*)?\1xx$,13,34,79603,6422,38439,false
balance,5,1,4105328976,(<<(>)\2\1\W>(\W)+\1)\3>\2,26,58,42334,6266,13312967,true
balance,5,1,6370951248,^<\W+>>$,25,57,28574,2281,60191,true
balance,5,2,9431657082,^<[^]*>>$,25,57,260549,23282,240981,true
