abba,5,1,4105328976,z|it|[^c](u|h)|t$\1,40,130778,-8971,38979,false,
abba,5,1,6370951248,st|[^u]u|z|^v|ca,40,210404,-11160,37421,false,
it-never-ends,5,1,4105328976,u$,7,259980,-12333,27222,false,
hard,5,1,4105328976,[a-d],8,300690,-10034,19666,false,
abba,5,2,9431657082,z|c\1m^u|it|[^c](h|^y|u),40,436151,-30792,43905,false,
warmup,5,1,4105328976,foo,42,361879,-23549,43647,false,
hard,5,1,6370951248,[a-d],8,374528,-13785,21786,false,
it-never-ends,5,1,6370951248,u$,7,303739,-17877,31909,false,
hard,5,2,9431657082,[a-d],8,296287,-10891,22095,false,
abba,5,3,1874029365,^v|\1z|st|[^m]u|(t|l|u|hic)$,41,53370,-4891,47892,false,
it-never-ends,5,2,9431657082,u$,7,305097,-15313,29238,false,
hard,5,3,1874029365,[a-d],8,287487,-10892,22633,false,
warmup,5,1,6370951248,foo,42,121246,-9438,56494,false,
it-never-ends,5,3,1874029365,u$,7,316265,-15383,28243,false,
hard,5,4,5691784320,[a-d],8,97,-16,21595,false,
abba,5,4,5691784320,z|it|[^c](h|u)|^u$\1,40,434047,-35867,47617,false,
hard,5,5,8392760514,[a-d],8,289770,-11313,22907,false,
it-never-ends,5,4,5691784320,u$,7,267270,-13157,29579,false,
warmup,5,2,9431657082,foo,42,271078,-21329,48533,false,
hard,5,6,4612780539,[a-d],8,303570,-11407,21861,false,
it-never-ends,5,5,8392760514,u$,7,291044,-14751,30642,false,
abba,5,5,8392760514,te|[^c](z|h|u)|^u$,40,422117,-36049,51159,false,
hard,5,7,8261384957,[a-d],8,549580,-19142,20767,false,
warmup,5,3,1874029365,foo,42,303758,-25595,50284,false,
it-never-ends,5,6,4612780539,u$,7,309653,-14829,29236,false,
hard,5,8,2463075891,[a-d],8,288452,-10563,22064,false,
abba,5,6,4612780539,z|uw|[^c](h|u)|^p|t$\1,40,17683,-1547,46455,false,
it-never-ends,5,7,8261384957,u$,7,311341,-14126,29783,false,
hard,5,9,9135874206,[a-d],8,297408,-11329,23782,false,
warmup,5,4,5691784320,foo,42,284474,-22782,53674,false,
hard,5,10,7095231486,[a-d],8,544908,-18610,20751,false,
it-never-ends,5,8,2463075891,u$,7,11693,-781,30954,false,
abba,5,7,8261384957,[^c](z|h|u)|[^f]it,41,30599,-3047,51580,false,
hard,5,11,9842301657,[a-d],8,255878,-9891,21298,false,
warmup,5,5,8392760514,foo,42,190452,-13454,47315,false,
it-never-ends,5,9,9135874206,u$,7,247974,-11282,27814,false,
hard,5,12,2196735084,[a-d],8,308494,-12563,22329,false,
abba,5,8,2463075891,^p|z|u|[^c]h|it|t$,40,141155,-10766,46502,false,
it-never-ends,5,10,7095231486,u$,7,298392,-15266,31111,false,
hard,5,13,9067852413,[a-d],8,302569,-11563,21376,false,
warmup,5,6,4612780539,foo,42,6739,-531,53268,false,
hard,5,14,2405681973,[a-d],8,287390,-11032,23345,false,
it-never-ends,5,11,9842301657,u$,7,267693,-13235,30548,false,
hard,5,15,2738495106,[a-d],8,141,-31,22064,false,
abba,5,9,9135874206,z|r\1s|[^c](h|u),39,158937,-18548,58894,false,
it-never-ends,5,12,2196735084,u$,7,281224,-13954,29892,false,
hard,5,16,1069782534,[a-d],8,305548,-11360,21657,false,
warmup,5,7,8261384957,foo,42,474361,-49409,60082,true,
it-never-ends,5,13,9067852413,u$,7,3444,-328,31470,false,
hard,5,17,3018795246,[a-d],8,295933,-10907,21548,false,
abba,5,10,7095231486,z|[^c](h|u)|te,40,229697,-18469,46674,false,
hard,5,18,1736058429,[a-d],8,238957,-9422,23111,false,
it-never-ends,5,14,2405681973,u$,7,245421,-12157,30689,false,
warmup,5,8,2463075891,foo,42,71866,-6157,51503,false,
hard,5,19,6087432195,[a-d],8,297500,-11251,22689,false,
abba,5,11,9842301657,[^c]z|h|ry|u|it,40,89009,-6594,51315,false,
it-never-ends,5,15,2738495106,u$,7,221668,-11375,31142,false,
hard,5,20,4925731068,[a-d],8,303050,-11391,22516,false,
warmup,5,9,9135874206,foo,42,29720,-2156,48831,false,
it-never-ends,5,16,1069782534,u$,7,316071,-16345,31377,false,
hard,5,21,3486027915,[a-d],8,380482,-13501,21704,false,
abba,5,12,2196735084,^p|\1z|[^c](h|u),39,369177,-27392,46096,false,
hard,5,22,6941372580,[a-d],8,384710,-14735,23032,false,
it-never-ends,5,17,3018795246,u$,7,274839,-15235,34673,false,
warmup,5,10,7095231486,foo,42,559318,-49706,52440,false,
hard,5,23,1068243795,[a-d],8,234836,-8766,21423,false,
abba,5,13,9067852413,[^c]z|h|^p|u|it,40,86039,-7407,49206,false,
it-never-ends,5,18,1736058429,u$,7,189767,-10813,31752,false,
hard,5,24,1764028593,[a-d],8,305749,-11735,22282,false,
warmup,5,11,9842301657,foo,42,482013,-41565,52409,false,
hard,5,25,3857069214,[a-d],8,307597,-12501,23486,false,
it-never-ends,5,19,6087432195,u$,7,280616,-14079,32158,false,
abba,5,14,2405681973,it|[^c](z|h|u)|^gr$\1,40,330517,-29064,51346,false,
hard,5,26,9125784630,[a-d],8,371378,-13078,21157,false,
it-never-ends,5,20,4925731068,u$,7,273478,-13235,28376,false,
warmup,5,12,2196735084,foo,42,409568,-33705,50643,false,
hard,5,27,7914823056,[a-d],8,122,-31,23314,false,
abba,5,15,2738495106,[^c]\1(z|h|u|t$),39,299635,-22486,47315,false,
it-never-ends,5,21,3486027915,u$,7,2690,-235,27923,false,
hard,5,28,1258360497,[a-d],8,517357,-19923,23345,false,
warmup,5,13,9067852413,foo,42,535567,-42862,47159,false,
it-never-ends,5,22,6941372580,u$,7,288309,-14766,30157,false,
hard,5,29,7965023841,[a-d],8,599151,-20517,20548,false,
abba,5,16,1069782534,z|ph|it|u|^n,39,89808,-6860,50049,false,
it-never-ends,5,23,1068243795,u$,7,321226,-16267,29283,false,
warmup,5,14,2405681973,^w|foo,42,564347,-46455,49299,false,
long-count,5,1,4105328976,^ ,20,129938,-9641,43236,false,
abba,5,17,3018795246,t\1e|[^c](z|h|u),40,250628,-18673,44018,false,
it-never-ends,5,24,1764028593,u$,7,333282,-17438,30111,false,
long-count,5,1,6370951248,^$,20,500070,-38486,46284,false,
it-never-ends,5,25,3857069214,u$,7,291349,-15595,30314,false,
abba,5,18,1736058429,[^c](z|h|u)|t$\1,39,458747,-33939,46877,false,
warmup,5,15,2738495106,foo,42,93996,-8047,54409,false,
it-never-ends,5,26,9125784630,u$,7,226088,-11079,30236,false,
long-count,5,2,9431657082,^ ,20,135989,-9938,43362,false,
abba,5,19,6087432195,it|z|[^c](h|u),40,375083,-33720,53487,false,
warmup,5,16,1069782534,foo,42,467137,-40565,54175,false,
it-never-ends,5,27,7914823056,u$,7,582309,-28501,29267,false,
long-count,5,3,1874029365, $,20,143314,-10422,44330,false,
it-never-ends,5,28,1258360497,u$,7,271261,-13469,31267,false,
abba,5,20,4925731068,[^c]\1(z|ers|u|h|t$),40,139763,-12079,48846,false,
warmup,5,17,3018795246,foo,42,577077,-54096,55268,false,
it-never-ends,5,29,7965023841,u$,7,276635,-14095,30205,false,
long-count,5,4,5691784320, $,20,145330,-11282,44799,false,
movies,5,1,4105328976,J|A|E|M|R|a^H$,19,176438,-8891,28017,false,
abba,5,21,3486027915,z|u|it|[^c]h,39,30805,-2031,50268,false,
warmup,5,18,1736058429,foo,42,319600,-26830,52034,false,
long-count,5,5,8392760514,0^,20,129309,-9797,46518,false,
movies,5,1,6370951248,M|J|A|E|h$,19,168956,-7344,30189,false,
abba,5,22,6941372580,[^c]z|h|it|u|^p,40,553442,-44893,48971,false,
warmup,5,19,6087432195,foo,42,263651,-21126,48299,false,
movies,5,2,9431657082,J|^R|E|A|P,19,193617,-8954,29673,false,
long-count,5,6,4612780539,0^,20,131057,-9313,44565,false,
movies,5,3,1874029365,E|A|R|[L-M],19,260418,-14235,28595,false,
abba,5,23,1068243795,[^c]\1(z|h|u|it|rh$),40,204710,-14954,49471,false,
warmup,5,20,4925731068,foo,42,163323,-13735,47002,false,
long-count,5,7,8261384957,^ ,20,315230,-21157,41674,false,
movies,5,4,5691784320,M|R|E|A|i$,19,40785,-1516,26798,false,
movies,5,5,8392760514,E|A|[L-R],18,1273,-78,28673,false,
abba,5,24,1764028593,[^c](z|h|u)|it\1,40,192876,-14157,50377,false,
warmup,5,21,3486027915,foo,42,419874,-33486,47330,false,
long-count,5,8,2463075891,0^,20,451210,-33658,45252,false,
movies,5,6,4612780539,M|R|ri|A|i$,19,426975,-23626,31142,false,
abba,5,25,3857069214,z|it|[^c](u|h)|^c$\1,40,346580,-30923,48518,false,
long-count,5,9,9135874206, $,20,159755,-12860,44299,false,
warmup,5,22,6941372580,foo,42,33802,-3407,46971,false,
movies,5,7,8261384957,M|R|E|A|i$,19,177464,-9485,30611,false,
movies,5,8,2463075891,^M|R|sPA|E|A|i$,19,203354,-8891,29064,false,
long-count,5,10,7095231486,^ ,20,100505,-7407,42612,false,
warmup,5,23,1068243795,foo,42,111239,-9438,51268,false,
abba,5,26,9125784630,[^c]\1(z|n^z|u|te|h|t$),41,465983,-40830,52690,false,
movies,5,9,9135874206,E|A|[L-R],18,327977,-17532,29001,false,
long-count,5,11,9842301657,^ ,20,117630,-9407,44549,false,
abba,5,27,7914823056,[^c](z|h|u)|it\1,40,208289,-14985,44783,false,
movies,5,10,7095231486,^M|R|mp|A|i$,19,307467,-14626,27939,false,
warmup,5,24,1764028593,foo,42,595025,-54596,54815,false,
long-count,5,12,2196735084, $,20,119981,-9813,43955,false,
movies,5,11,9842301657,E|M|R|A|i$,19,357955,-18423,30283,false,
abba,5,28,1258360497,z|t\1e|[^c](h|u),40,146948,-11688,51378,false,
warmup,5,25,3857069214,foo,42,474893,-37361,47565,false,
movies,5,12,2196735084,R|to|E|A|i$,19,127293,-6938,27173,false,
long-count,5,13,9067852413,^ ,20,397770,-29298,43267,false,
abba,5,29,7965023841,^p|[^c](z|u|h),39,453275,-32376,43439,false,
movies,5,13,9067852413,R|P|E|A|i$,19,158169,-7891,30657,false,
warmup,5,26,9125784630,foo,42,588925,-49565,50049,false,
long-count,5,14,2405681973,^ ,20,474308,-35189,43689,false,
movies,5,14,2405681973,E|M|R|A|i$,19,283313,-16204,28923,false,
warmup,5,27,7914823056,foo,42,77719,-7844,46440,false,
aman-aplan,5,1,4105328976,oo|x|k[^]|^r|d$|et$,35,390181,-37689,60191,true,
movies,5,15,2738495106,M|R|s |A|i$,19,330481,-14907,27736,false,
long-count,5,15,2738495106, $,20,528148,-38221,43283,false,
movies,5,16,1069782534,[P-R]|E|A|i$,19,240952,-11953,36580,false,
warmup,5,28,1258360497,foo,42,239065,-17470,54018,false,
long-count,5,16,1069782534, ^,20,361828,-25454,42705,false,
aman-aplan,5,1,6370951248,oo|x|d$|^r|^t|ak$,35,373920,-39471,60223,true,
movies,5,17,3018795246, V^pnA|J|E|[P-R]|A|[L-R]$,19,524036,-26423,30705,false,
long-count,5,17,3018795246,^ ,20,339448,-25376,43190,false,
warmup,5,29,7965023841,foo,42,597218,-56096,56377,false,
aman-aplan,5,2,9431657082,rf|x|^k|^t|^r|v|d|[^k]oo,35,594923,-53690,54252,false,
movies,5,18,1736058429,M| t|E|A|i$,19,112488,-4797,43283,false,
movies,5,19,6087432195,M|R|E|A|i$,19,172560,-9016,26533,false,
long-count,5,18,1736058429, $,20,467963,-36408,46112,false,
alphabetical,5,1,4105328976,^a|s$,24,559457,-35314,40690,false,
aman-aplan,5,3,1874029365,x|^k|oo|^t|^r|d$,35,267223,-30236,58925,false,
movies,5,20,4925731068,E|M|R|A|i$,19,259445,-14110,30314,false,
alphabetical,5,1,6370951248,(r)[^s] \1|^ar|s$,25,173904,-11782,41440,false,
long-count,5,19,6087432195,  ,20,120111,-9282,46627,false,
movies,5,21,3486027915,M|R|E|A|i$,19,259819,-12923,30439,false,
aman-aplan,5,4,5691784320,[^]oo|x|^k|^t|^r|v|x|d$,35,115313,-9735,51862,false,
alphabetical,5,2,9431657082,^a|s$,24,461149,-28814,37268,false,
movies,5,22,6941372580,E|J|A| [M-w]h,19,77720,-4078,29032,false,
long-count,5,20,4925731068,^ ,20,126263,-8891,43283,false,
alphabetical,5,3,1874029365,^a|s$,24,249177,-15813,37283,false,
movies,5,23,1068243795,^M|R| E|A|i$,19,38845,-1719,31830,false,
aman-aplan,5,5,8392760514,x|^k|^t|d$|la|[^r]iv|^r|lm^x$,35,319438,-27376,50127,false,
long-count,5,21,3486027915, $,20,137736,-10126,44705,false,
movies,5,24,1764028593,^M|E|[P-R]|A|i$,19,510002,-26939,29954,false,
alphabetical,5,4,5691784320,^a|s$,24,107633,-9251,43424,false,
long-count,5,22,6941372580, $,20,494053,-35517,43487,false,
movies,5,25,3857069214,E|[P-R]|A|i$,19,298807,-14595,28251,false,
aman-aplan,5,6,4612780539,x|^k|^t|d|^r|oo|[^]v,35,125153,-13501,60112,true,
alphabetical,5,5,8392760514,t r|ase|s$,25,352231,-23204,40580,false,
movies,5,26,9125784630,^E|R|A| [L-R],19,410352,-16845,25079,false,
long-count,5,23,1068243795,^ ,20,198854,-15220,44252,false,
movies,5,27,7914823056,E|M|R|A|i$,19,404815,-22736,29439,false,
alphabetical,5,6,4612780539,rt|e e[^s]|^a(s)\1,26,451073,-28876,38377,false,
aman-aplan,5,7,8261384957,mu|[^n]k|^r|ex|d$|et$|el$|tig$,35,227123,-35502,60816,true,
