Nome,Depth,i,seed,regex,Melhor_fitness,Melhor_nosso,Numero_de_comparacoes,Tempo,Tempo_total,Timed_out
abba,5,9,9135874206,[c-i][t-z]v||[u-y][o-t],15,37,208372,38783,60690,true
powers,5,8,2463075891,^x?x$,2,13,60263,37143,72191,true
order,5,8,2463075891,t|o|h^d[^c]dc|wc,10,31,25604,5734,66926,true
warmup,5,10,7095231486,foo,21,42,211439,43939,61113,true
abba,5,10,7095231486,[f-t][t-z]h|,12,34,193857,35689,61113,true
powers,5,9,9135874206,^x?x$,2,13,51656,23298,60207,true
order,5,9,9135874206,[st][t-z]\b|[o-r][o-y]\b|[c-o][c-o][l-o]$,19,40,164589,33658,62816,true
warmup,5,11,9842301657,[fg]oo,21,42,141848,27564,61049,true
abba,5,11,9842301657,[^c](h|z|u)|it|guc$\1,18,40,88667,19970,61442,true
powers,5,10,7095231486,^x?x$,2,13,67350,40658,60050,true
order,5,10,7095231486,[o-r][o-y]\b|[st][t-z]\b,17,38,62746,12391,63409,true
warmup,5,12,2196735084,foo,21,42,121713,25017,61862,true
abba,5,12,2196735084,[f-t][tu]z||[t-z]e|m[n-t],16,38,284726,53190,60082,true
powers,5,11,9842301657,^x?x$,2,13,35974,18720,71332,true
order,5,11,9842301657,[f-r][l-t][o-y],15,36,87098,17797,62254,true
warmup,5,13,9067852413,foo|^d$,21,42,44083,8922,61061,true
abba,5,13,9067852413,[f-t][t-z]p|h|te,14,36,275179,50020,62532,true
powers,5,12,2196735084,^xx?$,2,13,110075,49047,60834,true
order,5,12,2196735084,[st][t-z]\b|[o-r][o-y]\b|k[^]h^gyy,17,38,151947,33849,60094,true
warmup,5,14,2405681973,foo|dmeln$,21,42,19820,4645,60835,true
abba,5,14,2405681973,z|u|[i-t]h|[n-t][f-t]t[a-i]|[t-z]$,18,40,288684,55468,65875,true
powers,5,13,9067852413,^x?x$,2,13,62795,35060,60024,true
order,5,13,9067852413,[a-d]e|[f-t][o-t][o-z]$,20,41,65927,13657,64150,true
warmup,5,15,2738495106,foo,21,42,102001,20843,60084,true
abba,5,15,2738495106,[^a][tuv]|z,15,37,291611,55698,60735,true
powers,5,14,2405681973,^x?x$,2,13,87281,33319,60753,true
order,5,14,2405681973,^a|o[^j]s|mt[o-z]|[h-n][o-y][o-z]|y$,17,38,211158,48137,63292,true
warmup,5,16,1069782534,foo,21,42,37165,7791,60864,true
abba,5,16,1069782534,[f-t][t-z]h|,12,34,18944,4062,65988,true
powers,5,15,2738495106,^x?x$,2,13,72825,45049,61112,true
order,5,15,2738495106,^[a-f][c-l]|imno|o\w[s-y],20,41,101862,20391,63488,true
warmup,5,17,3018795246,foo,21,42,278359,55409,63504,true
powers,5,16,1069782534,^x?x$,2,13,42318,44361,60082,true
abba,5,17,3018795246,^yv|[^co](v|h|u)|[c-t][i-s][i-s][t-z]\1,19,41,211463,46487,63472,true
order,5,16,1069782534,o\w[s-y]|^[a-f][c-l]|lw[t-y]$,20,41,217008,44017,65004,true
warmup,5,18,1736058429,foo,21,42,60968,12548,60145,true
powers,5,17,3018795246,^x?x$,2,13,14655,27752,60223,true
abba,5,18,1736058429,[^alem][t-z]|u[rst]$,15,37,280749,53080,62676,true
order,5,17,3018795246,f[^z]n|[f-t][o-y][o-z]$,18,39,118896,24017,61879,true
warmup,5,19,6087432195,[fg]oo,21,42,50948,10016,60612,true
abba,5,19,6087432195,[^][tu]z|,13,35,300311,53221,60894,true
powers,5,18,1736058429,^x?x$,2,13,1176,1406,70347,true
order,5,18,1736058429,[st][t-z]\b|[o-r][o-y]\b|uoc^hfw,17,38,151941,32470,61363,true
warmup,5,20,4925731068,[fg]oo,21,42,199073,39252,61660,true
abba,5,20,4925731068,v|z|[mno][i-n][c-t]|u[o-t]|t[a-h][i-t],18,40,230708,46846,61816,true
powers,5,19,6087432195,^x?x$,2,13,60418,24267,61643,true
order,5,19,6087432195,N/A,N/A,N/A,N/A,N/A,64129,true
warmup,5,21,3486027915,foo,21,42,289259,55580,60207,true
abba,5,21,3486027915,[^c\1](h|z|u)v|,16,38,137169,26627,60895,true
powers,5,20,4925731068,^x?x$,2,13,98177,35689,61519,true
order,5,20,4925731068,^[a-g][c-o][c-t][e-t]|s[wxy],21,42,74870,15048,60239,true
warmup,5,22,6941372580,[fg]oo,21,42,13716,3328,60096,true
abba,5,22,6941372580,[^c\1](h|z|u)v|,16,38,185458,36892,60440,true
powers,5,21,3486027915,(^x*?)\1$,6,17,97541,41080,60020,true
order,5,21,3486027915,[f-o][o-t][p-t]|[abc][c-h],19,40,70732,14250,61222,true
warmup,5,23,1068243795,[fg]oo,21,42,94836,18063,63097,true
abba,5,23,1068243795,[f-t][t-z]h|,12,34,169634,30907,61768,true
powers,5,22,6941372580,^x?x$,2,13,34638,22485,69831,true
order,5,22,6941372580,^[a-o][c-o][c-t][e-t],20,41,252911,50299,63019,true
warmup,5,24,1764028593,[fg]oo,21,42,253418,46877,60174,true
abba,5,24,1764028593,[f-t]u|[t-z]e|h[i-t][a-p]|z,16,38,153934,29142,60097,true
powers,5,23,1068243795,^x?x$,2,13,86530,45330,61174,true
order,5,23,1068243795,^[a-o][c-o][c-t][e-t],20,41,92311,17313,67098,true
warmup,5,25,3857069214,[fg]oo,21,42,54896,10860,65957,true
abba,5,25,3857069214,[f-t][t-z]l|$,13,35,61883,11735,60065,true
powers,5,24,1764028593,^x?x$,2,13,249,1094,64831,true
order,5,24,1764028593,^c|[a-d]e|gs|[t-y]$,19,40,233803,47236,62863,true
warmup,5,26,9125784630,[fg]oo,21,42,11751,2859,60660,true
abba,5,26,9125784630,[f-t]([t-z]|h),14,36,261900,47393,60473,true
powers,5,25,3857069214,^x?x$,2,13,18263,11563,61801,true
order,5,25,3857069214,^[a-o][c-o][c-t][e-t],20,41,128737,25782,60957,true
warmup,5,27,7914823056,foo|^j,21,42,184752,38158,60910,true
abba,5,27,7914823056,[^a][tuv]z|,15,37,10727,2781,60566,true
powers,5,26,9125784630,^x?x$,2,13,10379,4047,60129,true
order,5,26,9125784630,^[a-g][c-o][c-t][e-t]|z[f-t]y|h$,20,41,179396,38267,60254,true
warmup,5,28,1258360497,[fg]oo,21,42,269461,59081,60692,true
abba,5,28,1258360497,[f-t][t-z]h|,12,34,197174,37392,61504,true
powers,5,27,7914823056,(^x*)\1$,6,17,128549,55034,62535,true
order,5,27,7914823056,[c-l][^eu][op][o-y]|[f-t][st][o-z]$,18,39,190740,41564,65676,true
warmup,5,29,7965023841,foo,21,42,131572,27330,61989,true
abba,5,29,7965023841,[^\1](h|u|n)[i-v][c-z],17,39,45564,9813,60487,true
powers,5,28,1258360497,^xx?$,2,13,58372,49721,60035,true
order,5,28,1258360497,t[o-z]|o[o-y]|[bcd][e-h],17,38,107643,22391,61315,true
anchors,5,1,4105328976,t^k|d$,21,42,65336,14704,60269,true
aman-aplan,5,1,4105328976,N/A,N/A,N/A,N/A,N/A,63863,true
powers,5,29,7965023841,^x?x$,2,13,23877,18267,64833,true
order,5,29,7965023841,^[a-o][c-o][c-t][e-t],20,41,179704,36955,62941,true
anchors,5,1,6370951248,k$,21,42,77888,15422,63410,true
aman-aplan,5,1,6370951248,x|^r|^t|^[i-n]|a^cimpr|[a-d]$,14,35,181697,43517,64363,true
long-count,5,1,4105328976,^ ,0,20,173484,48643,60004,true
triples,5,1,4105328976,2^845|4|[4-8][67][3-9]|06|0[01][2-9]*$,10,31,121309,50862,60113,true
anchors,5,2,9431657082,^k|a$,21,42,37956,23673,61223,true
aman-aplan,5,2,9431657082,x|^r|^t|^[i-n]|d[^]u|kar|[a-d]$,14,35,190487,47830,64113,true
long-count,5,1,6370951248,^ ,0,20,223629,57441,60035,true
triples,5,1,6370951248,06|9$|[012]7|2$|6$|3[0-9][0-7],12,33,76337,19376,60613,true
anchors,5,3,1874029365,u[s-w]k[c-l][c-l]M|k$,21,42,65364,13376,62348,true
aman-aplan,5,3,1874029365,[^]x|^r|^t|^[h-k]|v|d|hdc,12,33,166916,36392,60113,true
long-count,5,2,9431657082, $,0,20,64917,15985,60254,true
triples,5,2,9431657082,0[012]|[1-9]5[0-8][0-7],13,34,67102,13735,60847,true
anchors,5,4,5691784320,[s-w][c-l][c-l]M|k$,21,42,57387,11782,63800,true
aman-aplan,5,4,5691784320,[^]x|^t|^[h-k]|v|d|^r,12,33,169521,36845,60143,true
long-count,5,3,1874029365,^$,0,20,196530,45893,60160,true
triples,5,3,1874029365,67|[^3]00|9[01][2-5]\B|[34][0-7][2-7][0-7],14,35,193956,44361,63472,true
anchors,5,5,8392760514,^i[a-e]|k$,21,42,234633,46643,61676,true
aman-aplan,5,5,8392760514,^x|t|k|^r|[a-d]$,12,33,237064,47393,61066,true
long-count,5,4,5691784320, $,0,20,91110,21485,60049,true
triples,5,4,5691784320,[^]5[0-7][0-8]|0[012],12,33,8421,2437,61347,true
anchors,5,6,4612780539,vk|M$,21,42,24191,5407,60628,true
aman-aplan,5,6,4612780539,x|v|p^tnxr|^r|d|^t|n|k$,11,32,127735,27501,63222,true
long-count,5,5,8392760514,^ ,0,20,223192,50237,60050,true
triples,5,5,8392760514,^44|0[012]|5[3-8],11,32,63835,13938,60315,true
anchors,5,7,8261384957,edk|k$,21,42,18504,4422,60535,true
aman-aplan,5,7,8261384957,[kl]a|^m|^cr|^[i-t][e-o]|[a-d]$,16,37,205862,45112,63395,true
long-count,5,6,4612780539,0^,0,20,88449,20689,60254,true
triples,5,6,4612780539,0[012]|4$|[4-7][345][1-8][2-7],12,33,102187,21329,60097,true
anchors,5,8,2463075891,a[abc]k|u$,21,42,260527,50471,61676,true
aman-aplan,5,8,2463075891,(^kh[^o]|[a-l]|o)\1v|,9,30,108444,25298,65083,true
long-count,5,7,8261384957, $,0,20,253678,56862,60050,true
triples,5,7,8261384957,55|2[^5]9|7^3|0$|0[012]|[1-7][2-8][2-7][0-8]$,13,34,144845,36626,60144,true
anchors,5,9,9135874206,tdd^k|$,21,42,19922,4547,60239,true
long-count,5,8,2463075891,^ ,0,20,102548,23345,60113,true
aman-aplan,5,9,9135874206,x|^r|^t|^[i-n]|l^kgr|[a-d]$,14,35,145774,31846,64504,true
triples,5,8,2463075891,[01]2|[01][^][67]|0^|5[1-7][0-8],13,34,146914,35205,61754,true
anchors,5,10,7095231486,^t[^d]ck|l$,21,42,130282,27377,63223,true
long-count,5,9,9135874206, ^,0,20,181608,41299,60066,true
aman-aplan,5,10,7095231486,x|^r|^t|^[h-k]|v|d|mc,12,33,111566,23141,60034,true
triples,5,9,9135874206,^0|[012]7|2\w9|[12][34],11,32,124231,26907,60254,true
anchors,5,11,9842301657,[^]gek|k$,21,42,23151,5359,61847,true
long-count,5,10,7095231486,1 ,0,0,1,15,60082,true
aman-aplan,5,11,9842301657,[^]x|v|bblr|^r|d|^t|n|k$,11,32,127811,28142,61332,true
triples,5,10,7095231486,[1-8][^8]4|1^20|\b[0-3]\w0|[0-7](4|)[0-7][0-6]$,12,33,129755,32876,61003,true
anchors,5,12,2196735084,tk|g$,21,42,238946,48236,60690,true
long-count,5,11,9842301657, $,0,20,68415,15469,60019,true
aman-aplan,5,12,2196735084,^[h-k]|v|d|w[^]k^e|\b[n-t][e-o],13,34,198837,43517,61784,true
triples,5,11,9842301657,^3[01]|\B54|\b[0-4]0|[0-8][0-7][0-6]$,11,32,144489,34454,60362,true
anchors,5,13,9067852413,ek|k$,21,42,5838,1719,62597,true
long-count,5,12,2196735084, $,0,20,252275,55159,60129,true
aman-aplan,5,13,9067852413,[^t]h|xx|^[rst][e-o]|^[i-n]|[a-d]$,15,36,184945,38986,67816,true
triples,5,12,2196735084,(7|[0-5])\1[3-9]|^[2-8][1-4][2-9],12,33,171383,38361,60144,true
anchors,5,14,2405681973,hak|c$,21,42,259659,53018,60175,true
long-count,5,13,9067852413,^ ,0,20,66727,15626,60285,true
aman-aplan,5,14,2405681973,x|^t|^[i-n]|ah|ap|rd|\br|[a-d]$,15,36,228113,51096,61878,true
triples,5,13,9067852413,^[0-4](\w|)0|[2-9][456][345],12,33,155406,34126,60441,true
anchors,5,15,2738495106,i[c-l][c-l]\b,21,42,83426,17047,61190,true
long-count,5,14,2405681973,0^,0,20,53468,12875,60065,true
aman-aplan,5,15,2738495106,^x|t|k|^r|gg,10,31,74587,16204,63754,true
triples,5,14,2405681973,23|2^|00|84|2$|[0-9][45][3-8][0-6],12,33,212990,56080,62629,true
anchors,5,16,1069782534,k$,21,42,213017,42487,62036,true
long-count,5,15,2738495106,^ ,0,20,258721,56706,60066,true
triples,5,15,2738495106,^0|2[34]|9[01]|[0-3]7,12,33,51019,11251,60551,true
aman-aplan,5,16,1069782534,x|^r|^[i-n]|[n-r]l|[^s]t$|[a-d]$,15,36,251317,52815,66098,true
anchors,5,17,3018795246,k$,21,42,165167,32783,61190,true
long-count,5,16,1069782534,^ ,0,20,45671,10469,60129,true
triples,5,16,1069782534,[^]00|4|8[67],8,29,187319,43908,61581,true
aman-aplan,5,17,3018795246,[^n](k|v|d)|^[e-t]e|l[l-r][a-o]\1,14,35,210553,46408,61394,true
anchors,5,18,1736058429,c[s-w][c-l]M|k$,21,42,61997,12922,66660,true
long-count,5,17,3018795246,^ ,0,20,130608,30470,60019,true
triples,5,17,3018795246,[^]5[0-7][0-8]|0[012],12,33,9000,2484,60253,true
aman-aplan,5,18,1736058429,^r|^t|^[h-k]|v|d|yao^kv|x,12,33,171664,37251,61410,true
anchors,5,19,6087432195,l^Rk|s$,21,42,1209,765,61097,true
long-count,5,18,1736058429, $,0,20,46747,10813,60129,true
triples,5,18,1736058429,^\w4|[234][1-4][^6][0-7]|[0-6]0[0-6][2-5]*$,14,35,208638,49362,60707,true
aman-aplan,5,19,6087432195,x|^r|^t|^[i-n]|a^pr|[a-d]$,14,35,145754,31236,60659,true
anchors,5,20,4925731068,nq^k|w$,21,42,178559,36720,61629,true
long-count,5,19,6087432195,^ ,0,20,41136,9563,60066,true
triples,5,19,6087432195,^[2-7]1|4[789][2-6]|([0-7])\1[3-9],13,34,148155,33079,61362,true
aman-aplan,5,20,4925731068,^x|t|k|^r|la,10,31,32923,6766,60800,true
anchors,5,21,3486027915,k$,21,42,266289,55487,60832,true
long-count,5,20,4925731068, $,0,20,200690,45799,60035,true
triples,5,20,4925731068,[^]5[0-7][0-8]|0[012],12,33,20402,4875,60253,true
aman-aplan,5,21,3486027915,[a-e]$|^[h-t][a-o],13,34,80158,15954,62004,true
long-count,5,21,3486027915, $,0,20,180691,40158,60160,true
anchors,5,22,6941372580,^tnbk|w$,21,42,1554,1469,64332,true
triples,5,21,3486027915,^3|730|4[2-8][2-6]|([0-7])\1[3-9],13,34,94632,22111,60848,true
aman-aplan,5,22,6941372580,[^]x|^r|^t|^[h-k]|v|d,12,33,248425,50221,61285,true
long-count,5,22,6941372580,  ,0,20,82917,19282,60129,true
anchors,5,23,1068243795,k$,21,42,13761,3328,64706,true
triples,5,22,6941372580,9^251|454|3[^84]\B|00[2-9]|0[012]$,13,34,234016,56284,60691,true
aman-aplan,5,23,1068243795,x|^r|^t|^[i-n]|[a-d]$,14,35,93112,19016,60160,true
long-count,5,23,1068243795,^ ,0,20,134674,31298,60128,true
anchors,5,24,1764028593,gk|e$,21,42,869,672,60128,true
triples,5,23,1068243795,^81|206|2[34]|[01]0|5[1-7][0-8]+$,14,35,197705,43439,61331,true
aman-aplan,5,24,1764028593,x|^r|^t|^[i-n]|[a-d]$,14,35,222924,44799,62379,true
long-count,5,24,1764028593, $,0,20,46627,12516,60082,true
anchors,5,25,3857069214,rwk|a$,21,42,1212,735,63550,true
triples,5,24,1764028593,^3|^87|184|[012]4|0[0-6][0-5][2-9]|[567][0-3]$,13,34,178830,45424,60237,true
aman-aplan,5,25,3857069214,x|vi|\br|^t|^[h-n]|d$,13,34,104967,21251,62644,true
long-count,5,25,3857069214,  ,0,20,255547,56377,60160,true
anchors,5,26,9125784630,^sck|r$,21,42,1211,766,60395,true
triples,5,25,3857069214,5[0-7][0-8]|0[012],11,32,123764,26767,61222,true
aman-aplan,5,26,9125784630,^[i-n]x||^r|[a-d]$,12,33,137598,28751,66191,true
long-count,5,26,9125784630,^ ,0,20,236635,51565,60143,true
anchors,5,27,7914823056,^uk|r$,21,42,109233,23345,60098,true
triples,5,26,9125784630,5[1-7][0-8]|0[0-4]9|[0-8]0[67]|\b[3-6]\w[012],14,35,252977,56175,62206,true
aman-aplan,5,27,7914823056,[^r]v|t\b|[rs]e|d|\b[h-k],10,31,111353,24345,65770,true
long-count,5,27,7914823056, $,0,20,82921,20548,60097,true
anchors,5,28,1258360497,cw^bdk|i$,21,42,118246,24939,60739,true
triples,5,27,7914823056,^3|60|773|[1-8][1-7][34]|6$,13,34,234633,53768,61926,true
aman-aplan,5,28,1258360497,gue|^[e-k]|v|d|[n-t]$,8,29,121381,25314,60457,true
long-count,5,28,1258360497,^ ,0,20,235468,52222,60051,true
anchors,5,29,7965023841,k$,21,42,41327,8641,60362,true
triples,5,28,1258360497,895|0[012]|5[1-5][0-8],12,33,17325,4234,60879,true
aman-aplan,5,29,7965023841,[^n]k|e[d-t]$,10,31,17326,4110,63879,true
long-count,5,29,7965023841, $,0,20,86052,20610,60159,true
ranges,5,1,4105328976,^[a-f][a-e]\w[a-f],21,42,23959,24486,60004,true
triples,5,29,7965023841,^[234][^3][0-4]|[0-3]7|[0-6][0-3][01][23]|02|6$,15,36,167242,49611,62800,true
prime,5,1,4105328976,^(x*)?\1xxx$,13,34,112886,40252,60160,true
alphabetical,5,1,4105328976,sn|[e-t]t[^]te[e-t]|e[ -n]e\D,10,27,28344,17626,60067,true
ranges,5,1,6370951248,[a-f]\w[a-f][a-f]$,21,42,141824,55205,60393,true
glob,5,1,4105328976,N/A,N/A,N/A,N/A,N/A,64785,true
prime,5,1,6370951248,x*^x(x*)?\1xx$,13,34,79612,29767,60065,true
alphabetical,5,1,6370951248,^t|[st] [^][e-n][e-t][e-t][e-t]|sa$,12,29,82758,28970,60081,true
ranges,5,2,9431657082,^[a-f][a-e]\w[a-f],21,42,72923,16595,60551,true
glob,5,1,6370951248,^w|o[c-y][a-s][a-r]|[n-s][n-r],13,34,243795,53409,69395,true
prime,5,2,9431657082,x*^x(([^]x)*?\1x)?x\2?$,14,35,106135,31189,60129,true
alphabetical,5,2,9431657082,t[ -r]*t[e-r][ -r][ -s],11,28,154676,33626,60129,true
ranges,5,3,1874029365,^[a-f]*[a-f]$,21,42,111394,22735,60175,true
glob,5,2,9431657082,[c-o][^]w|\*|le|[o-r]p|r\w$,14,35,168409,40408,60566,true
prime,5,3,1874029365,\b(x*?)\1x$,13,34,34260,9031,60035,true
alphabetical,5,3,1874029365,[^]\B[a-e][st]t?[ -e][e-r]\D,8,25,91109,26142,60972,true
ranges,5,4,5691784320,^[a-f][a-e]\w[a-f],21,42,61940,24267,60534,true
prime,5,4,5691784320,^x?xx$,2,23,45298,11157,60035,true
glob,5,3,1874029365,[^]\*|bi|i|fg,9,30,29369,7469,69051,true
alphabetical,5,4,5691784320,rt[ -n][e-r]\D|n[st][ -e][rst],9,26,190458,46627,60675,true
ranges,5,5,8392760514,df|^d$|\b[a-f]+$,21,42,151689,32189,60894,true
prime,5,5,8392760514,^xx(x*?)\1xxx$,12,33,10736,3141,60034,true
glob,5,4,5691784320,[^]b|\*|c[m-s],10,31,23265,5656,61676,true
alphabetical,5,5,8392760514,[ -r]t[e-r][a-r],8,25,228933,51737,61285,true
ranges,5,6,4612780539,[a-f][a-e]\w[a-f],21,42,18841,4312,61035,true
prime,5,6,4612780539,^xx?x$,2,23,46905,11266,60096,true
glob,5,5,8392760514,[a-e][a-h]r|fa|[op][c-y][c-s][c-r],16,37,205280,45221,60518,true
alphabetical,5,6,4612780539,[ -r]t[e-r][a-r],8,25,91676,20969,60331,true
ranges,5,7,8261384957,[^]g^af$|[a-f]\w[a-f][a-f]$,21,42,39647,9344,60472,true
prime,5,7,8261384957,^x(x*?)\1xx$,13,34,144518,33876,60035,true
alphabetical,5,7,8261384957,trst  |\wes\wn|t [^ ][e-r][rst][rst]|s[n-r],12,29,178568,52206,60129,true
glob,5,6,4612780539,fa|w|b| [o-y][c-u]|y^aofd|[cde]$,13,34,215118,49721,69863,true
ranges,5,8,2463075891,wdee^da|t[a-e]b|[a-f]\w[a-f][a-f]$,21,42,179510,39517,60315,true
prime,5,8,2463075891,xxxxx(x((xxxxx)))\1\1\1xx$,9,30,63142,19094,60082,true
alphabetical,5,8,2463075891,na[a-r]|rt\D[a-r]\D,9,26,55664,14094,61050,true
glob,5,7,8261384957,^w|o[c-s]|[n-r][i-s],12,33,77578,16626,65989,true
ranges,5,9,9135874206,f$|a\w[a-f]|d$,20,41,8655,2437,60175,true
prime,5,9,9135874206,^x(x*?)\1xx$,13,34,123803,30439,60066,true
alphabetical,5,9,9135874206,[^] ^sn[n-r]n|[e-r][ -e][st][ -e]*?n,11,28,237049,55549,61644,true
ranges,5,10,7095231486,[a-f][a-f]\w[a-f]$,21,42,195484,43486,61332,true
glob,5,8,2463075891,^w|o[c-s]|[n-r][i-s],12,33,88354,19204,64394,true
prime,5,10,7095231486,^x?xx$,2,23,68484,16938,60066,true
alphabetical,5,10,7095231486,t*^a[a-r]|ns|[st]$,8,25,193702,43049,60035,true
ranges,5,11,9842301657,ana|[a-f]\w[a-f][a-f]$,21,42,96121,21767,60410,true
glob,5,9,9135874206,N/A,N/A,N/A,N/A,N/A,64238,true
prime,5,11,9842301657,^xxx(x*)?\1$,13,34,149288,38533,60050,true
alphabetical,5,11,9842301657,^e|ae|[^ ]t\wt|[e-r]t[a-r][a-r],9,26,63526,16813,60113,true
ranges,5,12,2196735084,^[a-f][a-e]\w[a-f],21,42,108906,23657,60754,true
glob,5,10,7095231486,fa|l[ -h]|b|\* ,13,34,39321,8610,65800,true
prime,5,12,2196735084,^x?xx$,2,23,47476,14235,60098,true
alphabetical,5,12,2196735084,e\w[a-n][e-s][e-t] [st],11,28,34606,7844,60315,true
ranges,5,13,9067852413,^e\1d|[a-f](a[a-f]|ed),21,42,248222,58377,60660,true
glob,5,11,9842301657,^[a-e][^a]\B|[p-s]r|[kl]e|c$,17,38,225863,52033,65644,true
prime,5,13,9067852413,^xx?x$,2,23,48550,11735,60050,true
alphabetical,5,13,9067852413,[rs] [ -r]a|[e-r]t[a-r],9,26,33792,8297,60613,true
ranges,5,14,2405681973,^[a-f]*$,21,42,191548,44096,60317,true
glob,5,12,2196735084,[e-y][^aru][de],12,33,84687,18563,62176,true
prime,5,14,2405681973,^x?xx$,2,23,204984,48252,60065,true
alphabetical,5,14,2405681973,[st]e[a-r][^][e-n]|ns^ |t$,10,27,226487,56956,60300,true
ranges,5,15,2738495106,^[a-f][a-e]\w[a-f],21,42,103224,23016,60644,true
glob,5,13,9067852413,[^l]f|\*|b[a-t]|r$,11,32,135921,30673,60893,true
prime,5,15,2738495106,(((\B(xxx[^]x)))\1\2\3)\1,9,30,8384,3078,60113,true
alphabetical,5,15,2738495106,[ -r]t[e-r][a-r],8,25,20616,5344,61113,true
ranges,5,16,1069782534,crd^e|d[a-e]|[a-f]\w[a-f][a-f]$,21,42,90146,20969,63410,true
glob,5,14,2405681973,fa|w|k|b| [o-y],12,33,55186,11907,63207,true
prime,5,16,1069782534,^x?xx$,2,23,45762,13219,60082,true
alphabetical,5,16,1069782534,en[ -r] t|[ -r]t[e-r][a-r],9,26,166576,38548,60285,true
ranges,5,17,3018795246,^[a-f][a-e]\w[a-f],21,42,87023,20766,60644,true
glob,5,15,2738495106,^f|p|de|uzc|y\D|b,14,35,104640,23985,66097,true
prime,5,17,3018795246,(^x*x?)\1xxx$,13,34,168560,40190,68582,true
alphabetical,5,17,3018795246,at[^e]e[e-r]|[e-t][st][a-e][rs] \w?[a-r][e-t][e-t]|[n-r]at$,12,29,172218,45893,63175,true
ranges,5,18,1736058429,\b[a-f]+$,21,42,171756,38095,61660,true
glob,5,16,1069782534,^\w[h-r]v||k,11,32,41972,8766,68566,true
prime,5,18,1736058429,x*(^xx)x\1*?xx$,12,33,18343,5688,60019,true
alphabetical,5,18,1736058429,[ -r]t[e-r][a-r],8,25,78341,18672,60754,true
ranges,5,19,6087432195,da|^[a-f]*$,21,42,249277,55644,60379,true
glob,5,17,3018795246,[^l](fa|b|\*)[ -s]|a^iy\1,12,33,144881,34267,60832,true
prime,5,19,6087432195,^xxxxx((())\1x*\2\3)\1$,12,33,128262,33329,60035,true
alphabetical,5,19,6087432195,[^r\W]\wa[a-s],8,25,48283,11282,60582,true
ranges,5,20,4925731068,[a-f]\w[a-f][a-f]$,21,42,17761,4266,60191,true
glob,5,18,1736058429,b|f|l[ -s][a-s]|y[ -s],13,34,89056,19579,67488,true
prime,5,20,4925731068,^xx?x$,2,23,140517,34314,60065,true
