Nome,Depth,i,Seed,Melhor_fitness,Numero_de_comparacoes,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
aman-aplan,11,8,2463075891,34,482627,39835,48976,false
aman-aplan,11,9,9135874206,35,465225,39877,50490,false
aman-aplan,11,10,7095231486,35,146928,12567,48817,false
aman-aplan,11,11,9842301657,35,416971,33765,49174,false
aman-aplan,11,12,2196735084,35,270056,21675,49351,false
aman-aplan,11,13,9067852413,36,419778,35433,50498,false
aman-aplan,11,14,2405681973,35,248971,19656,48205,false
aman-aplan,11,15,2738495106,35,182878,15198,49817,false
aman-aplan,11,16,1069782534,35,419360,34319,48748,false
aman-aplan,11,17,3018795246,35,589585,47734,48644,false
aman-aplan,11,18,1736058429,34,269617,22397,50305,false
aman-aplan,11,19,6087432195,35,289480,23020,48520,false
aman-aplan,11,20,4925731068,35,517799,42046,48939,false
aman-aplan,11,21,3486027915,35,50920,4239,47825,false
aman-aplan,11,22,6941372580,35,143008,11802,50185,false
aman-aplan,11,23,1068243795,35,338286,26834,47561,false
aman-aplan,11,24,1764028593,34,572251,46225,48174,false
aman-aplan,11,25,3857069214,35,67252,6138,48017,false
aman-aplan,11,26,9125784630,36,433600,35913,48798,false
aman-aplan,11,27,7914823056,35,120386,10497,50128,false
aman-aplan,11,28,1258360497,34,50687,4214,48203,false
aman-aplan,11,29,7965023841,34,39664,3251,48366,false
aman-aplan,13,1,4105328976,35,321007,26986,50028,false
aman-aplan,13,1,6370951248,35,58730,5395,50975,false
aman-aplan,13,2,9431657082,35,19833,2132,53043,false
aman-aplan,13,3,1874029365,35,79181,7148,52676,false
aman-aplan,13,4,5691784320,35,576516,50061,51707,false
aman-aplan,13,5,8392760514,35,444753,39285,52901,false
aman-aplan,13,6,4612780539,34,593397,51697,52274,false
aman-aplan,13,7,8261384957,35,535625,46794,52755,false
aman-aplan,13,8,2463075891,35,10516,1186,52314,false
aman-aplan,13,9,9135874206,34,13741,1222,50932,false
aman-aplan,13,10,7095231486,35,416153,37193,53363,false
aman-aplan,13,11,9842301657,35,119015,10398,50148,false
aman-aplan,13,12,2196735084,35,288344,23758,51186,false
aman-aplan,13,13,9067852413,35,183045,17223,54288,false
aman-aplan,13,14,2405681973,35,592855,50863,51285,false
aman-aplan,13,15,2738495106,35,221991,19399,53090,false
aman-aplan,13,16,1069782534,37,132604,11317,53050,false
aman-aplan,13,17,3018795246,35,6225,658,51496,false
aman-aplan,13,18,1736058429,35,170666,15437,52754,false
aman-aplan,13,19,6087432195,35,206803,18953,53437,false
aman-aplan,13,20,4925731068,34,67921,5941,51870,false
aman-aplan,13,21,3486027915,34,267412,23668,49593,false
aman-aplan,13,22,6941372580,34,244264,20984,51360,false
aman-aplan,13,23,1068243795,35,322927,27962,51467,false
aman-aplan,13,24,1764028593,35,67689,6154,52327,false
aman-aplan,13,25,3857069214,35,402299,34833,51925,false
aman-aplan,13,26,9125784630,35,217577,18285,51359,false
aman-aplan,13,27,7914823056,34,259525,23186,51801,false
aman-aplan,13,28,1258360497,35,273220,24014,50787,false
aman-aplan,13,29,7965023841,35,184695,17288,52074,false
aman-aplan,15,1,4105328976,35,321667,29135,55085,false
aman-aplan,15,1,6370951248,34,360342,33253,54469,false
aman-aplan,15,2,9431657082,36,553666,48602,52517,false
aman-aplan,15,3,1874029365,35,534004,46659,53192,false
aman-aplan,15,4,5691784320,34,14149,1152,55878,false
aman-aplan,15,5,8392760514,34,546221,50748,55450,false
aman-aplan,15,6,4612780539,35,250833,24076,55890,false
aman-aplan,15,7,8261384957,35,84433,7051,53218,false
aman-aplan,15,8,2463075891,36,257889,23651,54272,false
aman-aplan,15,9,9135874206,35,43492,4048,55625,false
aman-aplan,15,10,7095231486,35,288520,28639,58212,false
aman-aplan,15,11,9842301657,35,214904,19375,53229,false
aman-aplan,15,12,2196735084,34,566473,49935,52936,false
aman-aplan,15,13,9067852413,34,541789,49394,54078,false
aman-aplan,15,14,2405681973,35,29832,3250,55925,false
aman-aplan,15,15,2738495106,35,71628,7477,57870,false
aman-aplan,15,16,1069782534,34,570973,51943,54583,false
aman-aplan,15,17,3018795246,35,6225,644,53882,false
aman-aplan,15,18,1736058429,35,381026,34173,54671,false
aman-aplan,15,19,6087432195,34,566631,51792,54434,false
aman-aplan,15,20,4925731068,34,272182,25408,54589,false
aman-aplan,15,21,3486027915,35,40349,3316,55140,false
aman-aplan,15,22,6941372580,35,65411,6945,53362,false
aman-aplan,15,23,1068243795,36,437975,42890,56924,false
aman-aplan,15,24,1764028593,35,287916,25368,52121,false
aman-aplan,15,25,3857069214,35,597625,50750,50969,false
aman-aplan,15,26,9125784630,34,23087,2395,53869,false
aman-aplan,15,27,7914823056,33,323270,29485,53420,false
