Nome,Depth,i,Seed,Melhor_fitness,Numero_de_comparacoes,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
four,11,6,4612780539,39,566393,36573,39894,false
four,11,7,8261384957,37,246433,16013,37890,false
four,11,8,2463075891,38,454327,29810,38850,false
four,11,9,9135874206,38,563624,37728,39912,false
four,11,10,7095231486,37,525309,34664,39286,false
four,11,11,9842301657,38,436397,28454,41529,false
four,11,12,2196735084,38,367510,22765,37206,false
four,11,13,9067852413,38,276190,16919,41904,false
four,11,14,2405681973,37,277553,19238,40196,false
four,11,15,2738495106,41,76328,5159,41598,false
four,11,16,1069782534,38,140776,8533,38887,false
four,11,17,3018795246,37,544292,39285,43026,false
four,11,18,1736058429,39,182765,12953,40449,false
four,11,19,6087432195,38,498605,33304,39570,false
four,11,20,4925731068,37,401410,25351,38575,false
four,11,21,3486027915,38,370952,29202,46705,false
four,11,22,6941372580,39,145620,9878,36859,false
four,11,23,1068243795,37,82641,5238,36817,false
four,11,24,1764028593,37,541719,33315,37252,false
four,11,25,3857069214,38,483952,35403,44989,false
four,11,26,9125784630,38,488238,30925,38468,false
four,11,27,7914823056,37,217112,13623,39382,false
four,11,28,1258360497,38,443107,31533,41899,false
four,11,29,7965023841,40,231300,16865,39563,false
four,13,1,4105328976,38,269328,19591,42537,false
four,13,1,6370951248,39,84337,7237,45421,false
four,13,2,9431657082,38,506978,37107,43355,false
four,13,3,1874029365,38,32553,1791,52341,false
four,13,4,5691784320,38,223037,17189,43358,false
four,13,5,8392760514,39,325205,22590,45111,false
four,13,6,4612780539,39,572632,37404,40234,false
four,13,7,8261384957,37,117919,6690,36315,false
four,13,8,2463075891,38,462963,31996,40864,false
four,13,9,9135874206,38,575072,38344,40016,false
four,13,10,7095231486,38,418977,28301,38901,false
four,13,11,9842301657,38,500011,34675,43384,false
four,13,12,2196735084,38,57687,3996,40420,false
four,13,13,9067852413,38,289362,17340,40748,false
four,13,14,2405681973,37,520829,35430,39756,false
four,13,15,2738495106,38,491221,35816,44304,false
four,13,16,1069782534,41,447350,32731,42705,false
four,13,17,3018795246,37,506132,33629,39529,false
four,13,18,1736058429,38,381226,26843,45166,false
four,13,19,6087432195,38,498952,33325,39592,false
four,13,20,4925731068,37,381020,24991,39768,false
four,13,21,3486027915,38,153684,9978,45855,false
four,13,22,6941372580,39,207424,14329,37957,false
four,13,23,1068243795,38,347891,28932,45464,false
four,13,24,1764028593,38,410374,29155,40816,false
four,13,25,3857069214,38,469976,34859,45305,false
four,13,26,9125784630,38,547687,38726,41736,false
