Nome,Depth,i,seed,Melhor_solucao,Melhor_solucao_shrunk,Melhor_fitness,Nossa_fitness,Numero_de_comparacoes,Tempo_avaliacao,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
abba,5,19,8361101999,.u|.hi|te|z|gy|t$|rs|rit,.u|.hi|te|z|gy|t$|rs|rit,21,43,1,1,547,63322,true
abba,5,20,9935136846,.u|.hi|te|z|gy|t$|rs|rit,.u|.hi|te|z|gy|t$|rs|rit,21,43,1,0,517,41768,false
abba,5,21,5217407358,.u|.hi|te|z|gy|t$|rs|rit,.u|.hi|te|z|gy|t$|rs|rit,21,43,1,1,545,40526,false
abba,5,22,5619256299,.u|.hi|te|z|gy|t$|rs|rit,.u|.hi|te|z|gy|t$|rs|rit,21,43,1,0,797,326931,true
abba,5,23,4560422870,.u|.hi|te|z|gy|t$|rs|rit,.u|.hi|te|z|gy|t$|rs|rit,21,43,1,1,609,41765,false
abba,5,24,5236888092,.u|.hi|te|z|gy|t$|rs|rit,.u|.hi|te|z|gy|t$|rs|rit,21,43,1,0,555,158573,true
abba,5,25,1337360711,.u|.hi|te|z|gy|t$|rs|rit,.u|.hi|te|z|gy|t$|rs|rit,21,43,1,0,551,138145,true
abba,5,26,7659837985,.u|.hi|te|z|gy|t$|rs|rit,.u|.hi|te|z|gy|t$|rs|rit,21,43,1,0,554,40365,false
abba,5,27,2521100877,.u|.hi|te|z|gy|t$|rs|rit,.u|.hi|te|z|gy|t$|rs|rit,21,43,1,1,551,38216,false
abba,5,28,8801535107,.u|.hi|te|z|gy|t$|rs|rit,.u|.hi|te|z|gy|t$|rs|rit,21,43,1,1,571,143019,true
abba,5,29,9651599436,.u|.hi|te|z|gy|t$|rs|rit,.u|.hi|te|z|gy|t$|rs|rit,21,43,1,0,542,40875,false
aman-aplan,5,1,2967301147,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,386,79911,true
aman-aplan,5,1,5600405384,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,386,73330,true
aman-aplan,5,2,1632819610,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,1,396,78867,true
aman-aplan,5,3,1412034944,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,1,382,79564,true
aman-aplan,5,4,9724161943,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,386,71889,true
aman-aplan,5,5,4037724866,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,386,72389,true
aman-aplan,5,6,8370032799,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,1,381,147277,true
aman-aplan,5,7,2767986875,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,383,75163,true
aman-aplan,5,8,3141506592,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,384,78525,true
aman-aplan,5,9,3313543896,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,1,381,114881,true
aman-aplan,5,10,8657690939,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,393,71669,true
aman-aplan,5,11,9696640194,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,1,388,89039,true
aman-aplan,5,12,6621545651,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,382,71255,true
aman-aplan,5,13,2492462788,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,396,69100,true
aman-aplan,5,14,3404588599,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,1,366,75554,true
aman-aplan,5,15,2330977742,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,^r|oo|d$|^..v|r..$|x|la|eb|ak|ten,19,40,1,0,398,76458,true
