Nome,Depth,i,seed,Melhor_solucao,Melhor_solucao_shrunk,Melhor_fitness,Nossa_fitness,Numero_de_comparacoes,Tempo_avaliacao,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
order,5,20,9935136846,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,300,56326,false
order,5,21,5217407358,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,337,60801,true
order,5,22,5619256299,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,467,63410,true
order,5,23,4560422870,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,331,56830,false
order,5,24,5236888092,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,301,74773,true
order,5,25,1337360711,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,331,266755,true
order,5,26,7659837985,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,323,70144,true
order,5,27,2521100877,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,1,331,60978,true
order,5,28,8801535107,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,9,366,74048,true
order,5,29,9651599436,lo|^c|fi|os|de|cc|ps,lo|^c|fi|os|de|cc|ps,21,42,1,0,348,74152,true
triples,5,1,2967301147,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,418,193928,true
triples,5,1,5600405384,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,478,266031,true
triples,5,2,1632819610,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,454,194322,true
triples,5,3,1412034944,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,429,252892,true
triples,5,4,9724161943,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,1,513,157805,true
triples,5,5,4037724866,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,499,196178,true
triples,5,6,8370032799,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,470,198282,true
triples,5,7,2767986875,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,517,218690,true
triples,5,8,3141506592,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,477,189887,true
triples,5,9,3313543896,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,489,213946,true
triples,5,10,8657690939,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,1,433,245041,true
triples,5,11,9696640194,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,522,239524,true
triples,5,12,6621545651,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,583,178461,true
triples,5,13,2492462788,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,532,143436,true
triples,5,14,3404588599,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,519,222765,true
triples,5,15,2330977742,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,709,200647,true
triples,5,16,6361187489,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,509,188053,true
triples,5,17,2805026820,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,475,137615,true
triples,5,18,4323456912,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,435,220963,true
triples,5,19,8361101999,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,590,286447,true
triples,5,20,9935136846,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,489,220448,true
triples,5,21,5217407358,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,577,197058,true
triples,5,22,5619256299,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,504,157289,true
triples,5,23,4560422870,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,530,220205,true
triples,5,24,5236888092,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,692,209992,true
triples,5,25,1337360711,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,440,182598,true
triples,5,26,7659837985,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,454,121672,true
triples,5,27,2521100877,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,502,144031,true
triples,5,28,8801535107,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,0,532,214231,true
triples,5,29,9651599436,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,4.2|.17|1.4|06|55|009|00$|602|0.2|003|015,21,42,1,1,562,168319,true
glob,5,1,2967301147,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,1,1533,84311,true
glob,5,1,5600405384,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,0,1350,266294,true
glob,5,2,1632819610,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,1,1577,103191,true
glob,5,3,1412034944,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,0,1408,87511,true
glob,5,4,9724161943,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,1,1495,82513,true
glob,5,5,4037724866,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,0,1449,80023,true
glob,5,6,8370032799,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,0,1460,80258,true
glob,5,7,2767986875,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,1,1452,77914,true
glob,5,8,3141506592,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,0,1503,72986,true
glob,5,9,3313543896,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,0,1446,80476,true
glob,5,10,8657690939,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,0,1468,84408,true
glob,5,11,9696640194,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,1,1450,82243,true
glob,5,12,6621545651,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,0,1452,79799,true
glob,5,13,2492462788,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,0,1556,78232,true
glob,5,14,3404588599,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,0,1495,73441,true
glob,5,15,2330977742,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,1,1415,83037,true
glob,5,16,6361187489,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,0,1408,77844,true
glob,5,17,2805026820,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,1,1330,77588,true
glob,5,18,4323456912,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,0,1413,77289,true
glob,5,19,8361101999,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,1,1454,81619,true
glob,5,20,9935136846,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,0,1462,88760,true
glob,5,21,5217407358,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,0,1401,80824,true
glob,5,22,5619256299,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,0,1519,81471,true
glob,5,23,4560422870,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,1,1345,83750,true
glob,5,24,5236888092,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,0,1374,88151,true
glob,5,25,1337360711,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,0,1503,81449,true
glob,5,26,7659837985,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,0,1452,87077,true
glob,5,27,2521100877,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,0,1473,89523,true
glob,5,28,8801535107,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,1,1521,86017,true
glob,5,29,9651599436,y.|^p|de|fa|i.o|r.a| b|rr|ro,y.|^p|de|fa|i.o|r.a| b|rr|ro,21,42,1,0,1547,92368,true
