Nome,Depth,i,seed,Melhor_solucao,Melhor_solucao_shrunk,Melhor_fitness,Nossa_fitness,Numero_de_comparacoes,Tempo_avaliacao,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
prime,5,4,9724161943,x*(^x*x?)\1xxx$,x*(^x*x?)\#xxx$,13,34,356778,1,280370,463104,true
triples,5,24,5236888092,4\w[0-4]|[0-7][0-7][2-6][0-6]*$,{0}4\w[0-4]|[0-7][0-7][2-6][0-6]*$,12,33,545477,0,510292,596886,true
ranges,5,27,2521100877,[a-f][a-e]\w[a-f],[a-f][a-e]\w[a-f],21,42,317563,0,69460,178542,true
triples,5,25,1337360711,^0|9[01]|[2-9][45][3-7],^0|9[01]|[2-9][45][3-7],12,33,572466,0,108341,111932,true
ranges,5,28,8801535107,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,145385,0,44174,164304,true
triples,5,26,7659837985,^[0-4]\w[012]|5[1-7][0-8]|61|0$,^[0-4]\w[012]|5[1-7][0-8]|61|0$,13,34,85674,0,13447,195349,true
powers,5,13,2492462788,^x?x$,^x?x$,2,13,471746,0,695340,849060,true
ranges,5,29,9651599436,[a-f][a-e]\w[a-f],[a-f][a-e]\w[a-f],21,42,490300,0,133800,166400,true
prime,5,5,4037724866,(^x*x?)\1xxx$,{0}(^x*x?)\#xxx$,13,34,490528,0,373597,459726,true
backrefs,5,1,2967301147,[^]i^|[mn]en|r[o-y]|[tuv][e-y][e-t][e-t][a-t]|[g-n]$,.i^|[mn]en|r[o-y]|[tuv][e-y][e-t][e-t][a-t]|[g-n]$,16,37,538477,0,72829,85450,true
backrefs,5,1,5600405384,v|[a-e][c-t][o-r]|[e-u][a-o]t|[tuv][e-h]|[g-n]$,v|[a-e][c-t][o-r]|[e-u][a-o]t|[tuv][e-h]|[g-n]$,15,36,517542,0,59935,76069,true
backrefs,5,2,1632819610,us$|x$|l[a-n][a-o][a-e]|[tuv][e-h]\B|[g-n]$,us$|x|l[a-n][a-o][a-e]|[tuv][e-h]\B|[g-n]$,14,35,539246,0,72459,83827,true
backrefs,5,3,1412034944,[e-y][a-t]e\B|[tu][a-t]p|[tuv]l|f|[g-n]$,[e-y][a-t]e\B|[tu][a-t]p|[tuv]l|f|[g-n]$,14,35,215805,0,18598,77064,true
backrefs,5,4,9724161943,[e-t]b|[m-u][e-h]|ir|pu|[a-o][tuv]y|[g-n]$,[e-t]b|[m-u][e-h]|ir|pu|[a-o][tuv]y|[g-n]$,14,35,417872,0,54723,81842,true
triples,5,27,2521100877,[^5](0[012][2-9]|4[3-8][2-6])|5[2-5]\1,[^5](0[012][2-9]|4[3-8][2-6])|5[2-5]\#,14,35,130629,1,105580,565747,true
prime,5,6,8370032799,^(x*x?)\1xxx$,^(x*x?)\1xxx$,13,34,211968,0,176211,518551,true
triples,5,28,8801535107,2[^]331^1|[01]2[1-5]|6\b|\B[0-4]7|819|[567][0-5]0|12+$,2.331^1|[01]2[1-5]|6\b|\B[0-4]7|819|[567][0-5]0|12+$,15,36,414038,0,271822,362233,true
prime,5,7,2767986875,^xxx?$,^xxx?$,2,23,165053,0,133491,473200,true
triples,5,29,9651599436,592[^]^\B|[345]5|0[0-7][56]*9|[1-9][0-8]7|0[012][2-6]*$,592[^]^\B|[345]5|0[0-7][56]*9|[1-9][0-8]7|0[012][2-6]*$,16,37,427465,0,159902,375823,true
backrefs,5,5,4037724866,^f|t|nt|\b[a-t][e-n]|([a-o])*[g-n]\1$,^f|t|nt|\b[a-t][e-n]|([a-o])*[g-n]\1$,14,35,272362,0,282627,807080,true
glob,5,1,2967301147,[^l]y|\*[ -s]|b|e[a-s]$,[^l]y|\*[ -s]|b|e[a-s]$,14,35,347818,0,37701,84061,true
backrefs,5,6,8370032799,[a-t][a-t][a-o][tuv]f|,[a-t][a-t][a-o][tuv]f|,11,32,34072,0,3476,83518,true
glob,5,1,5600405384,[bcd][o-y]b|\B|su|f^d|[a-k][cde]$,[bcd][o-y]b|\B|su|f^d|[a-k][cde]$,13,34,463898,0,46697,66604,true
backrefs,5,7,2767986875,[^at][a-t][tuv][e-y]|[t-y]$,[^a-t][a-t][tuv][e-y]|[t-y]$,14,35,286531,0,26467,57435,false
glob,5,2,1632819610,v|b|c[o-y]g|[a-l]|p^o|[uvw][n-s][e-s]|[cd]$,v|b|c[o-y]g|[a-l]|p^o|[uvw][n-s][e-s]|[cd]$,16,37,342273,0,42458,86214,true
glob,5,3,1412034944,fa|b|en[d-s]|[^l]\*\B|nr|d$,fa|b|en[d-s]|[^l]\*\B|nr|d$,16,37,352781,0,34809,72473,true
powers,5,14,3404588599,^x?x$,^x?x$,2,13,487528,0,1461340,1574026,true
prime,5,8,3141506592,xx[^x]x|\b(x)?(xx)?\2xx?$,xx[^x]x|\b{0}(x)?(xx)?\#xx?$,3,24,150934,0,119823,501690,true
glob,5,4,9724161943,fa|b|c^o|[pqr][h-r][e-m]|[cd]$,fa|b|c^o|[pqr][h-r][e-m]|[cd]$,17,38,376529,0,41277,78144,true
glob,5,5,4037724866,w[m-s]|f|t^yax|l[ -h]\w|b[c-i][a-r]|[cd]$,w[m-s]|f|t^yax|l[ -h]\w|b[c-i][a-r]|[cd]$,16,37,319076,0,37096,73459,true
glob,5,6,8370032799,w[m-s]|b|l[ -i]\w[a-s]|f[a-o],w[m-s]|b|l[ -i]\w[a-s]|f[a-o],15,36,146020,0,12394,81928,true
glob,5,7,2767986875,[^g]^po|o|^y|[d-g][ -h][e-t][ -s]|k\w$,[^g]^po|o|y|[d-g][ -h][e-t][ -s]|k\w$,11,32,449340,0,56100,79362,true
glob,5,8,3141506592,[a-e][a-h]r|fa|[op][c-y][c-s][c-r],[a-e][a-h]r|fa|[op][c-y][c-s][c-r],16,37,300594,0,25287,53876,false
glob,5,9,3313543896,^w|fa|v|k|g|o[o-y]\B|t^o|[mno]d|[cd]$,^w|fa|v|k|g|o[o-y]\B|t^o|[mno]d|[cd]$,16,37,409216,0,48609,75904,true
prime,5,9,3313543896,^xx?x$,^xx?x$,2,23,345779,0,269196,452651,true
glob,5,10,8657690939,[d-g][*-f]|v|^[a-e][c-s]|[cd]$,[d-g][*-f]|v|^[a-e][c-s]|[cd]$,15,36,198415,1,15456,66722,true
glob,5,11,9696640194,fa|w|b| [o-y][c-u]|[cde]$,fa|w|b| [o-y][c-u]|[cde]$,13,34,132166,0,8982,41295,false
glob,5,12,6621545651,[a-e][a-h]r|fa|[op][c-y][c-s][c-r],[a-e][a-h]r|fa|[op][c-y][c-s][c-r],16,37,284066,0,19901,49189,false
backrefs,5,8,3141506592,a[s-v][i-y][a-t]|p[e-i]|pu|fu|[e-t][a-t][a-o][g-x]+$,a[s-v][i-y][a-t]|p[e-i]|pu|fu|[e-t][a-t][a-o][g-x]+$,17,38,485475,0,522958,770114,true
glob,5,13,2492462788,[fg][a-m][a-o]w||k|r[h-s],[fg][a-m][a-o]w||k|r[h-s],15,36,197993,0,14803,47333,false
backrefs,5,9,3313543896,[a-t][a-t][a-o][tuv]l|$,[a-t][a-t][a-o][tuv]l|$,13,34,198736,0,103755,136824,true
backrefs,5,10,8657690939,[m-t]\w\b|[a-t][a-o][tuv][n-y]|[g-n]$,[m-t]\w\b|[a-t][a-o][tuv][n-y]|[g-n]$,14,35,179326,0,14574,49593,false
backrefs,5,11,9696640194,[a-t][a-t][a-o][tuv]f|,[a-t][a-t][a-o][tuv]f|,11,32,31979,0,2442,62534,true
powers,5,15,2330977742,^x\1(xxx$|x?$),{0}^x\1(xxx$|x?$),3,14,501547,1,628660,867392,true
prime,5,10,8657690939,(^x*x?)\1[^]xx$,(^x*x?)\#.xx$,13,34,11656,0,8648,413521,true
backrefs,5,12,6621545651,[c-t][c-t][a-o][tuv]|l$,[c-t][c-t][a-o][tuv]|l$,15,36,243614,0,18389,58839,false
glob,5,14,3404588599,[a-e][a-h]r|fa|[op][c-y][c-s][c-r],[a-e][a-h]r|fa|[op][c-y][c-s][c-r],16,37,249555,0,18091,303997,true
glob,5,15,2330977742,f[a-o]|b|[b-e]n|[n-r]lo|wn|[cde]$,f[a-o]|b|[b-e]n|[n-r]lo|wn|[cde]$,15,36,269214,1,21192,52220,false
glob,5,16,6361187489,w^l|[c-y][c-y][^]\*[ -s]|r[h-s][e-y],w^l|[c-y][c-y][^]\*[ -s]|r[h-s][e-y],17,38,259359,0,18501,57753,false
glob,5,17,2805026820,[c-y]b|[c-y][^]\*[ -s]|y[ -i],[c-y]b|[c-y].\*[ -s]|y[ -i],15,36,144870,0,10451,53350,false
glob,5,18,4323456912,o[o-y][a-l]|[d-g][*-h]|[cd]$,o[o-y][a-l]|[d-g][*-h]|[cd]$,14,35,555172,0,42835,54336,false
glob,5,19,8361101999,fa|b[a-h]r|wr|[pqr][h-s][e-m]|[o-y]d|[a-d]$,fa|b[a-h]r|wr|[pqr][h-s][e-m]|[o-y]d|[a-d]$,19,40,414006,0,49383,78253,true
prime,5,11,9696640194,^x?xx$,{0}^x?xx$,2,23,344427,0,253760,434069,true
glob,5,20,9935136846,f[a-o]|b|i[g-m]|^re|co|[cde]$,f[a-o]|b|i[g-m]|^re|co|[cde]$,15,36,406408,0,38192,61125,true
glob,5,21,5217407358,w[m-s]|b|f[a-o]|l[ -i]\w[a-s],w[m-s]|b|f[a-o]|l[ -i]\w[a-s],15,36,530890,0,42788,49065,false
glob,5,22,5619256299,[l-s][b-l][a-n][l-t]|b|e[^k]a,[l-s][b-l][a-n][l-t]|b|e[^k]a,15,36,449146,0,44795,61440,true
glob,5,23,4560422870,b|[a-i]y|\*[ -s]|[cd]$,b|[a-i]y|\*[ -s]|[cd]$,13,34,377635,0,25093,49512,false
glob,5,24,5236888092,[nop][c-y][ -s][l-r]b||^p|i\*|qm$,[nop][c-y][ -s][l-r]b||^p|i\*|qm$,14,35,269009,0,22869,60548,true
backrefs,5,13,2492462788,a[s-v][i-y][a-t]|p[e-i]|pu|fu|[e-t][a-t][a-o][g-x]+$,a[s-v][i-y][a-t]|p[e-i]|pu|fu|[e-t][a-t][a-o][g-x]+$,17,38,415126,0,473179,638665,true
glob,5,25,1337360711,fa|l[ -h]|b|\* |s[u-y],fa|l[ -h]|b|\* |s[u-y],14,35,140589,0,12376,67528,true
glob,5,26,7659837985,w[m-s]|b|f[a-o]|l[ -i]\w[a-s],w[m-s]|b|f[a-o]|l[ -i]\w[a-s],15,36,92190,0,5300,47890,false
glob,5,27,2521100877,^[p-y][a-s]|f[a-o]|b|p[c-r][e-n]|y[ -s],^[p-y][a-s]|f[a-o]|b|p[c-r][e-n]|y[ -s],16,37,240164,0,18402,52653,false
prime,5,12,6621545651,^(x*x?)\1xxx$,^(x*x?)\1xxx$,13,34,195742,0,141610,429181,true
backrefs,5,14,3404588599,[^b]\w[a-t][tuv],[^b]\w[a-t][tuv],12,33,309096,0,20243,211585,true
backrefs,5,15,2330977742,[rst][a-t]f|e|[a-t]\w[a-o][tuv][n-y]|[g-n]$,[rst][a-t]f|e|[a-t]\w[a-o][tuv][n-y]|[g-n]$,14,35,189056,0,16004,71109,true
backrefs,5,16,6361187489,^[ab][a-l]|[c-t][e-t][a-o][tuv]|[g-l]$,^[ab][a-l]|[c-t][e-t][a-o][tuv]|[g-l]$,17,38,471916,0,38485,55115,false
backrefs,5,17,2805026820,[l-t][e-h]|[l-u][a-y]$,[l-t][e-h]|[l-u][a-y]$,12,33,387839,0,29635,44186,false
backrefs,5,18,4323456912,[m-u][e-h]|[e-h][abc]|mo|[tuv]f|[l-u][s-y]$,[m-u][e-h]|[e-h][abc]|mo|[tuv]f|[l-u][s-y]$,14,35,284047,0,23581,67482,true
backrefs,5,19,8361101999,[l-t][e-h]|sd[a-t][a-t][a-o][tuv]f|[l-u][a-y]$,[l-t][e-h]|sd[a-t][a-t][a-o][tuv]f|[l-u][a-y]$,12,33,322084,0,33372,74208,true
backrefs,5,20,9935136846,o[a-t]h|[a-t][e-t][a-o][tuv]|[g-l]$,o[a-t]h|[a-t][e-t][a-o][tuv]|[g-l]$,15,36,377782,0,30406,63932,true
prime,5,13,2492462788,(^x*x?)\1xxx$,(^x*x?)\#xxx$,13,34,237999,1,167205,459654,true
backrefs,5,21,5217407358,[a-t][e-t][a-o][tuv]|[g-l]$,[a-t][e-t][a-o][tuv]|[g-l]$,14,35,242189,0,17666,53263,false
glob,5,28,8801535107,^w|ke|o[c-y][c-s][c-r]|e[m-r][a-s]*\w$,^w|ke|o[c-y][c-s][c-r]|e[m-r][a-s]*\w$,17,38,533840,0,367447,521521,true
backrefs,5,22,5619256299,^[lm]f||oc|[a-t][a-o][tuv][n-y]|[a-t][g-n]$,^[lm]f||oc|[a-t][a-o][tuv][n-y]|[a-t][g-n]$,15,36,389046,0,31982,64003,true
glob,5,29,9651599436,fa|w|b| [o-y][c-u]|u^tu[^]kmd|[cde]$,fa|w|b| [o-y][c-u]|u^tu[^]kmd|[cde]$,13,34,264330,0,27278,75295,true
powers,5,16,6361187489,^x?x$,^x?x$,2,13,227595,0,1376078,1713385,true
prime,5,14,3404588599,^xxx(x*?)\1$,^xxx(x*?)\#$,13,34,79815,0,68282,496766,true
backrefs,5,23,4560422870,a[s-v][i-y][a-t]|p[e-i]|pu|fu|[e-t][a-t][a-o][g-x]+$,a[s-v][i-y][a-t]|p[e-i]|pu|fu|[e-t][a-t][a-o][g-x]+$,17,38,513544,1,547345,704229,true
backrefs,5,24,5236888092,^[a-g][a-n]|vc|[tuv][e-y][c-t][e-u]|[g-n]$,^[a-g][a-n]|vc|[tuv][e-y][c-t][e-u]|[g-n]$,14,35,340408,0,29338,58616,false
backrefs,5,25,1337360711,f^b|va|[c-t][e-t][a-o][tuv]|[g-l]$,f^b|va|[c-t][e-t][a-o][tuv]|[g-l]$,16,37,234400,0,19055,50369,false
balance,5,1,2967301147,>*<(\W(>)\1<+)\2\W+\W>>$,>*<(\W(>)\1<+)\2\W+\W>>$,26,58,178591,0,226802,808122,true
backrefs,5,26,7659837985,r[a-t][a-o]r|[tuv][e-y][d-t][e-u]|[g-n]$,r[a-t][a-o]r|[tuv][e-y][d-t][e-u]|[g-n]$,15,36,225473,0,18765,59597,false
prime,5,15,2330977742,((((\Bxx[^]x)x))\1\2\3)\1,((((\Bxx.x)x))\#\#\#)\#,9,30,51617,0,37644,457885,true
backrefs,5,27,2521100877,^f|u|sin|[a-h][a-t][a-u][a-o][e-y]|l$,^f|u|sin|[a-h][a-t][a-u][a-o][e-y]|l$,12,33,400554,0,43815,61462,true
backrefs,5,28,8801535107,y[a-e][a-t][a-t]f|[i-t]a$|[c-t][e-t][a-o][tuv]|[g-l]$,y[a-e][a-t][a-t]f|[i-t]a|[c-t][e-t][a-o][tuv]|[g-l]$,17,38,409437,0,44739,83426,true
backrefs,5,29,9651599436,[^]f|st|[a-t][a-t][a-o][tuv],.f|st|[a-t][a-t][a-o][tuv],13,34,158684,0,12391,64311,true
prime,5,16,6361187489,(^x*x?)\1xx[^]$,(^x*x?)\#xx[^]$,13,34,285456,1,207630,463383,true
balance,5,1,5600405384,^(<)*\1(<<\W*>\1>$),^(<)*\1(<<\W*>\1>$),26,58,344911,1,371697,707177,true
prime,5,17,2805026820,(^x*x?)\1xxx$,(^x*x?)\#xxx$,13,34,186561,0,161230,462119,true
prime,5,18,4323456912,^xx(x*?)\1x[^]x$,^xx(x*?)\#x.x$,12,33,150698,1,96134,445501,true
balance,5,2,1632819610,^<[^]*>>$,^<[^]*>>$,25,57,26353,0,17858,763373,true
powers,5,17,2805026820,^x$|(^xx)\1*?$,^x$|(xx)\1*?$,7,18,554917,1,2009869,2141602,true
prime,5,19,8361101999,^xx$|^x(x*?)\1xx$,{0}^xx$|{0}^x(x*?)\1xx$,14,35,94128,0,86875,528077,true
powers,5,18,4323456912,^x?x$,^x?x$,2,13,110336,0,89462,632397,true
prime,5,20,9935136846,(^x*x?)\1xxx$,(^x*x?)\#xxx$,13,34,225088,1,177648,450028,true
balance,5,3,1412034944,<\1(<|<\W>[^]>)<*(>)\W<(>|<)+>\2$,<\1(<|<\W>[^]>)<*(>)\W<(>|<)+>\2$,27,59,222521,0,419505,938657,true
prime,5,21,5217407358,^xxx?$,^xxx?$,2,23,533515,0,448074,493440,true
balance,5,4,9724161943,<<>[^]\W>\W(<)*\W\W*>\1>$,<<>[^]\W>\W(<)*\W\W*>\1>$,28,60,152940,0,134305,639915,true
prime,5,22,5619256299,^x\1\1x(x(xx)*)?$,^x\#\#{0}x(x(xx)*)?$,14,35,15535,0,17341,471251,true
powers,5,19,8361101999,(^xx?x*?x?)\1\b,(^xx?x*?x?)\#\b,6,17,208854,1,363663,1489584,true
prime,5,23,4560422870,^(x*x?)\1[^]xx$,^(x*x?)\1[^]xx$,13,34,196831,0,151257,434756,true
prime,5,24,5236888092,^xx(x*?)\1x$,^xx(x*?)\#x$,13,34,262021,0,199082,462835,true
powers,5,20,9935136846,^xx?$,^xx?$,2,13,475147,0,548533,687954,true
balance,5,5,4037724866,^<((<|))<+\1>\W*<>+\1>$,^<((<|))<+\1>\W*<>+\1>$,26,58,204649,1,392886,1400853,true
prime,5,25,1337360711,(^xx)x\1*?xx$,(^xx)x\#*?{0}xx$,12,33,357086,0,275804,511991,true
balance,5,6,8370032799,^<[^]*>>$,^<[^]*>>$,25,57,228714,1,213471,604034,true
powers,5,21,5217407358,^xx?$,^xx?$,2,13,449841,0,625481,749890,true
prime,5,26,7659837985,^x?xx$,^x?{0}xx$,2,23,178859,0,136946,474855,true
prime,5,27,2521100877,^xxx(x*\2\3)((\1))$,^xxx(x*\2\3)((\1))$,13,34,514178,1,443260,507024,true
powers,5,22,5619256299,^x?x$,^x?x$,2,13,261043,0,278326,752008,true
balance,5,7,2767986875,\W\W>\W(>>)<<+\W?\W+>$,\W\W>\W(>>)<<+\W?\W+>$,27,59,203014,0,271583,1147339,true
prime,5,28,8801535107,\b(x*x?)\1xxx$,\b(x*x?)\#xxx$,13,34,245086,0,168545,460699,true
powers,5,23,4560422870,^xx?$,{0}^xx?$,2,13,581252,0,632661,650126,true
prime,5,29,9651599436,^xx(x*?)\1x$,^xx(x*?)\1x$,13,34,544750,0,410442,494083,true
four,5,1,2967301147,j|W|[c-t][i-o][mn]|k,j|W|[c-t][i-o][mn]|k,15,36,121594,0,9353,69388,true
four,5,1,5600405384,[i-o][mn]W||[jk],[i-o][mn]W||[jk],14,35,481632,0,22697,30602,false
four,5,2,1632819610,^[c-l]g|[c-l]|[cd]o|k[a-o]\B|j|f|W|[mn][l-o],^[c-l]g|[c-l]|[cd]o|k[a-o]\B|j|f|W|[mn][l-o],18,39,379678,0,29852,46016,false
balance,5,8,3141506592,\W\W>\W(<>>><|>+)\1<<\W+>$,\W\W>\W(<>>><|>+)\1<<\W+>$,27,59,567835,0,633784,676187,true
four,5,3,1412034944,Ma|j|W|[d-t][m-p][m-p],Ma|j|W|[d-t][m-p],16,37,274565,0,12730,31264,false
four,5,4,9724161943,k[a-o]\B|W|g[c-y]|^[c-l],k[a-o]\B|W|g[c-y]|^[c-l],14,35,314270,0,16007,45251,false
four,5,5,4037724866,(\B[a-t])[i-o]\1|[abc]$,(\B[a-t])[i-o]\1|[abc]$,17,38,465465,0,57845,133542,true
four,5,6,8370032799,[i-o][lm]W|,[i-o][lm]W|,13,34,207489,0,8392,29412,false
four,5,7,2767986875,[c-t][i-o][mn]|[abc]$,[c-t][i-o][mn]|[abc]$,15,36,188056,0,9553,51376,false
powers,5,24,5236888092,^\1x(x||[^]xx)$,^\1x(x||[^]xx)$,3,14,382483,1,335832,601183,true
four,5,8,3141506592,[^y]o[m-p]W||u^so|[o-t]c,[^y]o[m-p]W||u^so|[o-t]c,15,36,73820,0,5922,43472,false
four,5,9,3313543896,k[a-o]\B|W|g[c-y]|^[c-l]|[l-t]m|r[mno]$,k[a-o]\B|W|g[c-y]|^[c-l]|[l-t]m|r[mno]$,18,39,515379,0,104859,116649,true
four,5,10,8657690939,[^rc]o[c-p]|a$,[^c-r]o[c-p]|a$,16,37,188543,0,9152,31047,false
four,5,11,9696640194,^[c-l]|rg|[^]k|ra|[c-t][i-o][mn],^[c-l]|rg|[^]k|ra|[c-t][i-o][mn],16,37,467126,0,26225,38816,false
four,5,12,6621545651,[i-o][lm]W|,[i-o][lm]W|,13,34,80383,0,3924,35314,false
four,5,13,2492462788,[i-o][mn]W||[jk],[i-o][mn]W||[jk],14,35,369703,0,16543,29244,false
four,5,14,3404588599,[a-t][i-o][lm]|v[lm]W|[abc]$,[a-t][i-o][lm]|v[lm]W|[abc]$,16,37,516275,0,27861,39824,false
four,5,15,2330977742,o[c-o]|[lm][i-o]t|W|a$,o[c-o]|[lm][i-o]t|W|a$,17,38,551307,0,27068,30204,false
four,5,16,6361187489,[i-o][lm]W|,[i-o][lm]W|,13,34,259784,0,12054,26363,false
four,5,17,2805026820,[i-o][lm]W|,[i-o][lm]W|,13,34,553989,0,25336,28122,false
balance,5,9,3313543896,<<(>\W)*[^>]>\W*<>+\1>$,<<(>\W)*[^>]>\W*<>+\1>$,27,59,411701,0,480416,735880,true
four,5,18,4323456912,Ma|j|W|[a-t][i-o][lm][c-y],Ma|j|W|[a-t][i-o][lm][c-y],17,38,391918,0,23813,40353,false
four,5,19,8361101999,[^]o[m-p]|ara|o$,.o[m-p]|ara|o$,16,37,407968,0,24915,46078,false
four,5,20,9935136846,[d-p]o|[rst][abc][^ib]|o$,[d-p]o|[rst][abc][^ib]|o$,17,38,542799,0,29855,35654,false
four,5,21,5217407358,[l-o][c-p][o-r]f||a$,[l-o][c-p][o-r]f||a$,17,38,492430,0,24703,30541,false
four,5,22,5619256299,[^]o[m-p]j||W,.o[m-p]j||W,14,35,284210,0,12236,33961,false
powers,5,25,1337360711,^xx(x*)\1$,^xx(x*)\1$,6,17,476946,1,611425,710626,true
four,5,23,4560422870,[o-t][^r]o|v[a-t]*[lm]|a$,[o-t][^r]o|v[a-t]*[lm]|a$,17,38,351739,1,27330,144544,true
four,5,24,5236888092,Ma|j|W|o[c-o]|vi,Ma|j|W|o[c-o]|vi,16,37,244030,0,11701,30430,false
four,5,25,1337360711,[i-o][lm]W|,[i-o][lm]W|,13,34,394100,0,25558,33914,false
four,5,26,7659837985,f|n[i-o][mn]|[l-o][c-p][o-r]|a$,f|n[i-o][mn]|[l-o][c-p][o-r]|a$,18,39,183233,0,12402,58402,false
four,5,27,2521100877,W|M[^h]n^M[i-o]k|[jk]|[i-o][mn]|o$,W|M[^h]n^M[i-o]k|[jk]|[i-o][mn]|o$,15,36,370603,0,22978,50210,false
four,5,28,8801535107,[^]o[m-p]|Wa|i$,.o[m-p]|Wa|i$,14,35,343848,0,16968,46510,false
four,5,29,9651599436,[^]e*[i-o][lm]j||W,.e*[i-o][lm]j||W,14,35,127114,0,45256,139151,true
balance,5,10,8657690939,<<\W*<\W\1>(^[^<]^<|<\W*?>)>$,<<\W*<\W\1>(^[^<]^<|<\W*?>)>$,27,59,419736,0,626447,838015,true
powers,5,26,7659837985,^x[^]xx$|^x?x$,^x[^]xx$|x?x$,3,14,77221,0,178405,1096971,true
balance,5,11,9696640194,<\1<>\W(><|>(\W+)\1>|)$,<\#<>\W(><|>(\W+)\1>|)$,26,58,579115,0,547817,582897,true
powers,5,27,2521100877,^x?x$,^x?x$,2,13,156492,0,158647,681528,true
balance,5,12,6621545651,()^<<()\W*<(<<|>)\W\W>\W+\1>\3>\1\2>,()^<<()\W*<(<<|>)\W\W>\W+\1>\3>\#\#>,28,60,181460,0,217768,715732,true
powers,5,28,8801535107,(xxx(x[^]))\1\1x|^x?x$,(xxx(x.))\#\#x|^x?x$,3,14,99390,0,80265,695342,true
balance,5,13,2492462788,<\W(\W)<\W+\1\W>>$,<\W(\W)<\W+\1\W>>$,27,59,432169,0,508033,739554,true
powers,5,29,9651599436,^xx(|xx)\1*$,^xx(|xx)\1*$,6,17,571188,0,680961,709248,true
balance,5,14,3404588599,>^>^>+|<\W><\W+>*>>$,>^>^>+|<\W><\W+>*>>$,26,58,149824,0,160428,666179,true
long-count,5,1,2967301147, $, $,0,20,438722,0,170006,225982,true
long-count,5,1,5600405384, $, $,0,20,468989,0,177234,225201,true
long-count,5,2,1632819610,^$,^$,0,20,222473,0,107656,254316,true
long-count,5,3,1412034944,^$,^$,0,20,126572,0,54217,239393,true
balance,5,15,2330977742,<<((>))\W\W\2\W\W+\1\2$,<<((>))\W\W\2\W\W+\1\2$,27,59,277978,0,485157,912951,true
long-count,5,4,9724161943,^ ,^ ,0,20,403207,0,157038,227139,true
long-count,5,5,4037724866,^$,^$,0,20,406262,0,165494,243182,true
balance,5,16,6361187489,<\W><[<=>]+>>$,<\W><[<=>]+>>$,26,58,577819,0,585523,612540,true
long-count,5,6,8370032799,^ ,^ ,0,20,180449,0,70436,233649,true
long-count,5,7,2767986875,^ ,^ ,0,20,342108,0,144900,250489,true
long-count,5,8,3141506592,^ ,^ ,0,20,132168,0,59882,253836,true
balance,5,17,2805026820,<<[^<]\W\W>(\W)+\W(>+)\2$,<<[^<]\W\W>(\W)+\W(>+)\2$,27,59,263766,1,349742,727887,true
long-count,5,9,3313543896,0^,0^,0,20,473612,0,197967,243079,true
long-count,5,10,8657690939, $, $,0,20,105700,0,48100,243037,true
long-count,5,11,9696640194,^ ,^ ,0,20,196292,0,65178,218693,true
long-count,5,12,6621545651, $, $,0,20,159654,0,65838,226248,true
balance,5,18,4323456912,^<><>$|<<+>*>\W>[^<]<<\W,^<><>$|<<+>*>\W>[^<]<<\W,26,58,66906,0,72430,907113,true
long-count,5,13,2492462788, $,{0} $,0,20,195110,0,74155,231142,true
long-count,5,14,3404588599,^ ,^ ,0,20,487135,0,178365,218727,true
long-count,5,15,2330977742,^$,^$,0,20,464967,0,191679,241201,true
balance,5,19,8361101999,<<+>\W(>|)\1<\W+\1>$,<<+>\W(>|)\1<\W+\1>$,27,59,110310,0,158249,667245,true
long-count,5,16,6361187489,^ ,^ ,0,20,138820,0,54307,222950,true
long-count,5,17,2805026820, $, $,0,20,118562,0,45167,260351,true
long-count,5,18,4323456912, $, $,0,20,477596,0,209896,249497,true
balance,5,20,9935136846,^<\W+>>$,^<\W+>>$,25,57,464837,0,466381,614923,true
long-count,5,19,8361101999, $,{0} $,0,20,148680,0,60723,238750,true
long-count,5,20,9935136846, $, $,0,20,1,1,7,231897,true
long-count,5,21,5217407358, $, $,0,20,132115,0,54775,234315,true
balance,5,21,5217407358,<(<>)>\W>\W*<+\1>|\b$,<(<>)>\W>\W*<+\1>|\b$,26,58,454520,0,491548,726674,true
long-count,5,22,5619256299,^ ,^ ,0,20,436578,0,166690,225853,true
long-count,5,23,4560422870, $, $,0,20,181028,0,77304,222362,true
long-count,5,24,5236888092, $, $,0,20,161006,0,58504,231440,true
balance,5,22,5619256299,<<(>><|>)<*\W[^]>\W\W+\1>$,<<(>><|>)<*\W[^]>\W\W+\1>$,28,60,362402,0,483757,700548,true
long-count,5,25,1337360711,^ ,^ ,0,20,182073,0,71096,223953,true
long-count,5,26,7659837985, $, $,0,20,498243,0,189671,230979,true
balance,5,23,4560422870,<<>\W\W>\W[^]+>>$,<<>\W\W>\W[^]+>>$,27,59,131504,0,129612,573283,true
long-count,5,27,2521100877, $, $,0,20,139520,0,61206,239375,true
long-count,5,28,8801535107,^ ,^ ,0,20,463618,0,158199,204332,true
long-count,5,29,9651599436, $, $,0,20,141630,0,59909,238289,true
alphabetical,5,1,2967301147,te[a-n]|t\D?$,te[a-n]|t\D?$,9,26,457370,1,113226,141748,true
alphabetical,5,1,5600405384,rt^r|[n-t]a[a-s] | t[^s][a-e]|n[rst][ -e][rst],rt^r|[n-t]a[a-s] | t[^s][a-e]|n[rst][ -e][rst],9,26,178133,0,44745,146554,true
