hard,5,1,4105328976,[a-d],8,311210,-9336,17842,false,
it-never-ends,5,1,4105328976,u$,7,269226,-11126,25034,false,
warmup,5,1,4105328976,foo,42,30783,-1755,36005,false,
abba,5,1,4105328976,z|it|ph|u|^p|t$,39,288417,-20723,40678,false,
hard,5,1,6370951248,[a-d],8,422738,-12231,17278,false,
it-never-ends,5,1,6370951248,u$,7,294742,-12213,24025,false,
hard,5,2,9431657082,[a-d],8,436248,-13301,17752,false,
warmup,5,1,6370951248,foo,42,24285,-1665,33840,false,
it-never-ends,5,2,9431657082,u$,7,244841,-9486,22283,false,
abba,5,1,6370951248,ph|z|st|[^u]u|t$,40,139059,-8031,35310,false,
hard,5,3,1874029365,[a-d],8,418072,-12866,18437,false,
it-never-ends,5,3,1874029365,u$,7,312819,-11961,23328,false,
hard,5,4,5691784320,[a-d],8,234690,-7051,17727,false,
warmup,5,2,9431657082,foo,42,127545,-7161,36505,false,
abba,5,2,9431657082,z|u|ph|^n|te|t$,39,465522,-28104,36435,false,
hard,5,5,8392760514,[a-d],8,534729,-16950,18698,false,
it-never-ends,5,4,5691784320,u$,7,205322,-8951,24718,false,
hard,5,6,4612780539,[a-d],8,122,-30,18676,false,
warmup,5,3,1874029365,foo,42,480874,-29659,35990,false,
abba,5,3,1874029365,z|hi|^p|u|it|y$,39,476066,-30164,36920,false,
it-never-ends,5,5,8392760514,u$,7,299695,-12611,24903,false,
hard,5,7,8261384957,[a-d],8,99,-20,17972,false,
it-never-ends,5,6,4612780539,u$,7,2073,-215,22318,false,
hard,5,8,2463075891,[a-d],8,148,-30,16993,false,
warmup,5,4,5691784320,foo,42,411673,-24680,35399,false,
abba,5,4,5691784320,st|z|u[^n]|^v|t$,39,556444,-33966,36420,false,
hard,5,9,9135874206,[a-d],8,301789,-8688,17251,false,
it-never-ends,5,7,8261384957,u$,7,302153,-11329,22251,false,
hard,5,10,7095231486,[a-d],8,421926,-11594,16438,false,
warmup,5,5,8392760514,foo,42,491315,-28408,34908,false,
it-never-ends,5,8,2463075891,u$,7,288337,-11391,23189,false,
abba,5,5,8392760514,z|it|[^c]h|u,39,65054,-4610,38002,false,
hard,5,11,9842301657,[a-d],8,421359,-11625,16188,false,
it-never-ends,5,9,9135874206,u$,7,217,-31,22001,false,
hard,5,12,2196735084,[a-d],8,526034,-14985,17094,false,
warmup,5,6,4612780539,foo,42,289181,-15766,32392,false,
abba,5,6,4612780539,te|z|[^c]h|u|iz|t$,40,213411,-12688,35861,false,
hard,5,13,9067852413,[a-d],8,430079,-11907,16454,false,
it-never-ends,5,10,7095231486,u$,7,252936,-10016,22923,false,
warmup,5,7,8261384957,foo,42,575939,-30236,31314,false,
hard,5,14,2405681973,[a-d],8,529906,-15032,16970,false,
it-never-ends,5,11,9842301657,u$,7,224392,-8329,21814,false,
abba,5,7,8261384957,[^c]z|h|u|it,39,525206,-30282,34689,false,
hard,5,15,2738495106,[a-d],8,141,-31,16642,false,
it-never-ends,5,12,2196735084,u$,7,299925,-11298,21798,false,
warmup,5,8,2463075891,foo,42,429149,-24751,34267,false,
hard,5,16,1069782534,[a-d],8,526902,-15516,17532,false,
abba,5,8,2463075891,^p|z|u|[^c]h|it|t$,40,91191,-5375,33252,false,
it-never-ends,5,13,9067852413,u$,7,308957,-12266,23095,false,
hard,5,17,3018795246,[a-d],8,405270,-12266,17329,false,
warmup,5,9,9135874206,foo,42,389985,-20814,31283,false,
hard,5,18,1736058429,[a-d],8,149,-16,17970,false,
it-never-ends,5,14,2405681973,u$,7,1758,-171,21922,false,
abba,5,9,9135874206,z|[^c]h|u|it,39,470288,-27470,35486,false,
hard,5,19,6087432195,[a-d],8,430279,-13000,17954,false,
warmup,5,10,7095231486,foo,42,410583,-19704,28908,false,
it-never-ends,5,15,2738495106,u$,7,221571,-9110,24314,false,
hard,5,20,4925731068,[a-d],8,66,-16,16735,false,
abba,5,10,7095231486,[^c]z|h|it|u,39,43903,-2610,35189,false,
it-never-ends,5,16,1069782534,u$,7,268884,-9563,21970,false,
warmup,5,11,9842301657,foo,42,20060,-1110,31814,false,
hard,5,21,3486027915,[a-d],8,519097,-14954,17360,false,
hard,5,22,6941372580,[a-d],8,418766,-11938,16735,false,
it-never-ends,5,17,3018795246,u$,7,288170,-10828,22735,false,
abba,5,11,9842301657,[^c]z|h|ry|u|it,40,54444,-3297,35377,false,
warmup,5,12,2196735084,foo,42,203649,-11438,34877,false,
hard,5,23,1068243795,[a-d],8,313770,-9282,17142,false,
it-never-ends,5,18,1736058429,u$,7,291600,-12219,23564,false,
hard,5,24,1764028593,[a-d],8,71,-16,16798,false,
abba,5,12,2196735084,[^c]z|h|it|u|^p,40,181868,-11157,34705,false,
warmup,5,13,9067852413,foo,42,10012,-625,29486,false,
it-never-ends,5,19,6087432195,u$,7,305163,-11798,22673,false,
hard,5,25,3857069214,[a-d],8,96,-31,18203,false,
it-never-ends,5,20,4925731068,u$,7,291704,-10579,21345,false,
hard,5,26,9125784630,[a-d],8,399229,-10656,16875,false,
warmup,5,14,2405681973,foo,42,41417,-2438,33986,false,
abba,5,13,9067852413,[^c]z|h|u|it|^$,39,116822,-8110,38346,false,
hard,5,27,7914823056,[a-d],8,122,-15,17766,false,
it-never-ends,5,21,3486027915,u$,7,301643,-11673,22423,false,
hard,5,28,1258360497,[a-d],8,441005,-13251,18001,false,
warmup,5,15,2738495106,foo,42,504419,-28986,33408,false,
abba,5,14,2405681973,h^l|st|[^w]u|hi|z|t$,39,514953,-30705,35080,false,
it-never-ends,5,22,6941372580,u$,7,274242,-10172,22360,false,
hard,5,29,7965023841,[a-d],8,242581,-6688,16204,false,
it-never-ends,5,23,1068243795,u$,7,331113,-12251,21829,false,
warmup,5,16,1069782534,foo,42,420736,-25767,33564,false,
abba,5,15,2738495106,z|te|[^c]h|u|t$,39,373950,-22064,34689,false,
long-count,5,1,4105328976,^ ,20,152635,-7594,27407,false,
it-never-ends,5,24,1764028593,u$,7,312430,-12485,22376,false,
warmup,5,17,3018795246,foo,42,484324,-28017,33517,false,
abba,5,16,1069782534,z|[^c]h|u|it,39,446995,-25798,34861,false,
long-count,5,1,6370951248,^ ,20,177819,-8282,27533,false,
it-never-ends,5,25,3857069214,u$,7,306320,-12094,22532,false,
it-never-ends,5,26,9125784630,u$,7,287146,-11532,23564,false,
warmup,5,18,1736058429,foo,42,45565,-2797,32392,false,
long-count,5,2,9431657082,^ ,20,176510,-8313,27408,false,
abba,5,17,3018795246,[^c]z|h|it|u|y,39,488435,-27189,33799,false,
it-never-ends,5,27,7914823056,u$,7,288507,-10469,21829,false,
long-count,5,3,1874029365,0^,20,471771,-21626,27361,false,
warmup,5,19,6087432195,foo,42,531109,-28986,32549,false,
abba,5,18,1736058429,[^c]z|h|no|it|u|^o$,40,58186,-3375,35971,false,
it-never-ends,5,28,1258360497,u$,7,555581,-20751,22454,false,
long-count,5,4,5691784320,^ ,20,142164,-6891,27580,false,
warmup,5,20,4925731068,foo,42,267050,-13735,31564,false,
it-never-ends,5,29,7965023841,u$,7,3139,-235,22251,false,
abba,5,19,6087432195,z|ywmue|[^]u|it|^p|hy|^n|alo|l$,41,276462,-17517,33892,false,
long-count,5,5,8392760514,^ ,20,182597,-8860,27470,false,
movies,5,1,4105328976,J|A|E|M|R|a^H$,19,162204,-7375,24642,false,
warmup,5,21,3486027915,foo,42,3235,-250,31642,false,
abba,5,20,4925731068,z|[^c]h|y|u|it,39,229465,-13720,35861,false,
long-count,5,6,4612780539, $,20,398479,-18048,27236,false,
movies,5,1,6370951248,M|J|A|E|h$,19,157789,-5829,23845,false,
warmup,5,22,6941372580,foo,42,559845,-31111,33283,false,
movies,5,2,9431657082,J|^R|E|A|P,19,180156,-6797,23907,false,
long-count,5,7,8261384957,^ ,20,199812,-9110,26970,false,
abba,5,21,3486027915,z|it|te|[^c]h|u|d^m,40,424248,-26735,37814,false,
warmup,5,23,1068243795,foo,42,540956,-28626,31642,false,
movies,5,3,1874029365,E|A|R|[L-M],19,235852,-11188,23986,false,
long-count,5,8,2463075891,^ ,20,166482,-7625,26986,false,
abba,5,22,6941372580,it|z|u|[^c]h|t$,39,492453,-29782,36767,false,
movies,5,4,5691784320,M|R|E|A|i$,19,38814,-1235,22282,false,
warmup,5,24,1764028593,foo,42,326321,-18954,33502,false,
