Nome,Depth,i,Melhor_solucao,Melhor_fitness,Numero_de_comparacoes,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
abba,15,3,st|z|u|t$,36,5852,351,61014,true
abba,15,4,z|u|f^bpx|[^at]t|t$,36,3886,343,60900,true
abba,15,5,N/A,0,0,61271,61271,true
abba,15,6,z|[^x]u|[^e]hi|te,39,40267,2805,61277,true
abba,15,7,z|u|y,33,1461,125,60042,true
abba,15,8,z|[^x]u,34,1009,84,61357,true
abba,15,9,z|p[^ia]|u|t$,36,6185,358,61332,true
abba,15,10,^ac|z|u|^v|^n|^p|ph|t$,40,29992,2414,61253,true
abba,15,11,^z|z|^v|^n|^p|ph|u,38,5201,354,61470,true
abba,15,12,^z|z|^v|^n|^p|ph|[^x]u|t$,41,26998,1819,60849,true
abba,15,13,^a|z|^v|^n|^p|ca|[^x]u|t$,40,121061,7972,60553,true
abba,15,14,st|^v|[^x]u|z|a[^er]$,39,12567,894,60982,true
abba,15,15,^a|z|u,33,1842,149,60163,true
abba,15,16,^z|z|^v|^n|^p|ph|u|r[^u]z$,38,34396,2386,60305,true
abba,15,17,N/A,0,0,60792,60792,true
abba,15,18,^z|z|^v|^n|^p|ph|u|t$,39,45030,3072,60151,true
abba,15,19,z|u,32,651,56,60917,true
abba,15,20,^n|it|z|u|ca,38,25365,1476,60123,true
abba,15,21,[^cm]h|z|u|t$,37,23769,1303,60420,true
abba,15,22,^g|^v|^n|p|u,34,2948,249,61256,true
abba,15,23,z|u|st|t$,36,8441,515,60864,true
abba,15,24,^g|^v|^n|p|u,34,2853,197,61290,true
abba,15,25,z|ph|u|it|v^y$,38,23222,1567,60582,true
abba,15,26,z|st|[^x]u|t$,38,26179,1400,60580,true
abba,15,27,z|u,32,4325,309,60876,true
abba,15,28,^g|^v|^n|p|u,34,3369,223,60057,true
abba,15,29,z|[^x]u|t$,35,3152,211,61245,true
abba,15,30,z|u|ca|t$,35,3201,204,60796,true

aman-aplan,5,1,x|^r|c$|^k|[^m]e[^ry]$,36,45094,3425,48427,false
aman-aplan,5,2,^m|x|c$|d$|^k|^t|^r|[^ia]v,36,189084,11603,38011,false
aman-aplan,5,3,mu|x|oo|^r|^t|ial^g|d$,35,493502,33187,41283,false
aman-aplan,5,4,x|oo|^m|^t|d$|^r|^k,36,338133,24563,44065,false
aman-aplan,5,5,x|oo|^t|^r|d$|^k|mu,36,338904,21297,39610,false
aman-aplan,5,6,rd|la|^k|^n|^r|e[^ry]$,36,260725,17919,42988,false
aman-aplan,5,7,x|oo|^k|^t|^r|d$|c$,36,41578,2872,37846,false
aman-aplan,5,8,^kk|oo|^r|^k|e[^rh]$,36,439627,30897,41274,false
aman-aplan,5,9,x|oo|el|^r|^k|^t|d$|rd,37,413828,29589,50325,false
aman-aplan,5,10,x|oo|^k|^t|^r|d$|v[^t][^]$,37,467053,32448,43692,false
aman-aplan,5,11,oo|^r|^k|e[^ry]$,36,345064,24176,39457,false
aman-aplan,5,12,wv|ka|oo|trx|^r|c$|e[^ry]$,37,428389,31472,43455,false
aman-aplan,5,13,^h|x|^k|^t|^r|v|oo|d,35,249658,16980,40759,false
aman-aplan,5,14,hx|^k|^r|db|e[^ry]$|oo,36,546013,35769,40510,false
aman-aplan,5,15,rd|^r|^[^lw]oo|e[^ry]$|^k,37,373275,23638,38303,false
aman-aplan,5,16,^k|e[^ry]$|^r|^m|c$,36,31600,2135,41512,false
aman-aplan,5,17,^x|x|d$|ev|^m|^t|^r|oo|k[^rc],37,190293,14341,44068,false
aman-aplan,5,18,^k|oo|e[^ry]$|^r,36,15238,1261,41713,false
aman-aplan,5,19,hv|x|^t|oo|^r|d$|v|mu,35,467718,33112,42301,false
aman-aplan,5,20,s^n|x|d$|oo|^le|^t|^k|^r[^h],36,35962,2565,60363,true
aman-aplan,5,21,rx|^k|^m|^r|c$|e[^rk]$,36,376253,24423,40731,false
aman-aplan,5,22,x|^k|^r|oo|^[^y]e[^lf]|c$,37,7166,619,41176,false
aman-aplan,5,23,x|^k|^t|oo|^r|v|d|l^x|ah$,36,144635,8917,38370,false
aman-aplan,5,24,x|^k|^t|^r|d$|v[^y][^y]$,35,192945,13525,40341,false
aman-aplan,5,25,oo|x|^k|^t|t^r|v|d|^r,35,24413,1941,37197,false
aman-aplan,5,26,ic|oo|rd|^k|kvn|^r|e[^ry]$,38,478615,34402,42810,false
aman-aplan,5,27,e[^ry]$|^k|[^d]x|p^tx|^r|mu|c$,36,491067,31495,38658,false
aman-aplan,5,28,x|d|^k|^t|^r|v|oo,35,37330,2542,41938,false
aman-aplan,5,29,[^b]x|rd|^t|v|oo|^r|d$|^k,36,303831,19038,39969,false
aman-aplan,5,30,oo|x|x|^k|ic|^t|^r|d$,36,137217,9960,40163,false
aman-aplan,6,1,ak|la|d|oo|^r|^t|v|x|d$,36,526545,34670,39578,false
aman-aplan,6,2,oo|ah|^k|^t|^r|x|d$|i[^ly]$,37,196943,13259,40270,false
aman-aplan,6,3,oo|^k|sru[^m]g[^y]$|^[^m]e[^lf]|^r|ll,37,144645,12746,44433,false
aman-aplan,6,4,x|^k|^t|^r|v|d|oo|h$,35,593086,38107,38622,false
aman-aplan,6,5,[^t]oo|^k|^t|^r|ah|d|v|x|nt$,36,583508,40964,41977,false
aman-aplan,6,6,^so|^k|^r|e[^ry]$|rd,36,224321,15597,37095,false
aman-aplan,6,7,oo|^k|^r|e[^ry]$,36,338874,26621,50181,false
aman-aplan,6,8,^k|^r|^m|e[^mr]$,35,365624,25028,44285,false
aman-aplan,6,9,oo|^k|^t|ev[^ks]|^r|x|d$,36,551048,37878,41915,false
aman-aplan,6,10,^n|x|d$|ev|^m|^k|^t|^r,35,551172,40905,43729,false
aman-aplan,6,11,x|oo|^k|^t|^r|d|v,35,78461,4681,38549,false
aman-aplan,6,12,^h|x|d$|v|^m|^k|^t|^r|oo[^tp]$,36,221388,14776,41741,false
aman-aplan,6,13,pn|^[^vy]e[^lf]|oo|^r|a[^ry]$,37,549105,35956,39178,false
aman-aplan,6,14,[^c]x|^n|d$|os$|ev|^m|^k|^t|^r,36,238142,14801,37210,false
aman-aplan,6,15,la|^r|oo|arx^|e[^ry]$,36,376012,27743,43955,false
aman-aplan,6,16,oo|^r|^k|e[^ry]$,36,535014,33791,38070,false
aman-aplan,6,17,x|oo|d|^k|^t|^r|v|h$,35,95655,6272,39341,false
aman-aplan,6,18,x|e[^ry]$|^k|^r|^m|c$,36,432550,29046,38882,false
aman-aplan,6,19,[^]x|oo|^t|^r|^k|la|d$,36,348237,23304,40641,false
aman-aplan,6,20,^k|oo|e[^ry]$|^r,36,404586,28239,39946,false
aman-aplan,6,21,x|^k|^r|ah|e[^ry]$,35,100218,6439,34644,false
aman-aplan,6,22,rd|^k|oo|^t|^r|v|x|d$,36,553225,37462,41026,false
aman-aplan,6,23,x|oo|^k|^t|^r|v|d|lb$,35,257414,16946,40951,false
aman-aplan,6,24,[^n]k|kd$|oo|^r|^tt|h^r|e[^ry]$,36,443303,32078,43316,false
aman-aplan,6,25,epn|^k|^r|e[^ry]$|oo,36,139281,10297,45198,false
aman-aplan,6,26,oo|x|^k|^t|^r|ev|d$,36,61467,4629,43687,false
aman-aplan,6,27,oo|omx|^k|^r|e[^ry]$,36,254781,15741,42231,false
aman-aplan,6,28,^h|x|^k|^r|oo|d|v|et$,35,254706,16331,39135,false
aman-aplan,6,29,[^k]rd|oo|^k|^t|^r|v|x|d$,36,384950,28328,44151,false
