Nome,Depth,i,seed,Melhor_solucao,Melhor_solucao_shrunk,Melhor_fitness,Matches_on_left,Matches_on_right,Numero_de_comparacoes,Numero_total_de_comparacoes,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
warmup,5,0,2967301147,foo,foo,21,21,0,218630,500000,14,30,false
warmup,5,1,5600405384,foo,foo,21,21,0,116092,500000,9,32,false
warmup,5,2,1632819610,foo,foo,21,21,0,260140,500002,18,32,false
warmup,5,3,1412034944,foo,foo,21,21,0,3675,500000,0,36,false
warmup,5,4,9724161943,foo,foo,21,21,0,489717,500000,38,39,false
warmup,5,5,4037724866,foo,foo,21,21,0,274798,500000,21,33,false
warmup,5,6,8370032799,foo,foo,21,21,0,351607,500002,22,30,false
warmup,5,7,2767986875,foo,foo,21,21,0,2331,500002,0,37,false
warmup,5,8,3141506592,foo,foo,21,21,0,204291,500000,16,34,false
warmup,5,9,3313543896,foo,foo,21,21,0,164065,500002,9,30,false
warmup,5,10,8657690939,foo,foo,21,21,0,11619,500000,1,37,false
warmup,5,11,9696640194,f.o,f.o,21,21,0,207520,500000,17,37,false
warmup,5,12,6621545651,f.o,f.o,21,21,0,143134,500000,14,40,false
warmup,5,13,2492462788,foo,foo,21,21,0,224674,500000,21,42,false
warmup,5,14,3404588599,foo,foo,21,21,0,298006,500002,27,40,false
warmup,5,15,2330977742,f.o,f.o,21,21,0,235802,500000,18,35,false
warmup,5,16,6361187489,foo,foo,21,21,0,184552,500000,14,36,false
warmup,5,17,2805026820,foo,foo,21,21,0,205443,500002,16,35,false
warmup,5,18,4323456912,foo,foo,21,21,0,234583,500002,21,36,false
warmup,5,19,8361101999,foo,foo,21,21,0,206275,500000,17,33,false
warmup,5,20,9935136846,f.o,f.o,21,21,0,367793,500000,21,30,false
warmup,5,21,5217407358,foo,foo,21,21,0,365271,500002,27,35,false
warmup,5,22,5619256299,foo,foo,21,21,0,4601,500002,1,34,false
warmup,5,23,4560422870,foo,foo,21,21,0,489540,500002,35,36,false
warmup,5,24,5236888092,f.o,f.o,21,21,0,261428,500000,19,34,false
warmup,5,25,1337360711,foo,foo,21,21,0,8684,500000,1,32,false
warmup,5,26,7659837985,foo,foo,21,21,0,143864,500002,9,32,false
warmup,5,27,2521100877,foo,foo,21,21,0,278108,500000,20,32,false
warmup,5,28,8801535107,foo,foo,21,21,0,331452,500000,23,32,false
warmup,5,29,9651599436,foo,foo,21,21,0,119284,500002,8,31,false
anchors,5,1,2967301147,k$,k$,21,21,0,431133,500000,29,34,false
anchors,5,1,5600405384,k$,k$,21,21,0,7993,500000,1,33,false
anchors,5,2,1632819610,k$,k$,21,21,0,240517,500000,15,31,false
anchors,5,3,1412034944,k$,k$,21,21,0,121946,500000,8,31,false
anchors,5,4,9724161943,k$,k$,21,21,0,437008,500000,27,30,false
anchors,5,5,4037724866,k$,k$,21,21,0,342989,500000,21,31,false
anchors,5,6,8370032799,k$,k$,21,21,0,348071,500000,23,32,false
anchors,5,7,2767986875,k$,k$,21,21,0,1590,500000,0,31,false
anchors,5,8,3141506592,i[bc].\b,i[bc].\b,21,21,0,83128,500000,5,33,false
anchors,5,9,3313543896,k$,k$,21,21,0,2657,500002,0,31,false
anchors,5,10,8657690939,k$,k$,21,21,0,14017,500002,1,31,false
anchors,5,11,9696640194,k$,k$,21,21,0,496748,500000,31,31,false
anchors,5,12,6621545651,k$,k$,21,21,0,436091,500000,25,29,false
anchors,5,13,2492462788,k$,k$,21,21,0,57114,500000,3,30,false
anchors,5,14,3404588599,k$,k$,21,21,0,352609,500000,22,30,false
anchors,5,15,2330977742,k$,k$,21,21,0,92985,500000,6,28,false
anchors,5,16,6361187489,k$,k$,21,21,0,475481,500000,30,32,false
anchors,5,17,2805026820,k$,k$,21,21,0,348874,500000,21,31,false
anchors,5,18,4323456912,k$,k$,21,21,0,485333,500000,29,30,false
anchors,5,19,8361101999,k$,k$,21,21,0,312587,500000,19,30,false
anchors,5,20,9935136846,k$,k$,21,21,0,1,500000,0,30,false
anchors,5,21,5217407358,k$,k$,21,21,0,218559,500002,14,31,false
anchors,5,22,5619256299,k$,k$,21,21,0,271613,500000,17,30,false
anchors,5,23,4560422870,k$,k$,21,21,0,214517,500000,13,31,false
anchors,5,24,5236888092,k$,k$,21,21,0,498546,500000,31,31,false
anchors,5,25,1337360711,k$,k$,21,21,0,3704,500000,0,30,false
anchors,5,26,7659837985,k$,k$,21,21,0,55925,500000,4,33,false
anchors,5,27,2521100877,k$,k$,21,21,0,257354,500000,16,32,false
anchors,5,28,8801535107,k$,k$,21,21,0,398748,500000,24,29,false
anchors,5,29,9651599436,a?k$,a?k$,21,21,0,462656,500000,29,32,false
ranges,5,1,2967301147,^[a-f]*?$,^[a-f]*?$,21,21,0,142672,500000,9,30,false
ranges,5,1,5600405384,^[a-f]*?$,^[a-f]*?$,21,21,0,237517,500000,16,30,false
ranges,5,2,1632819610,^[a-f]*?$,^[a-f]*?$,21,21,0,128612,500002,9,31,false
