prime,5,11,9842301657,$,0,598032,-30329,30423,false,
balance,5,21,3486027915,^<<<<[^]>|>>>$,55,277158,-13579,28642,false,
books,5,5,8392760514,w|b|p,13,580,-47,30892,false,
ranges,5,24,1764028593,b|f|^a|^d|f$,39,413400,-17970,25939,false,
prime,5,12,2196735084,$,0,3246,-266,31564,false,
balance,5,22,6941372580,^<<[^]<<>|>>>$,55,509202,-25188,29892,false,
books,5,6,4612780539,w|b|p,13,330513,-18095,33595,false,
ranges,5,27,7914823056,ba|[^i]d|f,39,572762,-24486,25470,false,
prime,5,13,9067852413,$,0,3834,-344,31439,false,
balance,5,23,1068243795,^<>$|>>$,54,232989,-10719,28173,false,
books,5,7,8261384957,w|b|p,13,227989,-12844,36142,false,
ranges,5,28,1258360497,ff|fbd[^b]p|de|^d|ba|d$,41,323697,-17720,29142,false,
balance,5,24,1764028593,^<>$|>>$,54,557135,-26204,28064,false,
prime,5,14,2405681973,$,0,1,0,30330,false,
books,5,8,2463075891,w|b|p,13,95574,-4266,31142,false,
ranges,5,29,7965023841,ff|ede|[^b]b|^d|d$,41,212621,-11360,30798,false,
balance,5,25,3857069214,<<>>>[^]<<|<>>^>|^<>$,55,113886,-6032,29877,false,
prime,5,15,2738495106,^,0,596624,-30095,30236,false,
books,5,9,9135874206,w|b|p,13,481645,-23314,28955,false,
substraction,5,1,4105328976, x | [^]x ,24,165121,-6484,23126,false,
balance,5,26,9125784630,^<<<<<>>|>>>$,55,47710,-2265,28876,false,
substraction,5,1,6370951248,^xxx[^ ]xx,24,209559,-7781,21923,false,
prime,5,16,1069782534,$,0,597618,-30048,30173,false,
books,5,10,7095231486,w|b|p,13,264068,-13751,30923,false,
balance,5,27,7914823056,<<>>>[^]<<|^<>$,55,353784,-17078,29251,false,
substraction,5,2,9431657082,^xx[^]xxx,24,584924,-22376,22861,false,
books,5,11,9842301657,w|b|p,13,571606,-28595,30158,false,
prime,5,17,3018795246,$,0,4681,-406,31313,false,
substraction,5,3,1874029365,^xxx[^-]xx,24,475925,-17673,22673,false,
balance,5,28,1258360497,^<<<<<>|>>>$,55,243218,-11594,30127,false,
books,5,12,2196735084,w|b|p,13,98756,-5282,30767,false,
substraction,5,4,5691784320, xx ,23,515644,-18939,22048,false,
balance,5,29,7965023841,^<<<<<>|>>>$,55,173215,-8391,29126,false,
prime,5,18,1736058429,^,0,4087,-313,30736,false,
substraction,5,5,8392760514, xx ,23,369368,-14797,23110,false,
books,5,13,9067852413,w|b|p,13,425144,-23204,31955,false,
family,5,1,4105328976,n|b,4,121959,-5797,27470,false,
substraction,5,6,4612780539,^x[^]xxxxx,26,368272,-13329,21704,false,
prime,5,19,6087432195,$,0,5485,-438,31892,false,
books,5,14,2405681973,w|b|p,13,95204,-4750,32470,false,
family,5,1,6370951248,n|b,4,577535,-26126,27189,false,
substraction,5,7,8261384957,xxxxx[^ ] -,24,460295,-17329,22439,false,
prime,5,20,4925731068,^,0,1,0,30361,false,
substraction,5,8,2463075891,[^]= xxxx| x |^x$,24,236682,-9251,22579,false,
family,5,2,9431657082,n|f,4,100604,-4657,27720,false,
books,5,15,2738495106,w|b|p,13,442612,-24861,32314,false,
substraction,5,9,9135874206,^xxxxxxx| x$,28,192580,-7625,22501,false,
family,5,3,1874029365,f|n,4,83944,-3844,26283,false,
prime,5,21,3486027915,^,0,1,0,29720,false,
books,5,16,1069782534,w|p|b,13,130405,-7329,32970,false,
substraction,5,10,7095231486,^xxxx[^]xx,26,580520,-21392,22032,false,
family,5,4,5691784320,n|b,4,146037,-7391,28564,false,
prime,5,22,6941372580,^,0,4645,-406,32033,false,
books,5,17,3018795246,w|b|p,13,152691,-8594,31924,false,
substraction,5,11,9842301657, xx ,23,134220,-5140,22313,false,
family,5,5,8392760514,n|f,4,143412,-6297,24642,false,
substraction,5,12,2196735084,^xxxxx[^]x,26,573197,-21564,22486,false,
books,5,18,1736058429,b|p|w,13,4551,-375,31158,false,
prime,5,23,1068243795,^,0,597066,-30111,30267,false,
family,5,6,4612780539,b|n,4,396962,-18017,27080,false,
substraction,5,13,9067852413, [^] =|xxxx$,24,215382,-9094,22766,false,
books,5,19,6087432195,p|w|b,13,527853,-29048,32611,false,
family,5,7,8261384957,n|f,4,407773,-18267,26283,false,
substraction,5,14,2405681973, xx ,23,53762,-2375,22657,false,
prime,5,24,1764028593,^,0,597857,-31392,31470,false,
substraction,5,15,2738495106, xx ,23,381257,-14110,21986,false,
family,5,8,2463075891,n|f,4,110221,-5359,26610,false,
books,5,20,4925731068,w|b|p,13,33144,-1891,31924,false,
prime,5,25,3857069214,$,0,1,0,30595,false,
substraction,5,16,1069782534,^xx[^]xxx,24,575461,-21579,22329,false,
family,5,9,9135874206,n|f,4,111095,-5344,29642,false,
books,5,21,3486027915,w|b|p,13,343134,-19657,31486,false,
substraction,5,17,3018795246, x |xx[^]x$,24,81439,-3265,22454,false,
prime,5,26,9125784630,^,0,597019,-30095,30298,false,
family,5,10,7095231486,n|f,4,479275,-22610,28048,false,
books,5,22,6941372580,w|b|p,13,331855,-15954,28845,false,
substraction,5,18,1736058429,^xx[^]xxxx| x$,28,478342,-18329,22611,false,
family,5,11,9842301657,f|n,4,164455,-7672,26423,false,
prime,5,27,7914823056,$,0,5389,-453,30845,false,
books,5,23,1068243795,w|b|p,13,286559,-14970,31752,false,
substraction,5,19,6087432195, xx ,23,549549,-20923,22798,false,
family,5,12,2196735084,f|n,4,454753,-20329,27439,false,
substraction,5,20,4925731068,^xxxxxxx,26,532772,-20001,22251,false,
prime,5,28,1258360497,,0,1,0,31048,false,
books,5,24,1764028593,w|b|p,13,536523,-27470,30861,false,
substraction,5,21,3486027915, x |^   |x[^=]xx$,24,8897,-485,22798,false,
family,5,13,9067852413,n|f,4,89692,-4297,27173,false,
books,5,25,3857069214,w|b|p,13,8940,-531,28376,false,
prime,5,29,7965023841,^,0,597876,-29470,29580,false,
substraction,5,22,6941372580, x |xx[^-]x$,24,361845,-13860,23048,false,
family,5,14,2405681973,n|b,4,351516,-15266,26611,false,
books,5,26,9125784630,w|b|p,13,574498,-30502,31517,false,
substraction,5,23,1068243795, xx ,23,559445,-20064,21657,false,
family,5,15,2738495106,n|b,4,149249,-7422,27017,false,
regex-of-regex,5,1,4105328976,o|\\[^1]|^-|\}$,23,459773,-34564,43596,false,
substraction,5,24,1764028593, xx ,23,403730,-15782,23173,false,
books,5,27,7914823056,w|b|p,13,274790,-12969,30298,false,
family,5,16,1069782534,n|f,4,513293,-21548,24923,false,
substraction,5,25,3857069214, x |xxxx$,24,94579,-3938,22001,false,
regex-of-regex,5,1,6370951248,a\{1|[^\[]Z|\\|^-|o|3$,23,411634,-23564,35611,false,
family,5,17,3018795246,f|n,4,140889,-7047,27236,false,
books,5,28,1258360497,w|b|p,13,533238,-32252,35533,false,
substraction,5,26,9125784630, x |xxxx$,24,418028,-15391,22001,false,
regex-of-regex,5,2,9431657082,\\[^1]|o|\}^do|^-|\}$,23,340065,-19032,32674,false,
family,5,18,1736058429,n|b,4,328185,-14923,26345,false,
substraction,5,27,7914823056, xx ,23,315736,-11860,22282,false,
books,5,29,7965023841,w|p|b,13,93675,-5391,30267,false,
substraction,5,28,1258360497,- x |xxxx$,24,14690,-875,22095,false,
family,5,19,6087432195,n|f,4,354778,-16407,27048,false,
regex-of-regex,5,3,1874029365,Z|o|a\\|^-|\\\?|w\+|\{1|1$,24,454930,-29361,42612,false,
foo,5,1,4105328976,foo,42,30783,-1531,32392,false,
substraction,5,29,7965023841, xx ,23,584873,-22345,22861,false,
family,5,20,4925731068,n|b,4,115054,-5610,26048,false,
regex-of-regex,5,4,5691784320,^-|o|\\[^1]|\}$,23,325471,-15298,29126,false,
foo,5,1,6370951248,foo,42,24285,-1391,29314,false,
family,5,21,3486027915,f|n,4,245829,-9266,22970,false,
regex-of-regex,5,5,8392760514,^\\|^-|\}$|o|A-|1$,23,584186,-29486,30548,false,
foo,5,2,9431657082,foo,42,127545,-6157,32095,false,
family,5,22,6941372580,f|n,4,434719,-18376,25814,false,
regex-of-regex,5,6,4612780539,o|0|^\\|^-|ya[^]w^8b|\}$|w\+,23,106437,-5735,30767,false,
family,5,23,1068243795,n|b,4,101237,-4703,24251,false,
foo,5,3,1874029365,foo,42,480874,-24376,29345,false,
family,5,24,1764028593,n|b,4,314401,-13282,24595,false,
foo,5,4,5691784320,foo,42,411673,-21766,30907,false,
regex-of-regex,5,7,8261384957,a[^]1|o|\\|^-,22,166834,-10109,32985,false,
family,5,25,3857069214,f|n,4,364286,-14079,23392,false,
foo,5,5,8392760514,foo,42,491315,-25829,31330,false,
regex-of-regex,5,8,2463075891,\\[^1]|o|^-,22,270875,-15095,29923,false,
family,5,26,9125784630,f|n,4,449238,-17251,22532,false,
foo,5,6,4612780539,foo,42,289181,-13454,27736,false,
family,5,27,7914823056,f|n,4,586266,-23095,23501,false,
regex-of-regex,5,9,9135874206,o|\}$|^-|\\[^1],23,207989,-11532,33564,false,
foo,5,7,8261384957,foo,42,575939,-26845,27955,false,
family,5,28,1258360497,f|n,4,345782,-14703,24282,false,
regex-of-regex,5,10,7095231486,o|\}$|\\[^1]|^-,23,413246,-20001,28955,false,
family,5,29,7965023841,n|b,4,449865,-17485,23016,false,
foo,5,8,2463075891,foo,42,429149,-21814,29861,false,
regex-of-regex,5,11,9842301657,^-|o|\\|a\{1,22,479674,-22470,28080,false,
four,5,1,4105328976,f|pol|o[W-j]|W|vi|c[W-j]$,37,453355,-23908,29814,false,
foo,5,9,9135874206,foo,42,389985,-18298,27470,false,
regex-of-regex,5,12,2196735084,o|[^1]\}$|^-|1$,22,101973,-4844,32158,false,
foo,5,10,7095231486,foo,42,410583,-17798,26251,false,
four,5,1,6370951248,f|W|vi|obW|o[^r]o|j|^v$,38,144882,-9062,32485,false,
regex-of-regex,5,13,9067852413,[^\[]a|0|o|,|^\\|^-|\*,o|w\+|1$,23,593693,-31939,32752,false,
foo,5,11,9842301657,foo,42,20060,-1046,29032,false,
four,5,2,9431657082,j|W|^d[W-f]|M[W-f]|po|[^o]v|lo|o$,39,331388,-17517,33486,false,
regex-of-regex,5,14,2405681973,o|^-|\\[^1]|\}$,23,431681,-20845,29892,false,
foo,5,12,2196735084,foo,42,203649,-10125,30610,false,
four,5,3,1874029365,f|vi|o[^i]o|b^|a$,38,21694,-1141,31533,false,
regex-of-regex,5,15,2738495106,o|e^o|z\\|0|^-|\|[^]\{|8\}|^\\|1$,24,446477,-25079,34267,false,
foo,5,13,9067852413,foo,42,10012,-547,27189,false,
four,5,4,5691784320,o[^]o|^[W-j][W-f]|ka$,38,372980,-22204,33939,false,
regex-of-regex,5,16,1069782534,o|[^1]\}$|0|^-|^\\,23,132138,-7157,29580,false,
foo,5,14,2405681973,foo,42,41417,-2078,30111,false,
four,5,5,8392760514,o[^]o|^[W-j][W-f],37,211935,-10282,30986,false,
regex-of-regex,5,17,3018795246,o|\|a|[^A]0|^-,22,287803,-12548,27517,false,
foo,5,15,2738495106,foo,42,504419,-27095,31127,false,
four,5,6,4612780539,gi|po|f|v[f-j]|o[W-j]o|a$,39,371982,-20360,32361,false,
regex-of-regex,5,18,1736058429,\?\)|o|\*[^-]|\}$|0|^\\|^-|1$,24,93819,-6516,33658,false,
foo,5,16,1069782534,foo,42,420736,-22736,29736,false,
four,5,7,8261384957,^M[W-f]|el|f|o[W-j]|vi|W|c[W-j]$,38,498809,-26423,32830,false,
regex-of-regex,5,19,6087432195,\[A|o|^-|\\|^o|\}$,22,101058,-4375,29001,false,
foo,5,17,3018795246,foo,42,484324,-24814,29845,false,
regex-of-regex,5,20,4925731068,o|3,|^-|^\|o|-Z|\\|\}$,22,129498,-6125,28220,false,
four,5,8,2463075891,^d|el|do|o[^r]o|a$,39,343405,-17532,30235,false,
foo,5,18,1736058429,foo,42,45565,-2469,28923,false,
four,5,9,9135874206,j|W|M[W-f]|o[^]o|[f-j]l|[W-j]v,40,278069,-13173,31877,false,
regex-of-regex,5,21,3486027915,z\\|^\\|^-|a\{|o|1$,23,507020,-27939,32549,false,
foo,5,19,6087432195,foo,42,531109,-25689,28861,false,
regex-of-regex,5,22,6941372580,o|^\\|z\\|0|^-|\}$,23,390290,-17157,26845,false,
four,5,10,7095231486,^[W-j][W-f]|o[^]o,37,283531,-15923,30127,false,
foo,5,20,4925731068,foo,42,267050,-12094,27986,false,
regex-of-regex,5,23,1068243795,\\z|o|\\|-Z|\{1|^o|-$,22,130700,-7391,29642,false,
four,5,11,9842301657,[W-j]v|o[^v]o|^d|a$,39,597978,-28001,28142,false,
foo,5,21,3486027915,foo,42,3235,-203,27970,false,
regex-of-regex,5,24,1764028593,o|-^o|^-|\\[^1],22,173244,-9782,32658,false,
four,5,12,2196735084,o[^]o|f|v[f-j]|a$,38,9429,-547,32595,false,
foo,5,22,6941372580,foo,42,559845,-27376,29377,false,
regex-of-regex,5,25,3857069214,[^\(]\{1|o|^-|\\,22,373432,-17438,27861,false,
foo,5,23,1068243795,foo,42,540956,-26141,29251,false,
four,5,13,9067852413,W|il|j|M[W-f]|o[f-j]|om,37,468304,-23954,31002,false,
foo,5,24,1764028593,foo,42,326321,-17204,30455,false,
regex-of-regex,5,26,9125784630,^-|2[^]|a\{|0|fo\]o|o|^3o|w\+|\?$,24,351643,-20735,34345,false,
four,5,14,2405681973,^j|Ma|^d|W|vi|o[^r]o,40,437303,-26689,37017,false,
foo,5,25,3857069214,foo,42,133856,-7610,29126,false,
regex-of-regex,5,27,7914823056,o|\{[^,]^|\{1|^\\|^-|1$,22,313603,-16829,30361,false,
four,5,15,2738495106,on|j|M[W-f]|uh|[^o]v|W|ty|o[W-j]|vL^h$,38,532523,-29423,32580,false,
foo,5,26,9125784630,foo,42,178803,-9219,29016,false,
regex-of-regex,5,28,1258360497,^-|o|\\[^1],22,444952,-22657,30548,false,
four,5,16,1069782534,o[^]o|^d|a$,37,333172,-17267,30564,false,
regex-of-regex,5,29,7965023841,o|^-|\\[^1]|\}$,23,252570,-12548,27814,false,
foo,5,27,7914823056,foo,42,480808,-25189,31330,false,
four,5,17,3018795246,^j|d|o[^]o|W[W-j]|vi,39,255108,-11032,27220,false,
triples,5,1,4105328976,35|[^]75|^31|00|4$,32,77778,-3953,25001,false,
foo,5,28,1258360497,foo,42,410542,-20782,31080,false,
four,5,18,1736058429,a^h|o[^]o|v[f-j]|es|a$,39,250456,-12548,29267,false,
triples,5,1,6370951248,24|^39|00|7[^7]$,32,300821,-12750,24032,false,
foo,5,29,7965023841,foo,42,587007,-28861,29470,false,
four,5,19,6087432195,^[W-j][W-f]|o[^]o|ty$,38,85103,-4125,31814,false,
triples,5,2,9431657082,02|24|6$|17,32,240323,-10454,23470,false,
glob,5,1,4105328976,^p|b|f|[^l]\* ,34,381427,-15970,24954,false,
triples,5,3,1874029365,24|[^]75|00|^90|4$,33,366595,-14938,24939,false,
four,5,20,4925731068,f|j|W|n[^r]e|[^r]o[W-j],38,380644,-20375,31048,false,
glob,5,1,6370951248,^c|y |[^l]\*|ri|r$,35,39302,-2015,25157,false,
triples,5,4,5691784320,00|47$|0[^4]5|^8|24,32,507711,-20767,24236,false,
four,5,21,3486027915,j|f|W|o[^r]o|[W-j]v,38,471709,-25985,33204,false,
glob,5,2,9431657082,y[^]|^p|en,34,434534,-18892,26986,false,
triples,5,5,8392760514,55|24|00|^8,31,99452,-4500,24751,false,
glob,5,3,1874029365,le|ig|[^l]\* ,35,528183,-22314,25361,false,
four,5,22,6941372580,j|[W-j]o|M[W-f]|W|po|y^ttg|s[^a][W-j],38,86367,-4953,31908,false,
triples,5,6,4612780539,17|95|02|^90|6$,32,281963,-10891,24314,false,
glob,5,4,5691784320,[^l]\* |le,33,287133,-11282,23486,false,
four,5,23,1068243795,on|n[^r]e|[W-j]o|^m[f-j]|a$,39,567067,-26454,28095,false,
triples,5,7,8261384957,02|24|0^1|17|6$,32,472407,-18501,23454,false,
glob,5,5,8392760514,su|le|b|[^l]\* ,35,69364,-2985,26454,false,
triples,5,8,2463075891,^82$|24|4[^3]2|17|6$,32,219478,-9766,24689,false,
four,5,24,1764028593,ty|[W-j]o|^h|^kW|op|a$,37,544975,-26955,29798,false,
glob,5,6,4612780539,[^a]b|w|^p|en,34,228250,-8922,23923,false,
triples,5,9,9135874206,35|^31|17|4$|00|^40,32,548681,-21282,23157,false,
four,5,25,3857069214,lo|el[^d]|^[W-j][W-f]|M[W-f]|op|o[W-j]o,40,101687,-5485,30486,false,
glob,5,7,8261384957,[^l]\* |^c|le,34,287303,-11735,25033,false,
triples,5,10,7095231486,4[^]2|4$|17|00,32,369304,-14610,23564,false,
four,5,26,9125784630,ty|^e|o[^]o|f|W|c[W-j]$,38,80206,-3500,27220,false,
glob,5,8,2463075891,de|^p|le|^c|c$,35,558710,-22595,25064,false,
triples,5,11,9842301657,[^]02|24|17|6$,32,295914,-11860,23392,false,
four,5,27,7914823056,f|W|c[W-f]$|o[^]o|^Ma|^$,38,40029,-2969,31298,false,
glob,5,9,9135874206,^p|b|[^l]\*,33,135661,-5625,24954,false,
triples,5,12,2196735084,00|17|^40|24|4$,32,476708,-18579,23845,false,
glob,5,10,7095231486,le|^c|[^l]\* ,34,390514,-16251,24908,false,
triples,5,13,9067852413,6$|75|[^6]2,30,467271,-20376,25611,false,
four,5,28,1258360497,po|v[f-j]|o[W-j]o|^d|a$,39,265750,-15454,32377,false,
glob,5,11,9842301657,le|[^a]b|ip|^r|ig|\* ,36,394145,-17126,24954,false,
triples,5,14,2405681973,75|^3|60|9[^]7|24|6$,33,179376,-7735,24236,false,
four,5,29,7965023841,^d|o[^v]o|a$,37,514318,-25361,29783,false,
triples,5,15,2738495106,00|3[^8]|2$,30,9790,-578,23579,false,
glob,5,12,2196735084,rr|le|^c|\* ,34,402253,-18485,26219,false,
triples,5,16,1069782534,63|17|[^8]4|00,31,180360,-7266,23470,false,
glob,5,13,9067852413,ig|[^l]\*|y |r$,34,353312,-14704,24236,false,
triples,5,17,3018795246,36|^8|58|[^]00|24|4$,34,341858,-13188,22876,false,
glob,5,14,2405681973,[^l]\*|b|^p,33,166244,-6765,23829,false,
triples,5,18,1736058429,00|17|^8|24|4$,31,358864,-13688,22704,false,
glob,5,15,2738495106,[^l]\*|^p|b,33,283149,-11704,23782,false,
triples,5,19,6087432195,24|17|02|^90|6$,33,415898,-16642,23314,false,
glob,5,16,1069782534,su|[^l]\* |^c|le,35,518690,-20017,23064,false,
triples,5,20,4925731068,17|24|00|4$,31,172596,-6500,22236,false,
glob,5,17,3018795246,^p|[^l]\*|y ,34,270780,-11126,25642,false,
triples,5,21,3486027915,55|[^8]4|00|^87,32,241241,-9704,23142,false,
glob,5,18,1736058429,b|[^l]\*|^p,33,524153,-22142,25954,false,
triples,5,22,6941372580,09|^06|3[^8]|2$,31,366957,-14938,23767,false,
glob,5,19,6087432195,i^\*c|rr|le|[^l]\* ,35,430923,-16251,22829,false,
triples,5,23,1068243795,58|^8|24|00,31,261581,-10391,23267,false,
glob,5,20,4925731068,y[^]|^p|en|m$,35,411634,-16579,25001,false,
triples,5,24,1764028593,02|24|17|6$,32,547272,-19626,21345,false,
