glob,5,21,3486027915,en|^p|b| u|d$,34,68174,-2641,24658,false,
triples,5,25,3857069214,75|[^6]2|^90|6$,31,319086,-12173,22595,false,
glob,5,22,6941372580,b|[^l]\*|^p,33,220848,-9251,24251,false,
triples,5,26,9125784630,75|00|24|4$,31,233362,-8609,21969,false,
glob,5,23,1068243795,y |^p|[^l]\*|b,35,319944,-13251,24954,false,
triples,5,27,7914823056,75|00|24|2[^4]9,32,300181,-11798,23298,false,
glob,5,24,1764028593,ig|b|[^l]\*|^c|r$,35,95802,-4750,26376,false,
triples,5,28,1258360497,24|00|4[^]2,31,474548,-17688,21970,false,
glob,5,25,3857069214,en|y[^]|^p|m$,35,214069,-9079,25111,false,
triples,5,29,7965023841,24|58|^8|00|4$,32,348408,-14298,23095,false,
glob,5,26,9125784630,^p|en|ise|b|lo,35,344054,-14220,25361,false,
words,5,1,4105328976,oo|x|k[^]|^r|d$|et$,35,181878,-11781,37079,false,
glob,5,27,7914823056,b|[^l]\*|^p,33,64987,-3360,24329,false,
glob,5,28,1258360497,^p|^c|ow|[^l]\*|r$,36,324993,-13641,24954,false,
words,5,1,6370951248,x|oo|^k|^t|^r|v|[^n]x|d$,36,410401,-28048,40033,false,
glob,5,29,7965023841,ig|[^l]\*|^c|r$,34,19815,-875,25017,false,
words,5,2,9431657082,x|vic|^k|^t|rd|d$|^r,35,66951,-4422,37752,false,
words,5,3,1874029365,x|d|^k|^t|^r|v|oo,35,268764,-17423,37205,false,
words,5,4,5691784320,mu|x|oo|^k|^t|v|^r|d$,36,266109,-18282,37627,false,
words,5,5,8392760514,x|oo|^k|^t|v|^r|d,35,586041,-34924,36205,false,
words,5,6,4612780539,oo|ev|^k|x|^r|li[^d]v|^t|d$,36,500172,-29580,34705,false,
words,5,7,8261384957,ex|oo|ic|^k|^tc|^r|ah$|e[^r]$,38,445596,-31673,43237,false,
words,5,8,2463075891,oo|^r|^t|x|v|d|a^n|ah,35,595446,-36346,36533,false,
words,5,9,9135874206,x|oo|^k|^t|^r|v|x|d$,35,387212,-22048,33174,false,
words,5,10,7095231486,x|ah|^t|^k|^r|oo|d$,36,433931,-25939,37174,false,
words,5,11,9842301657,oo|[^]x|^k|^t|^r|v|d,35,107650,-9688,39377,false,
words,5,12,2196735084,ak|ah|^r|^t|x|v|d|oo[^u]$,36,399591,-23282,35376,false,
words,5,13,9067852413,x|oo|^k|^t|v|^r|x|d$,35,163049,-9829,38189,false,
words,5,14,2405681973,ev|x|^m|^t|n[^]o|^r|^k|d$,36,376639,-21486,33549,false,
words,5,15,2738495106,x|la|^k|d$|oo|^t|^r|c$,37,554860,-34455,36783,false,
words,5,16,1069782534,x|ev|^r|^t|oo|d$,35,289187,-19189,35408,false,
words,5,17,3018795246,[^]ev|x|oo|^k|^t|^r|d$,36,495028,-30845,37064,false,
words,5,18,1736058429,t[^n]b|oo|rd|^t|v|^r|^k|x|d$,36,593806,-33924,34361,false,
words,5,19,6087432195,oo|d|^r|^t|v|ah|^k|x|d$,36,551504,-37330,39611,false,
words,5,20,4925731068,oo|x|^k|hhxo|^m|^t|^r|d$,36,556445,-32861,35861,false,
words,5,21,3486027915,[^]x|mto|^t|^k|^r|v|d|ah|oo,36,257199,-15579,33330,false,
words,5,22,6941372580,[^]x|^k|^so|^t|^r|v|[^n]d,35,452287,-27236,37674,false,
words,5,23,1068243795,x|ah|^t|^r|v|d|oo,35,99567,-5860,33174,false,
words,5,24,1764028593,x|oo|^k|^t|^r|v|x|d$,35,354982,-22017,36486,false,
words,5,25,3857069214,oo|^k|^t|^r|v|x|x|d$,35,225534,-12438,32033,false,
words,5,26,9125784630,oo|^k|^r|e[^r]$,36,277550,-17282,35986,false,
words,5,27,7914823056,^k|mu|^r|ihhaevf|e[^r]$,35,303810,-18329,35439,false,
words,5,28,1258360497,x|oo|^k|^t|d|^r|v|[^m]hl|la|ux$,36,347828,-21861,37814,false,
words,5,29,7965023841,oo|x|^k|^t|^r|d|v,35,126001,-7235,33939,false,
