Nome,Depth,i,seed,regex,Melhor_fitness,Melhor_nosso,Numero_de_comparacoes,Tempo,Tempo_total,Timed_out
order,5,15,2738495106,lo|be|^c|y$,16,37,197994,-14563,37486,false
warmup,5,13,9067852413,foo,21,42,102684,-10704,45612,false
order,5,16,1069782534,o.$|os|^c|y$,16,37,231571,-13329,34314,false
order,5,17,3018795246,os|^a|^c|y$,16,37,527852,-27720,31267,false
warmup,5,14,2405681973,foo,21,42,17664,-1469,40893,false
order,5,18,1736058429,be|^a|y$|^c|os,18,39,261873,-23204,42815,false
warmup,5,15,2738495106,foo,21,42,257155,-19235,46189,false
order,5,19,6087432195,^c|os|lo,15,36,425563,-26658,38158,false
warmup,5,16,1069782534,foo,21,42,517118,-44221,49831,false
order,5,20,4925731068,^c|t$|^a|y$,16,37,493955,-27798,35549,false
warmup,5,17,3018795246,foo,21,42,237284,-14454,39533,false
order,5,21,3486027915,t$|^c|^a|y$,16,37,245962,-14735,35252,false
warmup,5,18,1736058429,foo,21,42,311359,-23314,41408,false
order,5,22,6941372580,os|^a|^c|y$,16,37,485521,-33486,39705,false
warmup,5,19,6087432195,f[j-w]o,21,42,231995,-19954,48424,false
order,5,23,1068243795,^gh|^a|^c|y$,15,36,362204,-21970,33720,false
