Nome,Depth,i,seed,Melhor_solucao,Melhor_solucao_shrunk,Melhor_fitness,Maximo_fitness,Matches_on_left,Matches_on_right,Numero_de_comparacoes,Numero_total_de_comparacoes,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
glob,5,8,3141506592,\B[h-t][k-r][b-n]{2},\B[h-t][k-r][b-n]{2},280,420,15,0,44347,300000,6832,46505,false
four,5,21,5217407358,[f-o][M-p][n-r],[f-o][M-p][n-r],145,210,20,4,148452,400000,17227,46389,false
aman-aplan,5,9,3313543896,[a-l][b-x].[^yne]$,[a-l][b-x].[^eny]$,122,190,16,2,430391,500000,53059,62312,false
abba,5,18,4323456912,[^aton][tu],[^anot][tu],139,210,16,1,22311,500000,3884,63472,false
glob,5,9,3313543896,[ -p][b-e][n-r][^mu],[ -p][b-e][n-r][^mu],300,420,17,1,230505,300000,34256,43044,false
four,5,22,5619256299,[M-s]{2}[i-o][l-r][b-o],[M-s]{2}[i-o][l-r][b-o],137,210,16,0,120066,400000,17259,50646,false
glob,5,10,8657690939,[ -p][b-e][n-r][ -t],[ -p][b-e][n-r][ -t],280,420,16,1,160037,300000,22312,41637,false
abba,5,19,8361101999,[^aton][tu],[^anot][tu],139,210,16,1,14828,500000,2823,59621,false
aman-aplan,5,10,8657690939,^.[d-o]*[^snlom]*.r*$,^.[d-o]*[^s]*.r*$,149,190,18,1,134997,500000,24113,75894,false
four,5,23,4560422870,[i-o][f-r][m-r],[i-o][f-r][m-r],135,210,15,0,62392,400000,9967,53364,false
glob,5,11,9696640194,[h-t][k-r][b-n]{2},[h-t][k-r][b-n]{2},262,420,15,1,98084,300000,15311,42339,false
abba,5,20,9935136846,[^aton][tu],[^anot][tu],139,210,16,1,400782,500000,45039,56411,false
aman-aplan,5,11,9696640194,[a-l][b-x].[^yne]$,[a-l][b-x].[^eny]$,122,190,16,2,450788,500000,53576,59849,false
four,5,24,5236888092,[M-n][n-r].[j-r],[M-n][n-r].[j-r],144,210,17,1,349566,400000,44575,49366,false
glob,5,12,6621545651,[f-r][b-w][ -r]*[d-u][*-o][b-f][^e]*$,[f-r][b-w][ -r]*[d-u][*-o][b-f]e*$,303,420,18,1,292482,300000,46562,48228,false
abba,5,21,5217407358,[^aton][tu],[^anot][tu],139,210,16,1,18862,500000,3344,54068,false
glob,5,13,2492462788,r*[d-u][ -p][b-e][n-r],r*[d-u][ -p][b-e][n-r],278,420,16,1,149144,300000,24801,46137,false
four,5,25,1337360711,.[M-s]l*[f-r][M-p][o-r],.[M-s]l*[f-r][M-p][o-r],157,210,18,0,316082,400000,42339,53078,false
aman-aplan,5,12,6621545651,[k-x]r*[a-o].$,[k-x]r*[a-o].$,116,190,14,1,195511,500000,25010,63711,false
abba,5,22,5619256299,[^aton][tu],[^anot][tu],139,210,16,1,60397,500000,8519,57553,false
glob,5,14,3404588599,^[*-w]*[i-t].[d-h][*-y][ -s][^x],^[*-w]*[i-t].[d-h][*-y][ -s]x,328,420,19,1,158392,300000,27055,45826,false
aman-aplan,5,13,2492462788,^[^mnpy]*$,^[^mnpy]*$,140,190,15,0,495279,500000,57602,58162,false
four,5,26,7659837985,[f-o][M-p][d-r].[i-r],[f-o][M-p][d-r].[i-r],149,210,19,2,78206,400000,11812,60331,false
glob,5,15,2330977742,[^som].[b-t].[d-s].$,[^mos].[b-t].[d-s].$,320,420,18,1,114095,300000,18254,42342,false
abba,5,23,4560422870,[^aton][tu],[^anot][tu],139,210,16,1,11617,500000,2607,61078,false
four,5,27,2521100877,..[m-r].[o-r],..[m-r].[o-r],147,210,16,0,53678,400000,8379,55778,false
aman-aplan,5,14,3404588599,^.?[d-o][^ymn]*[^ye]$,^.?[d-o][^mny]*[^ey]$,159,190,18,0,156040,500000,21520,72653,false
glob,5,16,6361187489,a*\B[h-t][k-r][b-n]{2},a*\B[h-t][k-r][b-n]{2},278,420,15,0,85856,300000,13739,47253,false
abba,5,24,5236888092,[e-u]..[^sgonk]$,[e-u]..[^gknos]$,154,210,20,3,308595,500000,42361,67386,false
four,5,28,8801535107,[M-n][n-r].[j-r],[M-n][n-r].[j-r],144,210,17,1,240570,400000,33146,49493,false
glob,5,17,2805026820,[ -p][b-e][n-r][^mu],[ -p][b-e][n-r][^mu],300,420,17,1,228657,300000,35965,48379,false
aman-aplan,5,15,2330977742,[a-l][b-x].[^yne]$,[a-l][b-x].[^eny]$,122,190,16,2,192734,500000,24675,64567,false
abba,5,25,1337360711,[^tnao][tu],[^anot][tu],139,210,16,1,125741,500000,16212,58068,false
four,5,29,9651599436,^.[M-t][M-v]*[^wre]$,^.[M-t][M-v]*[^erw]$,140,210,19,3,351967,400000,45062,53448,false
glob,5,18,4323456912,[c-t][b-w][d-t][ -d][ -e][m-s],[c-t][b-w][d-t][ -d][ -e][m-s],310,420,20,3,228190,300000,33977,45077,false
aman-aplan,5,16,6361187489,^.?[a-o][^nmy]*[^ye]$,^.?[a-o][^mny]*[^ey]$,159,190,18,0,460060,500000,54552,61597,false
glob,5,19,8361101999,[b-w][e-r][ -l][e ],[b-w][e-r][ -l][ e],281,420,18,3,49442,300000,8746,45519,false
abba,5,26,7659837985,[^onta][tu],[^anot][tu],139,210,16,1,145915,500000,19092,60198,false
four,5,1,2967301147,..[m-r].[o-r],..[m-r].[o-r],147,210,16,0,289686,500000,35000,63236,false
aman-aplan,5,17,2805026820,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,106061,500000,14773,60867,false
glob,5,20,9935136846,[^sn][n-r][b-w][*-e][ -t][ -s],[^ns][n-r][b-w][*-e][ -t][ -s],310,420,17,0,105255,300000,16748,47089,false
abba,5,27,2521100877,[^aton][tu],[^anot][tu],139,210,16,1,31279,500000,5026,56402,false
four,5,1,5600405384,.[b-p].[e-v][lmn][b-o],.[b-p].[e-v][lmn][b-o],138,210,17,1,458460,500000,61149,66297,false
glob,5,21,5217407358,[ -r]{2}[b-y][b-t].[d-s].$,[ -r]{2}[b-y][b-t].[d-s].$,294,420,18,2,133682,300000,25378,52488,false
aman-aplan,5,18,4323456912,^[^pmny]*[no]*$,^[^mnpy]*[no]*$,145,190,16,0,246411,500000,38497,74748,false
abba,5,28,8801535107,[^aton][tu],[^anot][tu],139,210,16,1,35896,500000,5488,62837,false
four,5,2,1632819610,[no][d-r][n-r],[no][d-r][n-r],136,210,16,1,227226,500000,32839,64651,false
glob,5,22,5619256299,.[n-r].[*-t]o*[e-r][ -l],.[n-r].[*-t]o*[e-r][ -l],296,420,18,2,173685,300000,34145,51291,false
abba,5,29,9651599436,[^ntoa][tu],[^anot][tu],139,210,16,1,141776,500000,19002,56606,false
aman-aplan,5,19,8361101999,^.[a-o][^mn]*[^ye]$,^.[a-o][^mn]*[^ey]$,151,190,17,0,398315,500000,55472,67490,false
four,5,3,1412034944,[^u][f-r][M-p][o-r],u[f-r][M-p][o-r],151,210,18,1,25499,500000,4577,61074,false
glob,5,23,4560422870,[ -p][^xh][e-r][^uvam][b-e],[ -p][^hx][e-r][^amuv][b-e],313,420,18,1,137342,300000,21709,46564,false
glob,5,24,5236888092,[ -p][ab]*[b-e][n-r][ -t],[ -p][ab]*[b-e][n-r][ -t],275,420,16,1,135255,300000,19672,44522,false
abba,5,1,2967301147,[^aton][tu],[^anot][tu],139,210,16,1,45883,600000,6601,68371,false
aman-aplan,5,20,9935136846,^[^hup]*[b-o][^y]?$,^[^hpu]*[b-o]y?$,141,190,16,0,327955,500000,40465,64338,false
four,5,4,9724161943,[M-n][n-r].[j-r],[M-n][n-r].[j-r],144,210,17,1,148826,500000,19504,64652,false
glob,5,25,1337360711,[ -p][b-e][n-r][ -t],[ -p][b-e][n-r][ -t],280,420,16,1,41729,300000,7365,41965,false
aman-aplan,5,21,5217407358,\b[^shl]+$,\b[^hls]+$,120,190,15,2,190462,500000,23496,62994,false
abba,5,1,5600405384,[^aton][tu],[^anot][tu],139,210,16,1,14039,600000,3173,72410,false
four,5,5,4037724866,l*[d-t][i-o][f-r][m-t],l*[d-t][i-o][f-r][m-t],138,210,16,0,28832,500000,5281,65766,false
glob,5,26,7659837985,[^td][n-t][d-o][b-w]+[ -s][b-e],[^dt][n-t][d-o][b-w]+[ -s][b-e],269,420,17,2,276771,300000,41063,44992,false
aman-aplan,5,22,5619256299,^[^fuphy]*$,^[^fhpuy]*$,139,190,16,1,345591,500000,45120,64220,false
glob,5,27,2521100877,[d-u][ -p][b-e][n-r],[d-u][ -p][b-e][n-r],280,420,16,1,289816,300000,43239,44590,false
abba,5,2,1632819610,[^ntoa][tu],[^anot][tu],139,210,16,1,38142,600000,5871,68085,false
four,5,6,8370032799,.[M-s][i-o][M-n][o-t],.[M-s][i-o][M-n][o-t],149,210,17,0,345739,500000,43403,62102,false
glob,5,28,8801535107,[b-e][n-r].*[st],[b-e][n-r].*[st],284,420,17,2,293937,300000,43379,44342,false
aman-aplan,5,23,4560422870,^.[a-o][^runmsf],^.[a-o][^fmnrsu],124,190,16,2,433657,500000,54903,63763,false
four,5,7,2767986875,[d-t][i-o][f-r][m-t],[d-t][i-o][f-r][m-t],140,210,16,0,93629,500000,11635,63328,false
abba,5,3,1412034944,[p-y].[d-l][^lrfs],[p-y].[d-l][^flrs],142,210,17,1,57790,600000,8839,73379,false
glob,5,29,9651599436,[e-s].[ -r][i-s][b-e],[e-s].[ -r][i-s][b-e],299,420,19,3,156115,300000,22520,43121,false
aman-aplan,5,24,5236888092,^.[a-o][^mn]*[^ye]$,^.[a-o][^mn]*[^ey]$,151,190,17,0,190787,500000,24632,64446,false
four,5,8,3141506592,[f-o][M-p][no]*[n-r],[f-o][M-p][no]*[n-r],140,210,20,4,331791,500000,47070,72885,false
glob,5,1,2967301147,[^[bc]]*[ -p][b-e][n-r],[^\[bc]\]*[ -p][b-e][n-r],277,420,17,2,384246,400000,58518,61823,false
abba,5,4,9724161943,[^ntoa][tu],[^anot][tu],139,210,16,1,50241,600000,8073,76515,false
aman-aplan,5,25,1337360711,^[^hms]*[^ye]$,^[^hms]*[^ey]$,126,190,15,1,426270,500000,54406,63740,false
glob,5,1,5600405384,[^r][d-r][b-t][b-e].[ -s]v*,r[d-r][b-t][b-e].[ -s]v*,293,420,18,2,85504,400000,14491,57950,false
four,5,9,3313543896,[d-t][i-o][f-r][m-t],[d-t][i-o][f-r][m-t],140,210,16,0,60228,500000,9077,63321,false
abba,5,5,4037724866,[^aton][tu],[^anot][tu],139,210,16,1,15485,600000,3051,69721,false
aman-aplan,5,26,7659837985,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,22776,500000,3579,65008,false
glob,5,2,1632819610,[^xoiat][i-r][efg][a-y],[^aiotx][i-r][efg][a-y],297,420,18,2,307396,400000,44703,57527,false
four,5,10,8657690939,.[M-p][n-r].[j-r],.[M-p][n-r].[j-r],153,210,17,0,357472,500000,53832,73779,false
abba,5,6,8370032799,[^aton][tu],[^anot][tu],139,210,16,1,69119,600000,9408,71135,false
aman-aplan,5,27,2521100877,[k-x][^r].$,[k-x]r.$,119,190,15,2,234459,500000,29219,60003,false
glob,5,3,1412034944,[d-w][d-r][d-y][*-m][*-g],[d-w][d-r][d-y][*-m][*-g],295,420,20,4,219168,400000,31769,57178,false
four,5,11,9696640194,[M-o]{2}[f-v].[f-o],[M-o]{2}[f-v].[f-o],151,210,20,3,145324,500000,23741,67705,false
abba,5,7,2767986875,^[^ocg]+[b-s]*[tu],^[^cgo]+[b-s]*[tu],152,210,18,1,65222,600000,9736,78512,false
aman-aplan,5,28,8801535107,^[e-r]*.[a-l]*.[^sn].$,^[e-r]*.[a-l]*.[^ns].$,138,190,16,0,262794,500000,34044,63837,false
glob,5,4,9724161943,[b-e][n-t]+[*-y][ -t][e-r][ -o],[b-e][n-t]+[*-y][ -t][e-r][ -o],329,420,18,0,265291,400000,39379,59822,false
four,5,12,6621545651,[W-n][f-o][^pt][o-t]u*,[W-n][f-o][^pt][o-t]u*,148,210,19,2,367502,500000,51225,68396,false
aman-aplan,5,29,9651599436,^[^imsc]*$,^[^cims]*$,130,190,14,0,415109,500000,56867,67868,false
abba,5,8,3141506592,[^aton][tu],[^anot][tu],139,210,16,1,22412,600000,3921,74593,false
glob,5,5,4037724866,a*\B[h-t][k-r][b-n]{2},a*\B[h-t][k-r][b-n]{2},278,420,15,0,36363,400000,7570,70024,false
four,5,13,2492462788,..[m-r].[o-r],..[m-r].[o-r],147,210,16,0,282450,500000,38891,66053,false
glob,5,6,8370032799,[ -p]s*[b-e][n-r][ -t],[ -p]s*[b-e][n-r][ -t],278,420,16,1,220862,400000,40763,67644,false
aman-aplan,5,1,2967301147,^[^npmy]*$,^[^mnpy]*$,140,190,15,0,284804,600000,38083,75222,false
abba,5,9,3313543896,[^aton][tu],[^anot][tu],139,210,16,1,49613,600000,8608,73353,false
four,5,14,3404588599,[b-p][M-s][M-o].[b-o][e-v][b-o],[b-p][M-s][M-o].[b-o][e-v][b-o],149,210,18,0,462529,500000,62265,69504,false
glob,5,7,2767986875,[ -p][b-e][n-r][ -t],[ -p][b-e][n-r][ -t],280,420,16,1,242896,400000,34731,62531,false
aman-aplan,5,1,5600405384,^[^uphn]*[^y]\b,^[^hnpu]*y\b,125,190,14,0,273563,600000,36340,76806,false
abba,5,10,8657690939,[^ntoa][tu],[^anot][tu],139,210,16,1,43258,600000,6772,77998,false
four,5,15,2330977742,[no][^a][n-r],[no]a[n-r],137,210,16,1,83456,500000,11307,63003,false
glob,5,8,3141506592,\B[h-t][k-r][b-n]{2},\B[h-t][k-r][b-n]{2},280,420,15,0,44347,400000,7296,63093,false
abba,5,11,9696640194,[^aton][tu],[^anot][tu],139,210,16,1,12075,600000,2776,69514,false
aman-aplan,5,2,1632819610,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,63827,600000,8951,79598,false
four,5,16,6361187489,..[m-r].[o-r],..[m-r].[o-r],147,210,16,0,63051,500000,9678,67013,false
glob,5,9,3313543896,[ -p][b-e][n-r][^mu],[ -p][b-e][n-r][^mu],300,420,17,1,230505,400000,33902,54715,false
abba,5,12,6621545651,[d-t][bhu],[d-t][bhu],160,210,17,0,470431,600000,56615,72342,false
four,5,17,2805026820,.[no].[n-r],.[no].[n-r],139,210,16,1,148563,500000,22666,65884,false
aman-aplan,5,3,1412034944,^[^lsy]*$,^[^lsy]*$,121,190,15,2,382290,600000,48909,76757,false
glob,5,10,8657690939,e[^q]*[n-r][b-y][ -g][ -t].,eq*[n-r][b-y][ -g][ -t].,293,420,18,2,399952,400000,55159,55172,false
glob,5,11,9696640194,[h-t][k-r][b-n]{2},[h-t][k-r][b-n]{2},262,420,15,1,98084,400000,15923,56380,false
abba,5,13,2492462788,[^otan][tu],[^anot][tu],139,210,16,1,57694,600000,7702,71282,false
four,5,18,4323456912,[f-o][M-p][n-r],[f-o][M-p][n-r],145,210,20,4,77258,500000,12417,68446,false
aman-aplan,5,4,9724161943,^[^pnmy]*$,^[^mnpy]*$,140,190,15,0,162602,600000,22047,77040,false
glob,5,12,6621545651,[f-r][b-w][ -r]*[d-u][*-o][b-f][^e]*$,[f-r][b-w][ -r]*[d-u][*-o][b-f]e*$,303,420,18,1,292482,400000,48668,66414,false
abba,5,14,3404588599,[b-t][tzhuv],[b-t][hz],148,210,21,5,100201,600000,14975,70701,false
four,5,19,8361101999,[M-o]..[d-v].[^n][^w]$,[M-o]..[d-v].nw$,188,210,21,0,249641,500000,37984,75982,false
aman-aplan,5,5,4037724866,[^rb][k-x]..$,[^br][k-x]..$,127,190,14,0,377481,600000,50122,79285,false
glob,5,13,2492462788,r*[d-u][ -p][b-e][n-r],r*[d-u][ -p][b-e][n-r],278,420,16,1,149144,400000,26735,63620,false
abba,5,15,2330977742,[f-t][bhu],[f-t][bhu],160,210,17,0,201498,600000,26014,69211,false
four,5,20,9935136846,n*.[M-r][f-r][M-s][o-r],n*.[M-r][f-r][M-s][o-r],157,210,18,0,113829,500000,16911,66911,false
glob,5,14,3404588599,^[*-w]*[i-t].[d-h][*-y][ -s][^x],^[*-w]*[i-t].[d-h][*-y][ -s]x,328,420,19,1,158392,400000,27421,57282,false
aman-aplan,5,6,8370032799,[a-l][^iua][k-t]*.[^y]$,[a-l][^aiu][k-t]*.y$,147,190,18,1,152512,600000,22672,96021,false
abba,5,16,6361187489,[^onat][tu],[^anot][tu],139,210,16,1,220151,600000,26402,69118,false
four,5,21,5217407358,[f-o][M-p][n-r],[f-o][M-p][n-r],145,210,20,4,148452,500000,17754,61411,false
glob,5,15,2330977742,[^som].[b-t].[d-s].$,[^mos].[b-t].[d-s].$,320,420,18,1,114095,400000,18261,58115,false
aman-aplan,5,7,2767986875,[a-l][b-x].[^ney]$,[a-l][b-x].[^eny]$,122,190,16,2,482831,600000,60751,76265,false
four,5,22,5619256299,[M-s]{2}[i-o][l-r][b-o],[M-s]{2}[i-o][l-r][b-o],137,210,16,0,120066,500000,17012,65050,false
abba,5,17,2805026820,[^ntoa][tu],[^anot][tu],139,210,16,1,158930,600000,19261,69079,false
glob,5,16,6361187489,[b-e][n-r][^u][ -t][*-r][ -o],[b-e][n-r]u[ -t][*-r][ -o],291,420,16,0,302535,400000,47278,62442,false
aman-aplan,5,8,3141506592,^[h-t][a-o][^mh]*[g-t]$,^[h-t][a-o][^hm]*[g-t]$,127,190,15,0,215236,600000,28076,76986,false
four,5,23,4560422870,[i-o][f-r][m-r],[i-o][f-r][m-r],135,210,15,0,62392,500000,10647,66331,false
abba,5,18,4323456912,[^aton][tu],[^anot][tu],139,210,16,1,22311,600000,3800,75537,false
glob,5,17,2805026820,[ -p][b-e][n-r][^mu],[ -p][b-e][n-r][^mu],300,420,17,1,228657,400000,35891,67091,false
four,5,24,5236888092,[M-n][n-r].[j-r],[M-n][n-r].[j-r],144,210,17,1,349566,500000,46371,63269,false
aman-aplan,5,9,3313543896,[a-l][b-x].[^yne]$,[a-l][b-x].[^eny]$,122,190,16,2,430391,600000,55677,79367,false
abba,5,19,8361101999,[^aton][tu],[^anot][tu],139,210,16,1,14828,600000,2872,71376,false
glob,5,18,4323456912,[c-t][b-w][d-t][ -d][ -e][m-s],[c-t][b-w][d-t][ -d][ -e][m-s],310,420,20,3,228190,400000,35127,62386,false
four,5,25,1337360711,.[M-s]l*[f-r][M-p][o-r],.[M-s]l*[f-r][M-p][o-r],157,210,18,0,316082,500000,44090,68792,false
abba,5,20,9935136846,[^aton][tu],[^anot][tu],139,210,16,1,400782,600000,45395,70544,false
glob,5,19,8361101999,[b-w][e-r][ -l][e ],[b-w][e-r][ -l][ e],281,420,18,3,49442,400000,8817,63279,false
aman-aplan,5,10,8657690939,^.[d-o]*[^snlom]*.r*$,^.[d-o]*[^s]*.r*$,149,190,18,1,134997,600000,24273,88364,false
four,5,26,7659837985,[f-o][M-p][d-r].[i-r],[f-o][M-p][d-r].[i-r],149,210,19,2,78206,500000,11213,74549,false
glob,5,20,9935136846,[^sn][n-r][b-w][*-e][ -t][ -s],[^ns][n-r][b-w][*-e][ -t][ -s],310,420,17,0,105255,400000,16543,60930,false
abba,5,21,5217407358,[^aton][tu],[^anot][tu],139,210,16,1,18862,600000,3694,66944,false
aman-aplan,5,11,9696640194,[a-l][b-x].[^yne]$,[a-l][b-x].[^eny]$,122,190,16,2,450788,600000,54049,75003,false
four,5,27,2521100877,..[m-r].[o-r],..[m-r].[o-r],147,210,16,0,53678,500000,8150,65358,false
glob,5,21,5217407358,e*[b-r][pqr][b-r][^cro],e*[b-r][pqr][b-r][^cor],297,420,16,0,319555,400000,54474,65258,false
abba,5,22,5619256299,[^aton][tu],[^anot][tu],139,210,16,1,60397,600000,8752,70227,false
aman-aplan,5,12,6621545651,^[rst]*[b-o][^yl][^fmpun],^[rst]*[b-o][^ly][^fmnpu],145,190,19,2,550384,600000,71276,77324,false
four,5,28,8801535107,[M-n][n-r].[j-r],[M-n][n-r].[j-r],144,210,17,1,240570,500000,32405,61080,false
glob,5,22,5619256299,[b-r][^xhl][d-r][b-t][b-e],[b-r][^hlx][d-r][b-t][b-e],314,420,19,2,370698,400000,62057,66479,false
abba,5,23,4560422870,[^aton][tu],[^anot][tu],139,210,16,1,11617,600000,2485,74920,false
aman-aplan,5,13,2492462788,^[^mnpy]*$,^[^mnpy]*$,140,190,15,0,495279,600000,58947,71269,false
four,5,29,9651599436,[f-o][b-m][i-o][d-t][^ya],[f-o][b-m][i-o][d-t][^ay],145,210,17,0,474212,500000,64583,67468,false
glob,5,23,4560422870,[ -p][^xh][e-r][^uvam][b-e],[ -p][^hx][e-r][^amuv][b-e],313,420,18,1,137342,400000,22134,61158,false
abba,5,24,5236888092,[e-u]..[^sgonk]$,[e-u]..[^gknos]$,154,210,20,3,308595,600000,41913,77891,false
glob,5,24,5236888092,[^akdcrh][ -r][i-s][d-g],[^acdhkr][ -r][i-s][d-g],316,420,20,3,387478,400000,57087,59530,false
aman-aplan,5,14,3404588599,^.?[d-o][^ymn]*[^ye]$,^.?[d-o][^mny]*[^ey]$,159,190,18,0,156040,600000,21709,83924,false
four,5,1,2967301147,..[m-r].[o-r],..[m-r].[o-r],147,210,16,0,289686,600000,35319,76707,false
abba,5,25,1337360711,[^tnao][tu],[^anot][tu],139,210,16,1,125741,600000,16123,70355,false
glob,5,25,1337360711,[^zg][n-r].[a-r][l-t][ -p][^o],[^gz][n-r].[a-r][l-t][ -p]o,310,420,18,1,358207,400000,52260,58706,false
aman-aplan,5,15,2330977742,[a-l][b-x].[^yne]$,[a-l][b-x].[^eny]$,122,190,16,2,192734,600000,24901,75264,false
four,5,1,5600405384,.[b-p].[e-v][lmn][b-o],.[b-p].[e-v][lmn][b-o],138,210,17,1,458460,600000,61911,81905,false
abba,5,26,7659837985,[^onta][tu],[^anot][tu],139,210,16,1,145915,600000,19237,71630,false
glob,5,26,7659837985,[ -p][b-e][n-r][ -t],[ -p][b-e][n-r][ -t],280,420,16,1,325095,400000,48083,58352,false
aman-aplan,5,16,6361187489,^.?[a-o][^nmy]*[^ye]$,^.?[a-o][^mny]*[^ey]$,159,190,18,0,460060,600000,55379,75540,false
four,5,2,1632819610,[no][d-r][n-r],[no][d-r][n-r],136,210,16,1,227226,600000,33003,78474,false
glob,5,27,2521100877,[d-u][ -p][b-e][n-r],[d-u][ -p][b-e][n-r],280,420,16,1,289816,400000,44520,57773,false
abba,5,27,2521100877,[^aton][tu],[^anot][tu],139,210,16,1,31279,600000,5044,69338,false
aman-aplan,5,17,2805026820,[k-x][a-o].$,[k-x][a-o].$,118,190,14,1,106061,600000,14948,73572,false
glob,5,28,8801535107,[b-e][n-r].*[st],[b-e][n-r].*[st],284,420,17,2,293937,400000,42695,59963,false
four,5,3,1412034944,c*.[M-r][f-r][M-s][o-r],c*.[M-r][f-r][M-s][o-r],157,210,18,0,596561,600000,74663,75275,false
abba,5,28,8801535107,[^aton][tu],[^anot][tu],139,210,16,1,35896,600000,5281,74222,false
glob,5,29,9651599436,[e-s].[ -r][i-s][b-e],[e-s].[ -r][i-s][b-e],299,420,19,3,156115,400000,23458,58833,false
aman-aplan,5,18,4323456912,^[^pmny]*[no]*$,^[^mnpy]*[no]*$,145,190,16,0,246411,600000,38108,84678,false
four,5,4,9724161943,[M-n][n-r].[j-r],[M-n][n-r].[j-r],144,210,17,1,148826,600000,20009,77837,false
abba,5,29,9651599436,[^ntoa][tu],[^anot][tu],139,210,16,1,141776,600000,19494,66793,false
order,5,1,2967301147,^[a-g][b-o][^ad],^[a-g][b-o][^ad],184,210,20,0,141255,300000,18064,40377,false
glob,5,1,2967301147,[^[bc]]*[ -p][b-e][n-r],[^\[bc]\]*[ -p][b-e][n-r],277,420,17,2,384246,500000,59173,79031,false
aman-aplan,5,19,8361101999,^.[a-o][^mn]*[^ye]$,^.[a-o][^mn]*[^ey]$,151,190,17,0,398315,600000,55607,79582,false
four,5,5,4037724866,l*[d-t][i-o][f-r][m-t],l*[d-t][i-o][f-r][m-t],138,210,16,0,28832,600000,5627,83607,false
order,5,1,5600405384,^.[b-o][c-t]+.$,^.[b-o][c-t]+.$,195,210,21,0,244412,300000,32038,39810,false
glob,5,1,5600405384,[^r][d-r][b-t][b-e].[ -s]v*,r[d-r][b-t][b-e].[ -s]v*,293,420,18,2,85504,500000,14652,75538,false
order,5,2,1632819610,^a*[b-m]+[i-z]*\b,^a*[b-m]+[i-z]*\b,193,210,21,0,294895,300000,47737,48701,false
aman-aplan,5,20,9935136846,^[^hup]*[b-o][^y]?$,^[^hpu]*[b-o]y?$,141,190,16,0,327955,600000,39864,77380,false
four,5,6,8370032799,.[M-s][i-o][M-n][o-t],.[M-s][i-o][M-n][o-t],149,210,17,0,345739,600000,44511,77681,false
order,5,3,1412034944,^[a-g][b-o]+[e-t],^[a-g][b-o]+[e-t],183,210,20,0,13335,300000,2644,39495,false
glob,5,2,1632819610,[^xoiat][i-r][efg][a-y],[^aiotx][i-r][efg][a-y],297,420,18,2,307396,500000,45203,71404,false
order,5,4,9724161943,^.[b-o][b-t]*[i-z]$,^.[b-o][b-t]*[i-z]$,191,210,21,0,158857,300000,22137,44016,false
aman-aplan,5,21,5217407358,^[h-t][a-o][^hm]*[g-t]$,^[h-t][a-o][^hm]*[g-t]$,127,190,15,0,532285,600000,67782,77096,false
four,5,7,2767986875,[d-t][i-o][f-r][m-t],[d-t][i-o][f-r][m-t],140,210,16,0,93629,600000,11712,79525,false
order,5,5,4037724866,^.[c-o][c-t]*.$,^.[c-o][c-t]*.$,195,210,21,0,123559,300000,19095,44780,false
glob,5,3,1412034944,[d-w][d-r][d-y][*-m][*-g],[d-w][d-r][d-y][*-m][*-g],295,420,20,4,219168,500000,32260,72809,false
aman-aplan,5,22,5619256299,^[^fuphy]*$,^[^fhpuy]*$,139,190,16,1,345591,600000,46732,77942,false
order,5,6,8370032799,^[a-g][b-o]+[e-t],^[a-g][b-o]+[e-t],183,210,20,0,101905,300000,13964,40731,false
four,5,8,3141506592,[f-o][M-p][no]*[n-r],[f-o][M-p][no]*[n-r],140,210,20,4,331791,600000,46654,84854,false
order,5,7,2767986875,^[a-g][b-o]+[l-t],^[a-g][b-o]+[l-t],183,210,20,0,265227,300000,32951,37170,false
glob,5,4,9724161943,[b-e][n-t]+[*-y][ -t][e-r][ -o],[b-e][n-t]+[*-y][ -t][e-r][ -o],329,420,18,0,265291,500000,38596,73017,false
aman-aplan,5,23,4560422870,^.[a-o][^runmsf],^.[a-o][^fmnrsu],124,190,16,2,433657,600000,56087,78028,false
order,5,8,3141506592,^[ab]*[b-o]+...$,^[ab]*[b-o]+...$,194,210,21,0,129239,300000,20120,42756,false
four,5,9,3313543896,[d-t][i-o][f-r][m-t],[d-t][i-o][f-r][m-t],140,210,16,0,60228,600000,8398,79624,false
order,5,9,3313543896,^[a-g][b-o]+[m-t],^[a-g][b-o]+[m-t],183,210,20,0,70132,300000,11095,40967,false
glob,5,5,4037724866,a*\B[h-t][k-r][b-n]{2},a*\B[h-t][k-r][b-n]{2},278,420,15,0,36363,500000,7805,85239,false
aman-aplan,5,24,5236888092,^.[a-o][^mn]*[^ye]$,^.[a-o][^mn]*[^ey]$,151,190,17,0,190787,600000,25478,83240,false
order,5,10,8657690939,^[a-g][b-o]+[e-t],^[a-g][b-o]+[e-t],183,210,20,0,98821,300000,15431,40653,false
four,5,10,8657690939,.[M-p][n-r].[j-r],.[M-p][n-r].[j-r],153,210,17,0,357472,600000,53986,85905,false
order,5,11,9696640194,^[a-g][b-o]+[e-t],^[a-g][b-o]+[e-t],183,210,20,0,54488,300000,7433,38555,false
glob,5,6,8370032799,[ -p]s*[b-e][n-r][ -t],[ -p]s*[b-e][n-r][ -t],278,420,16,1,220862,500000,40047,81683,false
