Nome,Depth,i,seed,regex,regex_shrunk,Melhor_fitness,Melhor_nosso,Numero_de_comparacoes,Tempo,Tempo_total,Timed_out
ranges,5,26,9125784630,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,569941,111896,117209,true
prime,5,7,8261384957,^x(x*?)\1xx$,^x(x*?)\1xx$,13,34,144518,30032,123131,true
ranges,5,27,7914823056,^[a-f][a-e]\w[a-f],^[a-f][a-e]\w[a-f],21,42,50973,9750,110303,true
glob,3,27,7914823056,^[p-s]f||le|k[^l]s|b|\*\B|tl| $,^[p-s]f||le|k[^l]s|b|\*\B|tl| $,14,35,357395,70301,120319,true
ranges,5,28,1258360497,[a-f]\w[a-f][a-f]$,[a-f]\w[a-f][a-f]$,21,42,443511,88473,116380,true
glob,3,28,1258360497,om|i[g-l]|[ -s][l-s]e\B|hw|b$,om|i[g-l]|[ -s][l-s]e\B|hw|b$,18,39,294879,57143,117397,true
prime,5,8,2463075891,^xx(x*?)\1x$,^xx(x*?)\#x$,13,34,463627,194479,220184,true
glob,3,29,7965023841,[l-s]ew|\B|pr|[abc]$,[l-s]ew|\B|pr|[abc]$,12,33,95658,17798,113975,true
ranges,5,29,7965023841,^[a-f]*$,^[a-f]*$,21,42,95263,18469,118991,true
prime,5,9,9135874206,^xx(x*?)\1x$,^xx(x*?)\#x$,13,34,120715,25485,120240,true
backrefs,1,1,4105328976,^f|t|yh|em|[tuv][n-u][c-t]|[g-n]$,^f|t|yh|em|[tuv][n-u][c-t]|[g-n]$,13,34,210428,36751,114069,true
glob,5,1,4105328976,[l-r]e\B|kr|[r-y][^]m|gic,[l-r]e\B|kr|[r-y].m|gic,14,35,208960,41595,132163,true
backrefs,1,1,6370951248,x|f|[a-e][a-t][a-t]e|[a-o][tuv][no]|[g-n]$,x|f|[a-e][a-t][a-t]e|[a-o][tuv][no]|[g-n]$,13,34,258236,46486,115491,true
prime,5,10,7095231486,x^xxx|^x(x*?)(xx?)\1\2$,x^xxx|^x(x*?)(xx?)\1\2$,13,34,549806,111053,175446,true
glob,5,1,6370951248,^w|o[c-y][a-s][a-r]|[n-s][n-r],^w|o[c-y][a-s][a-r]|[n-s][n-r],13,34,243795,44502,125038,true
backrefs,1,2,9431657082,[efg][a-t][a-u][a-u]|[a-o][tuv][no]|[g-n]$,[efg][a-t][a-u][a-u]|[a-o][tuv][no]|[g-n]$,13,34,317945,57002,119100,true
glob,5,2,9431657082,[a-e][a-h]r|fa|[op][c-y][c-s][c-r],[a-e][a-h]r|fa|[op][c-y][c-s][c-r],16,37,530126,98301,116661,true
prime,5,11,9842301657,^xxx(x*)?\1$,^xxx(x*)?\1$,13,34,149288,33392,120349,true
backrefs,1,3,1874029365,[^arh][e-r]o|[tuv][e-h]\B|[g-n][t-x]*$,[^arh][e-r]o|[tuv][e-h]\B|[g-n][t-x]*$,15,36,399561,73035,116616,true
glob,5,3,1874029365,^w|^p|[*-a]i|r[h-s]|fa|[cd]$,^w|^p|[*-a]i|r[h-s]|fa|[cd]$,19,40,259817,50518,121740,true
prime,5,12,2196735084,(x(xxx(xxxx)))\1\2\1,(x(xxx(xxxx)))\#\#\#,9,30,542447,115475,129538,true
backrefs,1,4,5691784320,[m-u][e-h]|\B[b-h][abc][c-r]|[e-t][l-u][a-y]$,[m-u][e-h]|\B[b-h][abc][c-r]|[e-t][l-u][a-y]$,16,37,561580,101552,111256,true
glob,5,4,5691784320,[a-e][a-h]r|f|[ -u][op][c-y][c-o][ -r],[a-e][a-h]r|f|[ -u][op][c-y][c-o][ -r],15,36,368425,70629,115522,true
prime,5,13,9067852413,(((\B(xxxx[^])))\1\2\3)\1,(((\B(x{4}.)))\#\#\#)\#,9,30,568871,113600,134366,true
backrefs,1,5,8392760514,a[uv]|iu|fu|[d-l][a-t][a-t][a-o][i-u][a-t]|[stu]$,a[uv]|iu|fu|[d-l][a-t][a-t][a-o][i-u][a-t]|[stu]$,17,38,425193,83536,120427,true
glob,5,5,8392760514,[a-e][a-h]r|fa|[op][c-y][c-s][c-r],[a-e][a-h]r|fa|[op][c-y][c-s][c-r],16,37,205280,39627,114225,true
prime,5,14,2405681973,^xxxx(x*?)\1x$,^xxxx(x*?)\#x$,12,33,527482,121553,135741,true
backrefs,1,6,4612780539,e[e-t][a-t]e|[c-t][e-t][a-o][tuv]|[g-l]$,e[e-t][a-t]e|[c-t][e-t][a-o][tuv]|[g-l]$,17,38,269802,49987,108786,true
glob,5,6,4612780539,sl|fa|w|b| [o-y][c-u]|y^gofd|[cde]$,sl|fa|w|b| [o-y][c-u]|y^gofd|[cde]$,14,35,390706,81347,131818,true
prime,5,15,2738495106,^x(x*)?\1(xx?)\2$,^x(x*)?\1(xx?)\2$,13,34,401792,79379,118241,true
backrefs,1,7,8261384957,a^e|f[m-u]t|[tu][e-h]|ba|[a-t][a-o][tuv][n-y]|[g-n]$,a^e|f[m-u]t|[tu][e-h]|ba|[a-t][a-o][tuv][n-y]|[g-n]$,16,37,503573,102334,134929,true
glob,5,7,8261384957,[^l]\*|fa|^b|ao|[n-r]r|f[i-s]m|[a-d]$,[^l]\*|fa|^b|ao|[n-r]r|f[i-s]m|[a-d]$,14,35,370814,74067,133601,true
prime,5,16,1069782534,(^x?x*)\1xxx$,(^x?x*)\#{0}x{0}xx$,13,34,351478,78646,127226,true
backrefs,1,8,2463075891,[^pd][m-u][e-h]|pu|lo|n[tuv]f|[g-n]$,[^d-p][m-u][e-h]|pu|lo|n[tuv]f|[g-n]$,14,35,535850,99709,113069,true
glob,5,8,2463075891,^w|o[c-s]|[n-r][i-s],^w|o[c-s]|[n-r][i-s],12,33,88354,16517,117694,true
powers,3,29,7965023841,^x?x$,^x?x$,2,13,153547,3048831,3246200,true
backrefs,1,9,9135874206,[tuv][e-y][d-t][e-u]|[g-n]$,[tuv][e-y][d-t][e-u]|[g-n]$,13,34,141423,24313,107130,true
prime,5,17,3018795246,x*x*^x((x*|x?)\1x)?\2x$,x{0}*x*^x((x*|x?)\1x)?\2x$,14,35,446118,149587,194682,true
glob,5,9,9135874206,^w|ke|o[c-y][c-s][c-r]|e[m-r][a-s]*\w$,^w|ke|o[c-y][c-s][c-r]|e[m-r][a-s]*\w$,17,38,273673,57049,123132,true
backrefs,1,10,7095231486,a[s-v][i-y][a-t]|p[e-i]|pu|fu|[e-t][a-t][a-o][g-x]+$,a[s-v][i-y][a-t]|p[e-i]|pu|fu|[e-t][a-t][a-o][g-x]+$,17,38,494662,97318,129257,true
prime,5,18,1736058429,^xx(x*)?\1x$,^xx(x*)?\#x$,13,34,380712,82301,125147,true
glob,5,10,7095231486,[^]w[m-s]|eni|su|ta|fa|[ -h]\*|b|[cd]$,.w[m-s]|eni|su|ta|fa|[ -h]\*|b|[cd]$,18,39,509475,108662,133710,true
backrefs,1,11,9842301657,[^c][c-o][d-t][o-r][c-u]|r[o-y]l|[n-r]\w$,[^c][c-o][d-t][o-r][c-u]|r[o-y]l|[n-r]\w$,16,37,248922,45877,113364,true
prime,5,19,6087432195,(^x*x?)\1xxx$,{0}(^x*x?)\#xxx$,13,34,468477,107489,133287,true
powers,5,1,4105328976,^x?x$,^x?x$,2,13,482783,294701,349594,true
glob,5,11,9842301657,^[a-e][^a]\B|[p-s]r|[kl]e|c$,^[a-e][^a]\B|[p-s]r|[kl]e|c$,17,38,225863,44221,132757,true
backrefs,1,12,2196735084,[m-u][e-h]|[e-h][abc]|u[a-t]\b|s[a-o]f[tuv]f|y$,[m-u][e-h]|[e-h][abc]|u[a-t]\b|s[a-o]f[tuv]f|y$,13,34,470176,93661,122991,true
prime,5,20,4925731068,(^x*x?)\1xxx$,(^x*x?)\#xxx$,13,34,467403,91926,117536,true
glob,5,12,2196735084,fa|b|[st][e-y]y|\* |l$,fa|b|[st][e-y]y|\* |l$,13,34,263243,47549,117881,true
backrefs,1,13,9067852413,[e-h][a-t][a-t][a-e]f||[tuv][n-u][c-t]|[g-n]$,[e-h][a-t][a-t][a-e]f||[tuv][n-u][c-t]|[g-n]$,14,35,219787,40580,124023,true
prime,5,21,3486027915,^x(x*?)\1$,{0}^x(x*?)\1$,13,34,201896,41845,128318,true
glob,5,13,9067852413,[op][c-y][c-t][c-r]|[a-s][o-s]\w$,[op][c-y][c-t][c-r]|[a-s][o-s]\w$,15,36,369157,69160,126054,true
powers,5,1,6370951248,^x?x$,^x?x$,2,13,599508,299639,299826,true
backrefs,1,14,2405681973,vy|t[e-u][d-t]|r[o-y],vy|t[e-u][d-t]|r[o-y],13,34,40468,7281,120021,true
prime,5,22,6941372580,(((\B(xxxxx)))\1\2\3)\1,(((\B(x{5})))\#\#\#)\#,9,30,432503,93692,126319,true
glob,5,14,2405681973,fa|wn| [o-u][c-u]|b|[cde]$,fa|wn| [o-u][c-u]|b|[cde]$,14,35,491441,90677,114725,true
backrefs,1,15,2738495106,^he|[i-t][a-u][a-t][o-r]|[a-e]p|fu|t[e-u][d-t]|[tuv]$,^he|[i-t][a-u][a-t][o-r]|[a-e]p|fu|t[e-u][d-t]|[tuv]$,17,38,549318,107646,125334,true
prime,5,23,1068243795,^([^]x)*?xxx$,^([^]x)*?xxx$,13,34,174633,42455,126537,true
glob,5,15,2738495106,^w|ro|[cde][n-r]|u[n-s]p,^w|ro|[cde][n-r]|u[n-s]p,16,37,270246,50768,118381,true
backrefs,1,16,1069782534,^[lm]f||^[a-t][e-n]|ba|[a-t][a-o][tuv][n-y]|[a-t][g-n]$,^[lm]f||[a-t][e-n]|ba|[a-t][a-o][tuv][n-y]|[a-t][g-n]$,18,39,446931,89146,131709,true
glob,5,16,1069782534,fa|[nop][d-y][c-s][c-r]y|[ -s]|a[^]h[c-y]|g^s|d$,fa|[nop][d-y][c-s][c-r]y|[ -s]|a[^]h[c-y]|g^s|d$,17,38,406598,83192,123132,true
prime,5,24,1764028593,^x(x*?x?)\1xx$,^x(x*?x?)\1xx$,13,34,402245,84864,128679,true
backrefs,1,17,3018795246,^[a-t][a-t][i-r][a-r]|\B[a-t][a-o][tuv]|^t,^[a-t][a-t][i-r][a-r]|\B[a-t][a-o][tuv]|t,16,37,320563,57002,109209,true
prime,5,25,3857069214,(^x*x?)\1xxx$,(^x*x?)\#xxx$,13,34,433795,93708,125616,true
glob,5,17,3018795246,fa|[^l](ig|b|\*)[ -s]|a^yiy\1,fa|[^l](ig|b|\*)[ -s]|a^yiy\#,14,35,336146,70629,130850,true
backrefs,1,18,1736058429,^[ab][a-l]|[a-u][efg][a-t][a-u][a-u]|[a-o][tuv][n-y][e-t]|[g-n]$,^[ab][a-l]|[a-u][efg][a-t][a-u][a-u]|[a-o][tuv][n-y][e-t]|[g-n]$,16,37,501199,95896,129131,true
glob,5,18,1736058429,[uvw][n-s][e-s]|[op][c-y][ -o][ -r][c-m]|vi,[uvw][n-s][e-s]|[op][c-y][ -o][ -r][c-m]|vi,17,38,352631,66191,115912,true
prime,5,26,9125784630,^x(x?x*)\1$,^x(x?x*)\1$,13,34,331372,72160,132397,true
powers,5,2,9431657082,x*^(x*)\1\b$,x*^(x*)\1\b$,6,17,14016,8844,624890,true
backrefs,1,19,6087432195,^t|^b|^ga|o[a-t]h|[a-t][e-t][a-o][tuv]|[g-l]$,^t|b|ga|o[a-t]h|[a-t][e-t][a-o][tuv]|[g-l]$,18,39,495812,96661,121178,true
glob,5,19,6087432195,[^l]\*[ -s]b|| [cd][c-s],[^l]\*[ -s]b|| [cd][c-s],13,34,347957,70942,119334,true
prime,5,27,7914823056,(^x*?)\1xxx$,(^x*?)\#xxx$,13,34,311689,65551,119756,true
backrefs,1,20,4925731068,cg|[c-t][e-t][a-o][tuv]|[g-l]$,cg|[c-t][e-t][a-o][tuv]|[g-l]$,15,36,369248,67473,108225,true
glob,5,20,4925731068,a |vc|t[op]|[^a][c-s]\*|[c-r]b|ow|^p|h$,a |vc|t[op]|[^a][c-s]\*|[c-r]b|ow|^p|h$,15,36,524966,107942,128912,true
backrefs,1,21,3486027915,[f-t]r[a-t]|^b|[uv][s-y]|[e-t]g|[o-t][e-h],[f-t]r[a-t]|^b|[uv][s-y]|[e-t]g|[o-t][e-h],14,35,373956,66660,111897,true
prime,5,28,1258360497,^xx((x*|(\B)).\1\1|\1)\2$,^xx((x*|(\B)).\1\1|\1)\2$,14,35,441848,125850,158196,true
glob,5,21,3486027915,n[l-r]c|r[o-s]|i^l|[l-p]e\B|[fg][*-h],n[l-r]c|r[o-s]|i^l|[l-p]e\B|[fg][*-h],17,38,462454,92505,125585,true
backrefs,1,22,6941372580,[e-l][a-t]*[a-t][abc]|[tuv][e-h]|[g-n]$,[e-l][a-t]*[a-t][abc]|[tuv][e-h]|[g-n]$,13,34,472405,86269,117240,true
powers,5,3,1874029365,(^[^]*)\1$,(^[^]*)\1$,6,17,166230,99426,369236,true
prime,5,29,7965023841,(^x*xx?)\1x$,(^x*xx?)\#x$,13,34,452021,128100,157836,true
glob,5,22,6941372580,d[a-h]|[fg][a-m]|b^|^p|b,d[a-h]|[fg][a-m]|b^|p|b,14,35,236662,46096,120116,true
backrefs,1,23,1068243795,^[a-t][e-n]x||[tuv][e-h]\B|[g-n]$,^[a-t][e-n]x||[tuv][e-h]\B|[g-n]$,14,35,571424,104208,112536,true
four,1,1,4105328976,[^]o[m-p]W||lit,.o[m-p]W||lit,15,36,41620,8313,96740,true
glob,5,23,1068243795,^w|pe[m-t]|fa|lo|r[h-s]|[cd]$,^w|pe[m-t]|fa|lo|r[h-s]|[cd]$,19,40,337964,65331,119459,true
backrefs,1,24,1764028593,f|v|t|[e-n][o-r][a-u][e-t],f|v|t|[e-n][o-r][a-u][e-t],12,33,134190,22720,122052,true
four,1,1,6370951248,u^s|bil|io|o[c-i]|M[m-p]|[o-t]m|a$,u^s|bil|io|o[c-i]|M[m-p]|[o-t]m|a$,17,38,347929,68675,115083,true
powers,5,4,5691784320,^x\1([^]x)*x$,^x\1([^]x)*x$,6,17,580975,255481,260106,true
glob,5,24,1764028593,[pqr][i-r]k||fa|[a-k][cde]$,[pqr][i-r]k||fa|[a-k][cde]$,15,36,208824,39580,122224,true
backrefs,1,25,3857069214,r[o-y]|al[a-t]|e[a-t]t|yh[a-t]|[i-y][i-u][a-o]$,r[o-y]|al[a-t]|e[a-t]t|yh[a-t]|[i-y][i-u][a-o]$,16,37,319726,63113,130006,true
four,1,2,9431657082,[i-o][mn]W||[jk],[i-o][mn]W||[jk],14,35,413138,66081,96614,true
glob,5,25,3857069214,[bcd][o-y][a-h][a-t]w||r[h-s]|[a-k][cde]$,[bcd][o-y][a-h][a-t]w||r[h-s]|[a-k][cde]$,16,37,198915,37986,117365,true
four,1,3,1874029365,Ma|j|[st][a-o][b-l]|m[o-y]|[c-l]v,Ma|j|[st][a-o][b-l]|m[o-y]|[c-l]v,17,38,207591,36799,100709,true
backrefs,1,26,9125784630,fr|[e-h][a-t][a-t][a-e]|[tuv][n-u][c-t]|[g-n]$,fr|[e-h][a-t][a-t][a-e]|[tuv][n-u][c-t]|[g-n]$,15,36,323325,58049,114740,true
four,1,4,5691784320,j|m[o-y]|s[a-o]k|[a-l],j|m[o-y]|s[a-o]k|[a-l],13,34,55598,9781,98083,true
backrefs,1,27,7914823056,[l-t][e-n]o|h[e-h][a-n]\B|[c-u][e-u][l-u][e-h],[l-t][e-n]o|h[e-h][a-n]\B|[c-u][e-u][l-u][e-h],16,37,403265,70222,114537,true
glob,5,26,9125784630,[^l]\*[ -s]|^[abc]|r[h-y][e-m][a-r]|d+$,[^l]\*[ -s]|^[abc]|r[h-y][e-m][a-r]|d+$,17,38,577709,119724,135334,true
four,1,5,8392760514,[mn]\wM|e|j|[d-t][m-p][m-p]|W,[mn]\wM|e|j|[d-t][m-p]{2}|W,17,38,259159,44517,98240,true
backrefs,1,28,1258360497,x$|l[a-o][e-o]|[tuv][e-h]\B|[g-n]$,x|l[a-o][e-o]|[tuv][e-h]\B|[g-n]$,13,34,227504,40065,110880,true
glob,5,27,7914823056,[c-y][c-y][^m]([e-i]a|y|\*)[ -s]|[cd]$\1,[c-y][c-y][^m]([e-i]a|y|\*)[ -s]|[cd]$\#,19,40,358462,74675,134881,true
powers,5,5,8392760514,^x?x$,^x?x$,2,13,489309,384049,474741,true
four,1,6,4612780539,^d|l[^g]v|[a-t][i-o][lm]|a$,^d|l[^g]v|[a-t][i-o][lm]|a$,18,39,462998,79207,112318,true
backrefs,1,29,7965023841,[^o]p|n^uc|y\b|[m-u][e-h]|f[a-o][tuv]f|[g-n]$,[^o]p|n^uc|y\b|[m-u][e-h]|f[a-o][tuv]f|[g-n]$,12,33,541623,110709,132085,true
glob,5,28,1258360497,fa|w|b|dps| [o-y][c-u]|[cde]$,fa|w|b|dps| [o-y][c-u]|[cde]$,13,34,322326,62957,126209,true
four,1,7,8261384957,[i-o][lm]W|,[i-o][lm]W|,13,34,237579,37033,93693,true
backrefs,3,1,4105328976,^t|ba|v*[c-t][e-t][a-o][tuv]|[g-l]$,^t|ba|v*[c-t][e-t][a-o][tuv]|[g-l]$,17,38,502278,92099,114741,true
four,1,8,2463075891,Ma|j|W|o[m-p],Ma|j|W|o[m-p],15,36,452416,70988,93911,true
glob,5,29,7965023841,e\w*[a-e][a-h]r|fa|[op][c-y][c-s][c-r],e\w*[a-e][a-h]r|fa|[op][c-y][c-s][c-r],17,38,410281,76238,124646,true
backrefs,3,1,6370951248,^h|[e-t]b|[m-u][e-h]|[tuv]s|[g-n]$,^h|[e-t]b|[m-u][e-h]|[tuv]s|[g-n]$,13,34,461699,81942,109647,true
four,1,9,9135874206,^[c-l]g|[c-l]|cor|Ma|j|W|o[m-p][o-r],^[c-l]g|[c-l]|cor|Ma|j|W|o[m-p][o-r],19,40,431891,73926,111162,true
backrefs,3,2,9431657082,[l-t][e-h]|x^rl[a-o][tuv]f|[l-u][a-y]$,[l-t][e-h]|x^rl[a-o][tuv]f|[l-u][a-y]$,12,33,458188,84114,111272,true
four,1,10,7095231486,M[fg]j|[fg][c-y]|m[o-y]|[a-o][a-l]r|[mno]$,M[fg]j|[fg][c-y]|m[o-y]|[a-o][a-l]r|[mno]$,17,38,386312,69722,126334,true
backrefs,3,3,1874029365,[a-t][a-t][a-o][tuv]f|,[a-t][a-t][a-o][tuv]f|,11,32,371190,64706,107615,true
powers,5,6,4612780539,^x?x$,^x?x$,2,13,520878,467758,543917,true
four,1,11,9842301657,Ma|j|W|o[m-p],Ma|j|W|o[m-p],15,36,541649,83208,92380,true
backrefs,3,4,5691784320,[tuv][e-y][d-t][e-u]|[g-n]$,[tuv][e-y][d-t][e-u]|[g-n]$,13,34,162404,29126,115694,true
four,1,12,2196735084,ev|de|Lk|j|k|W|[c-t][i-o][mn],ev|de|Lk|j|k|W|[c-t][i-o][mn],17,38,448260,76301,102927,true
four,1,13,9067852413,e[i-o]c|o$|[i-o][mn]|[abc]$,e[i-o]c|o|[i-o][mn]|[abc]$,16,37,275719,43861,95395,true
backrefs,3,5,8392760514,a[s-v][i-y][a-t]|p[e-i]|pu|fu|[e-t][a-t][a-o][g-x]+$,a[s-v][i-y][a-t]|p[e-i]|pu|fu|[e-t][a-t][a-o][g-x]+$,17,38,481201,87473,123272,true
four,1,14,2405681973,Ma|j|W|o[m-p],Ma|j|W|o[m-p],15,36,317690,54049,106614,true
backrefs,3,6,4612780539,^h|d[l-t]t|[l-t][e-h]|xs[a-t]r[a-o][tuv]f|[l-u][a-y]$,^h|d[l-t]t|[l-t][e-h]|xs[a-t]r[a-o][tuv]f|[l-u][a-y]$,13,34,421547,82567,124491,true
four,1,15,2738495106,^[cde]g|[c-l]|duM|Ma|j|W|o[c-o][c-o]|vi,^[cde]g|[c-l]|duM|Ma|j|W|o[c-o][c-o]|vi,19,40,305063,55940,106412,true
powers,5,7,8261384957,(^x*)\1$,(^x*)\1$,6,17,296810,294904,462928,true
backrefs,3,7,8261384957,[^a]\1(^tb|al[a-t]|r[o-y]|[e-t][a-t][tuv]|[g-n]$),[^a]\#(^tb|al[a-t]|r[o-y]|[e-t][a-t][tuv]|[g-n]$),17,38,514060,102334,127944,true
four,1,16,1069782534,[^rc]o[c-p]|s*[abc]$,[^c-r]o[c-p]|s*[abc]$,16,37,362594,62909,104333,true
backrefs,3,8,2463075891,m[a-t][a-o]t|[tuv][e-y][d-t][e-u]|[g-n]$,m[a-t][a-o]t|[tuv][e-y][d-t][e-u]|[g-n]$,14,35,222995,39330,114740,true
four,1,17,3018795246,^[c-l][a-l]k||y[i-o]o|[i-o][mn][c-t]|[M-W]a,^[c-l][a-l]k||y[i-o]o|[i-o][mn][c-t]|[M-W]a,17,38,286145,49580,114553,true
powers,5,8,2463075891,^x(x*?)\1x$,^x(x*?)\1x$,6,17,323565,155539,243199,true
backrefs,3,9,9135874206,t[e-u][d-t]|g[a-t][e-t][a-u]|[tuv][r-y][a-i]|[t-y]$,t[e-u][d-t]|g[a-t][e-t][a-u]|[tuv][r-y][a-i]|[t-y]$,16,37,385302,66832,112256,true
four,1,18,1736058429,[c-t][i-o][mn]|[abc]$,[c-t][i-o][mn]|[abc]$,15,36,359901,59049,96224,true
backrefs,3,10,7095231486,^e|ne[op]o|[op][a-m][a-o][g-t]|\B[tuv][e-y][d-t],^e|ne[op]o|[op][a-m][a-o][g-t]|\B[tuv][e-y][d-t],14,35,328404,59378,116631,true
four,1,19,6087432195,[i-o][lm]W|,[i-o][lm]W|,13,34,559876,82895,89599,true
four,1,20,4925731068,^[c-l][c-l]|g[i-o][mn]o|W|[c-t][i-o][mn]|[jk],^[c-l][c-l]|g[i-o][mn]o|W|[c-t][i-o][mn]|[jk],17,38,271074,48143,108334,true
backrefs,3,11,9842301657,^h|[l-t][e-h]|n[a-t]l[a-t][a-o]o[tuv]f|[l-u][a-y]$,^h|[l-t][e-h]|n[a-t]l[a-t][a-o]o[tuv]f|[l-u][a-y]$,13,34,498051,97005,125694,true
powers,5,9,9135874206,^xx(x*)\1$,^xx(x*)\1$,6,17,423328,205933,311093,true
four,1,21,3486027915,Ma|W|^[c-l][a-l]|[o-r][m-p][o-r],Ma|W|^[c-l][a-l]|[o-r][m-p][o-r],19,40,248145,41518,111427,true
backrefs,3,12,2196735084,ba|[a-t][e-t][a-o][tuv]|[g-l]$,ba|[a-t][e-t][a-o][tuv]|[g-l]$,15,36,230114,40533,107256,true
four,1,22,6941372580,[^]o[m-p]W||^[c-l],.o[m-p]W||^[c-l],15,36,151099,24392,108616,true
backrefs,3,13,9067852413,f|v|t|[a-n][e-r][op],f|v|t|[a-n][e-r][op],12,33,64080,11126,140008,true
four,1,23,1068243795,[^]v[i-o]j|s|o[mn]|W,.v[i-o]j|s|o[mn]|W,15,36,397156,61660,98990,true
powers,5,10,7095231486,^x$|^xx(x*?)\1$,{0}^x$|^xx(x*?)\1$,7,18,422865,200212,271684,true
backrefs,3,14,2405681973,rp|[e-t][e-t][a-t][tuv]|[g-l]$,rp|[e-t][e-t][a-t][tuv]|[g-l]$,16,37,575955,110819,117303,true
four,1,24,1764028593,[i-o][lm]W|,[i-o][lm]W|,13,34,72326,13079,92942,true
backrefs,3,15,2738495106,[^gr][tuv][e-y][d-t],[^g-r][tuv][e-y][d-t],13,34,428641,72223,98458,true
four,1,25,3857069214,[l-o][c-p][o-r]f||Mo[mn]a|a$,[l-o][c-p][o-r]f||Mo[mn]a|a$,17,38,513637,81005,98083,true
backrefs,3,16,1069782534,[e-u][e-u][a-t][tuv]|[g-n]$,[e-u][e-u][a-t][tuv]|[g-n]$,14,35,173691,29392,99630,true
four,1,26,9125784630,^[c-l]W||ps|[mn]k|o[i-o],^[c-l]W||ps|[mn]k|o[i-o],15,36,203973,33251,104067,true
backrefs,3,17,3018795246,^e|oc|[tuv][e-y][d-t][e-u]|[i-n]$,^e|oc|[tuv][e-y][d-t][e-u]|[i-n]$,15,36,386571,66832,116787,true
four,1,27,7914823056,ce$|[i-o][c-o][o-r]|[i-o][i-t][mn]|[abc]$,ce|[i-o][c-o][o-r]|[i-o][i-t][mn]|[abc]$,18,39,426787,78425,121287,true
backrefs,3,18,1736058429,^[a-i][a-l]|[e-t][a-t][tuv]|[g-n]$,^[a-i][a-l]|[e-t][a-t][tuv]|[g-n]$,14,35,357120,62519,111037,true
powers,5,11,9842301657,^x?x$,^x?x$,2,13,160973,211650,490679,true
four,1,28,1258360497,[^]o[m-p]W||^[c-l][a-l],.o[m-p]W||^[c-l][a-l],16,37,305776,47674,93755,true
backrefs,3,19,6087432195,^t|ir|fg|[c-t][e-t][a-o][tuv]|[g-l]$,^t|ir|fg|[c-t][e-t][a-o][tuv]|[g-l]$,17,38,583739,111537,118506,true
four,1,29,7965023841,e^c|yo|Ma|j|Ll[^i]W|W|o[m-p],e^c|yo|Ma|j|Ll[^i]W|W|o[m-p],16,37,485267,83629,107646,true
four,3,1,4105328976,W|^[c-l][a-l]|[o-r][m-p][o-r]|ka,W|^[c-l][a-l]|[o-r][m-p][o-r]|ka,19,40,358469,58049,97412,true
backrefs,3,20,4925731068,a[s-v][i-y][a-t]|p[e-i]|pu|fu|[e-t][a-t][a-o][g-x]+$,a[s-v][i-y][a-t]|p[e-i]|pu|fu|[e-t][a-t][a-o][g-x]+$,17,38,476007,89677,124866,true
powers,5,12,2196735084,^xx(x*|$)\1\b,^xx(x*|$)\#\b,6,17,265012,195104,338235,true
backrefs,3,21,3486027915,lo|[tuv][e-y][d-t][e-u]|[g-n]$,lo|[tuv][e-y][d-t][e-u]|[g-n]$,14,35,383733,62801,101380,true
four,3,1,6370951248,Ma|j|W|o[m-p],Ma|j|W|o[m-p],15,36,227672,36361,118772,true
backrefs,3,22,6941372580,^[lm]f||l[no]|[a-t][a-o][tuv][n-y]|[a-t][g-n]$,^[lm]f||l[no]|[a-t][a-o][tuv][n-y]|[a-t][g-n]$,15,36,507922,95349,114162,true
four,3,2,9431657082,^f|i|o[m-r][o-r]|ig[^h]|ra|n\w[c-r]$,^f|i|o[m-r][o-r]|ig[^h]|ra|n\w[c-r]$,19,40,337905,62737,120287,true
backrefs,3,23,1068243795,[e-h][a-t][a-t][a-e]f||[tuv][n-u][c-t]|[g-n]$,[e-h][a-t][a-t][a-e]f||[tuv][n-u][c-t]|[g-n]$,14,35,295389,55534,117099,true
four,3,3,1874029365,[d-t]o[c-p]|[mn]\we|a$,[d-t]o[c-p]|[mn]\we|a$,17,38,163458,28908,100131,true
balance,1,1,4105328976,(<<(>)\2\1\W>(\W)+\1)\3>\2,(<<(>)\#\#\W>(\W)+\#)\#>\#,26,58,40752,12594,2729707,true
four,3,4,5691784320,[^t]ra|e[uv]|m[o-y]|[st][c-o][b-l],[^t]ra|e[uv]|m[o-y]|[st][c-o][b-l],18,39,343287,64582,106834,true
backrefs,3,24,1764028593,^ur|c[a-t]e|[e-u][e-t][a-t][tuv]|[g-n]$,^ur|c[a-t]e|[e-u][e-t][a-t][tuv]|[g-n]$,15,36,233959,42611,110068,true
powers,5,13,9067852413,^xx(x*)\1\b|\bxx?$\1,^xx(x*)\1\b|\bxx?$\#,7,18,187644,76067,411410,true
balance,1,1,6370951248,^<[^]*>>$,^<[^]*>>$,25,57,341889,74863,144444,true
four,3,5,8392760514,[c-t][i-o][mn]|[abc]$,[c-t][i-o][mn]|[abc]$,15,36,440078,69675,99504,true
backrefs,3,25,3857069214,[^pd][m-u][e-h]|hir|r[a-t]a|e[a-t][tuv][s-y]|[g-n]$,[^d-p][m-u][e-h]|hir|r[a-t]a|e[a-t][tuv][s-y]|[g-n]$,16,37,398983,81942,135772,true
four,3,6,4612780539,[i-o][lm]W|,[i-o][lm]W|,13,34,219757,34470,100473,true
