Nome,Depth,i,seed,regex,Melhor_fitness,Melhor_nosso,Numero_de_comparacoes,Tempo,Tempo_total,Timed_out
warmup,5,13,9067852413,foo,21,42,102684,10704,45612,false
order,5,16,1069782534,o.$|os|^c|y$,16,37,231571,13329,34314,false
order,5,17,3018795246,os|^a|^c|y$,16,37,527852,27720,31267,false
warmup,5,14,2405681973,foo,21,42,17664,1469,40893,false
order,5,18,1736058429,be|^a|y$|^c|os,18,39,261873,23204,42815,false
warmup,5,15,2738495106,foo,21,42,257155,19235,46189,false
order,5,19,6087432195,^c|os|lo,15,36,425563,26658,38158,false
warmup,5,16,1069782534,foo,21,42,517118,44221,49831,false
order,5,20,4925731068,^c|t$|^a|y$,16,37,493955,27798,35549,false
warmup,5,17,3018795246,foo,21,42,237284,14454,39533,false
order,5,21,3486027915,t$|^c|^a|y$,16,37,245962,14735,35252,false
warmup,5,18,1736058429,foo,21,42,311359,23314,41408,false
order,5,22,6941372580,os|^a|^c|y$,16,37,485521,33486,39705,false
warmup,5,19,6087432195,f[j-w]o,21,42,231995,19954,48424,false
order,5,23,1068243795,^gh|^a|^c|y$,15,36,362204,21970,33720,false
order,5,24,1764028593,t$|fi|^a|^c|y$,17,38,231433,13954,40861,false
warmup,5,20,4925731068,foo,21,42,565777,42096,43846,false
order,5,25,3857069214,^a|y$|^c|t$,16,37,86478,5719,37455,false
warmup,5,21,3486027915,foo,21,42,545878,40846,44112,false
order,5,26,9125784630,^c|.\1o((.?)\1s)?.$,15,36,66453,4032,33017,false
warmup,5,22,6941372580,foo,21,42,465197,33642,46502,false
order,5,27,7914823056,il|^c|^a|y$,15,36,80826,4297,37002,false
warmup,5,23,1068243795,f[^]o,21,42,297701,24829,46393,false
order,5,28,1258360497,^c[^z]g?|fi|^a|y$,16,37,192481,15641,34861,false
order,5,29,7965023841,[^a]in|^c|lo|y$,15,36,67387,4500,34002,false
warmup,5,24,1764028593,f[^]o,21,42,588792,44424,44955,false
warmup,5,25,3857069214,foo,21,42,237245,16267,37674,false
triples,5,1,4105328976,.75|4$|^.4|0(.)\1,11,32,236573,34986,60020,true
warmup,5,26,9125784630,foo,21,42,511194,35283,41424,false
triples,5,1,6370951248,..7|.0[^8]2?$,11,32,329982,32705,58878,false
warmup,5,27,7914823056,foo,21,42,363869,40236,57956,false
triples,5,2,9431657082,24|32|^.9?0|75?.$,12,33,482738,54815,60066,true
warmup,5,28,1258360497,foo,21,42,396921,37236,53643,false
triples,5,3,1874029365,^44|..7|0.$,9,30,356173,33142,58831,false
warmup,5,29,7965023841,foo,21,42,347540,25235,41392,false
anchors,5,1,4105328976,k$,21,42,110679,6079,36674,false
triples,5,4,5691784320,.[^5]7|0.2?$,10,31,144597,22736,60019,true
anchors,5,1,6370951248,k$,21,42,200638,13266,37705,false
anchors,5,2,9431657082,k$,21,42,201024,15688,39096,false
triples,5,5,8392760514,00|.3?[^0]5..|^31,12,33,149299,15892,60020,true
anchors,5,3,1874029365,k$,21,42,360139,21517,34549,false
triples,5,6,4612780539,24|0[^4]5|^0|75?.?$,12,33,151801,15095,60051,true
anchors,5,4,5691784320,k$,21,42,405333,25861,41065,false
anchors,5,5,8392760514,k$,21,42,74082,4469,41549,false
triples,5,7,8261384957,[^]12?4|.4$|(0)\1|1?7.?.?$,13,34,386557,48862,60034,true
anchors,5,6,4612780539,k$,21,42,162604,11329,42893,false
triples,5,8,2463075891,24|00|14|(7|^1).?$,11,32,189248,28080,60020,true
anchors,5,7,8261384957,k$,21,42,334847,20360,38939,false
triples,5,9,9135874206,0[^0]5|..7|6$,10,31,596078,54378,54643,false
anchors,5,8,2463075891,k$,21,42,453693,28501,37596,false
anchors,5,9,9135874206,k$,21,42,61839,3563,40565,false
triples,5,10,7095231486,12|^.1|6$|4[^3]2.|.04?$,11,32,298190,37142,60065,true
anchors,5,10,7095231486,k$,21,42,298655,17829,38971,false
triples,5,11,9842301657,(0)\1|^.1|..5.4?.7?,11,32,268775,33220,60145,true
anchors,5,11,9842301657,k$,21,42,82405,4485,39439,false
anchors,5,12,2196735084,k$,21,42,468210,35486,45096,false
triples,5,12,2196735084,0.2?$|.[^5]7,10,31,238208,23220,60035,true
anchors,5,13,9067852413,k$,21,42,332314,21767,37939,false
triples,5,13,9067852413,58|^7?31|4.2|00.2?$,11,32,35318,5141,60175,true
anchors,5,14,2405681973,k$,21,42,351731,23001,39002,false
anchors,5,15,2738495106,k$,21,42,413518,29720,41846,false
triples,5,14,2405681973,.[^5]7|^9?0|0$,10,31,160260,12766,58644,false
anchors,5,16,1069782534,k$,21,42,393582,32502,44971,false
triples,5,15,2738495106,[^0].7|0.2?$,10,31,75372,8438,59925,false
anchors,5,17,3018795246,k$,21,42,280413,20470,39455,false
anchors,5,18,1736058429,k$,21,42,127738,7719,36783,false
triples,5,16,1069782534,24|^.9?0|7..?$,11,32,342777,38064,60020,true
anchors,5,19,6087432195,k$,21,42,572555,38799,40361,false
triples,5,17,3018795246,[^8]00|4$|.7.?.?$,11,32,521074,56940,60019,true
anchors,5,20,4925731068,k$,21,42,371256,24501,39283,false
triples,5,18,1736058429,.[^5]7|0.2?$,10,31,137316,13298,60035,true
anchors,5,21,3486027915,k$,21,42,144637,9375,40595,false
anchors,5,22,6941372580,k$,21,42,580977,40940,41971,false
triples,5,19,6087432195,00|55|1.?7\1|4.?(1||2.?4?.6?)$,12,33,306422,47315,61035,true
anchors,5,23,1068243795,k$,21,42,309219,21407,41893,false
triples,5,20,4925731068,00|^3?90|7.?.?$,11,32,271307,31314,60020,true
anchors,5,24,1764028593,k$,21,42,296077,19876,40486,false
anchors,5,25,3857069214,k$,21,42,465588,30080,37314,false
triples,5,21,3486027915,40?[^]2|14|(5)\1|^3|0..$,12,33,474960,48877,60066,true
anchors,5,26,9125784630,k$,21,42,345893,24423,42002,false
triples,5,22,6941372580,(4.[^]1|48|^0|3..7|.7.$),11,32,541104,53456,58847,false
anchors,5,27,7914823056,k$,21,42,379501,25173,39471,false
anchors,5,28,1258360497,k$,21,42,36880,2141,34939,false
triples,5,23,1068243795,.[^8](.)\1.|43|4$,12,33,261429,22611,56643,false
anchors,5,29,7965023841,k$,21,42,469840,29502,37002,false
triples,5,24,1764028593,^0|24|[^2].5..|6$,11,32,309387,41361,60066,true
ranges,5,1,6370951248,a.[^hrtj]|d$,19,40,518162,22798,27548,false
triples,5,25,3857069214,.[^5]7|00,9,30,570346,58206,60051,true
ranges,5,2,9431657082,d|ba|f.$,18,39,294731,16892,31502,false
ranges,5,3,1874029365,ab|d|f.$,18,39,454403,22392,29673,false
triples,5,26,9125784630,(4).2|^31|79?5|.0.2?$,11,32,192693,21345,60270,true
ranges,5,4,5691784320,[^n].d$|de|a..$,19,40,271481,12266,31330,false
ranges,5,5,8392760514,d|ba|.f.$,18,39,532205,30548,34252,false
triples,5,27,7914823056,48|68^03|00|7.?.?$,11,32,46647,5407,60222,true
ranges,5,7,8261384957,^a|d$|a..$,18,39,337235,17266,30720,false
ranges,5,8,2463075891,ab|d|f.$,18,39,92011,5078,29298,false
triples,5,28,1258360497,18?7|^.?0|^.4|4$,11,32,243868,24704,60098,true
ranges,5,9,9135874206,a.[^trj]|d$,19,40,222353,10751,33924,false
triples,5,29,7965023841,75?.$|018|^.?0|4$,10,31,309053,33064,60065,true
ranges,5,10,7095231486,ab|d|fa,18,39,93757,6016,39049,false
glob,5,1,4105328976,^c|[^l]\*|im|bo|y.,14,35,153251,9188,36127,false
ranges,5,12,2196735084,^f|ba|d|fa$,18,39,203778,9766,32658,false
glob,5,1,6370951248,[^l]\*|^p|y..,13,34,334826,22236,39940,false
ranges,5,13,9067852413,de|b|^d|eed|f.$,19,40,263718,17235,40299,false
glob,5,2,9431657082,to|y.|^pb?|rr|d.$,14,35,73265,6516,45112,false
ranges,5,14,2405681973,a.[^trj]r?|[^i]d|^d$,20,41,121537,6344,48268,false
glob,5,3,1874029365,b| r|^p|[^l]\*,13,34,231357,18298,43252,false
ranges,5,15,2738495106,ba|d|f.$,18,39,288808,14548,29017,false
ranges,5,16,1069782534,f|^d|ab|d.?$,19,40,356434,21329,31876,false
glob,5,5,8392760514,^p|wn|b|[^l]\*|r$,14,35,57645,3797,49127,false
ranges,5,17,3018795246,d|ba|.f.$,18,39,174961,8704,31205,false
ranges,5,19,6087432195,ab|f|de?$,18,39,507921,30470,35314,false
glob,5,6,4612780539,b|y.|^p|de.?$,13,34,336169,27501,47159,false
glob,5,7,8261384957,de|ow|[^l]\*|le|b|l$,14,35,275351,18610,40611,false
ranges,5,21,3486027915,ff|de|^d|ba|d$,20,41,511940,30892,36955,false
glob,5,8,2463075891,f|^p|[^e]\*|y.|r$,14,35,327968,19720,37486,false
ranges,5,22,6941372580,[^rji]d|a..?.$,20,41,56657,2938,37768,false
glob,5,9,9135874206,b|lo|en|^p,13,34,202767,12891,37314,false
ranges,5,24,1764028593,ba|(ff)|d\1e|d$,19,40,427757,19173,32689,false
glob,5,10,7095231486,[^l]\*|^p|y.,13,34,289375,16329,38877,false
ranges,5,25,3857069214,de|a.[^tjr]|^f|d$,20,41,222908,16767,36502,false
glob,5,11,9842301657,y |[^l]\*|r$,12,33,54902,3594,39064,false
ranges,5,26,9125784630,d|ba|f.$,18,39,551334,27142,29439,false
glob,5,12,2196735084,^p|y |\* |r$,12,33,582713,47190,48596,false
ranges,5,27,7914823056,ba|(f)\1|[^i]d|^d,20,41,589604,40283,41267,false
ranges,5,28,1258360497,d|a.?[^]r?.$,18,39,295121,17626,30189,false
glob,5,13,9067852413,rr|^c|le|c$,13,34,416151,33252,47721,false
ranges,5,29,7965023841,a.[^trj]|d$,19,40,46058,2563,34017,false
glob,5,14,2405681973,[^l]k?\*|^.o|e.$,13,34,450990,33736,43205,false
backrefs,5,1,4105328976,n[^]e|al|^m|r..?$,11,32,341345,22079,38627,false
glob,5,15,2738495106,^p|y |.\*,12,33,250660,13798,33205,false
backrefs,5,1,6370951248,..[^u]u|^.?e|l$,11,32,307518,18173,39940,false
glob,5,16,1069782534,^c|le|[^l]\* ,13,34,56978,3110,40799,false
backrefs,5,2,9431657082,e[^l].|^m|n.?e|l$,12,33,286874,18892,36986,false
glob,5,17,3018795246,[^p]y.|^p|fa|en|m$,15,36,260155,18407,39658,false
backrefs,5,3,1874029365,^b|e[^l].|.l$,10,31,375617,21954,35955,false
glob,5,18,1736058429,h^o|^p|le|[^l]\* |b|r$,14,35,492624,29939,37518,false
backrefs,5,4,5691784320,^b|[^rw].\1(o.|(y.|m^r|.t)),13,34,591945,36642,38627,false
glob,5,19,6087432195,^p|b|[^l]\*|r$,13,34,107739,5375,40486,false
backrefs,5,5,8392760514,n[^i]u?a|e..|.l$,11,32,557016,38127,40518,false
glob,5,20,4925731068,[^l]\*|y |r$,12,33,74993,4563,33424,false
glob,5,21,3486027915,^p|rr|le.,12,33,297995,21407,38846,false
backrefs,5,7,8261384957,(^..?.|.).\1,12,33,24060,1609,35486,false
glob,5,22,6941372580,^p|b|[^a].\*,13,34,492903,29283,37611,false
backrefs,5,8,2463075891,ro|^.?e|l$,9,30,93589,7313,41142,false
glob,5,23,1068243795,ig|[^l]\*|b|e.$,14,35,349159,23267,40658,false
backrefs,5,9,9135874206,[^]..u|c$|^.?e|l$,12,33,515036,34658,41158,false
glob,5,24,1764028593,b|[^l]\*|^p,12,33,74981,3578,36892,false
backrefs,5,10,7095231486,e.[^lz]|o.o|^l|l$,13,34,529248,42908,49268,false
glob,5,25,3857069214,[^b]le|y.|i.e?$,13,34,475927,28454,38298,false
backrefs,5,11,9842301657,e[^l].|r..?$,10,31,467554,32033,40455,false
glob,5,26,9125784630,[^l]\*|d |y.,12,33,310210,21517,39424,false
backrefs,5,12,2196735084,.f|e.[^lz],10,31,501867,36830,42752,false
glob,5,27,7914823056,^p.|en|w|b|d$,13,34,481966,29439,36939,false
backrefs,5,13,9067852413,ng|r[^i]u|^.?e,10,31,273785,18251,38314,false
glob,5,28,1258360497,^p|ct|[^l]\*|y.,14,35,102639,6579,43424,false
backrefs,5,14,2405681973,e.[^lz]|l$,10,31,72841,4375,34236,false
glob,5,29,7965023841,ig|[^l]\*|^c|r$,13,34,40624,3078,48237,false
backrefs,5,15,2738495106,al|^m|t|r.?.?$,11,32,180650,12735,37017,false
backrefs,5,16,1069782534,rp|^c?m|f|t|al.?y?$,12,33,428869,27158,41471,false
balance,5,1,4105328976,^<?(<<)\1>>.|(>)\2>$,23,55,35049,3703,60051,true
backrefs,5,17,3018795246,mo|[^rw]e..|.l$,11,32,451994,27361,34361,false
balance,5,1,6370951248,^<?<<[^]<>|(>)\1>$,23,55,3796,531,60145,true
backrefs,5,18,1736058429,e.[^lz]|l$,10,31,336298,21361,38721,false
backrefs,5,19,6087432195,t|r.?[^p]r|l$,10,31,564093,35611,37471,false
balance,5,2,9431657082,<<.(>)>\1.<<.,25,57,505970,57862,60332,true
backrefs,5,20,4925731068,th|r.[^b]e|^.?e|ro|l$,12,33,593427,37033,38893,false
backrefs,5,21,3486027915,e.[^lz]|^b|.l$,11,32,599472,35971,36080,false
balance,5,3,1874029365,^<?(<[^>])\1>|.>>>$,23,55,272566,38971,60660,true
backrefs,5,22,6941372580,r[^]u|v|t|f|a$,10,31,129239,8922,35173,false
balance,5,4,5691784320,<(<.>[^<]>)(.)<?<<.,25,57,267126,47752,60035,true
backrefs,5,23,1068243795,t|al|r.?.?$,10,31,473631,26501,34705,false
backrefs,5,24,1764028593,f[^]f|ba|^m|^t|^an?|ou|l$,11,32,67975,6688,38893,false
balance,5,5,8392760514,(<<)([^<].)(.)?\2<<.,24,56,334636,41127,60082,true
backrefs,5,25,3857069214,[^p]t|^m|ro|l$,10,31,169986,10047,37049,false
balance,5,6,4612780539,[^](<)<.>(>)>.\1\1.|^<.$,26,58,374877,57409,60051,true
backrefs,5,26,9125784630,ro|^t|^m|la?$,11,32,271602,18001,38361,false
backrefs,5,27,7914823056,r[^]u|t|^a|r..?$,11,32,355485,22470,38861,false
balance,5,7,8261384957,<.>.(>)\1<<.|^<.\1$,24,56,134652,17563,60331,true
backrefs,5,28,1258360497,rp|^f|[^s]on|..[^p]t,12,33,72789,6250,38502,false
balance,5,8,2463075891,([^])\1<(<.>>).\1,24,56,219338,27345,60362,true
backrefs,5,29,7965023841,r[^]u|t|^a|v,10,31,229709,21486,44033,false
abba,5,1,4105328976,z|[^c]h|.u|t$,17,39,341785,28705,49471,false
balance,5,9,9135874206,^<>$|>>$,22,54,177920,25798,60034,true
abba,5,1,6370951248,st|[^u]u|z|^v|ca,18,40,295582,25564,60129,true
balance,5,10,7095231486,>([^])?>\1<...<..>>,24,56,364753,55253,60409,true
abba,5,2,9431657082,z|te|[^c](h|u)|t$\1,19,41,389135,29173,60707,true
balance,5,11,9842301657,>..><(.?)<..>>\1,23,55,352658,39439,60254,true
abba,5,3,1874029365,z|st|fiz|nv|u[^n].|te?$,18,40,80663,8704,60254,true
balance,5,12,2196735084,<(<\1.>>>.(.))\2.,25,57,362258,46518,60051,true
abba,5,4,5691784320,^v|z|ph|^n|.u|oid$,18,40,221351,24798,57893,false
balance,5,13,9067852413,((<))\1(>)><?>\3.\2,24,56,319205,56925,60020,true
abba,5,5,8392760514,z|it|[^c]h|u,17,39,93134,6688,44002,false
balance,5,14,2405681973,((<))\1.>>([^<].)\1\1.,25,57,18770,1922,62067,true
abba,5,6,4612780539,z|uw|[^c](h|u)|^p|t$\1,18,40,17561,1485,51237,false
balance,5,15,2738495106,<..(>)\1>.<<..,24,56,233710,35767,60020,true
abba,5,7,8261384957,z|r\1y|.([^c]h|u|t$),18,40,265097,21798,51237,false
balance,5,16,1069782534,([^]>)(.>)?><<\1,23,55,334443,57362,60051,true
abba,5,8,2463075891,[^]e.o|z|.u|^ac|..h|ver|t$,20,42,523118,53471,60113,true
balance,5,17,3018795246,(>).[^]()<(<).?(.)\4.>\1.,24,56,210188,26283,60566,true
abba,5,9,9135874206,z|[^c](u|h)|^p|t$\1,18,40,542016,43643,49362,false
balance,5,18,1736058429,.<<..>>.<<.,23,55,437963,52503,60051,true
abba,5,10,7095231486,z|[^c](u|h)|it|f(.)$\1\1,18,40,448466,40955,56800,false
balance,5,19,6087432195,(>)<^>>|(>).(<)\1(.?)\3\3>>.\2,24,56,197872,40924,59988,true
abba,5,11,9842301657,[^c]z|h|ry|u|it,18,40,96084,7188,61691,true
abba,5,12,2196735084,[^c]z|h|te|.u,18,40,369969,29111,44096,false
balance,5,20,4925731068,((<))\1.>[^<]>(.)\1\1.,25,57,332061,38314,60035,true
abba,5,13,9067852413,z|no|[^c](h|u)|t$\1,18,40,400849,42643,56597,false
balance,5,21,3486027915,>.[^]<<.?(.)\1.>>.,24,56,200622,46377,60581,true
abba,5,14,2405681973,[^]u|y.|z|.hi|t$,17,39,508302,47721,54643,false
balance,5,22,6941372580,(<(<).>\1>>.<|^$)\2.,25,57,206418,22298,60285,true
abba,5,15,2738495106,z|mi.|^v|s\1t[^c]|.(hi|u),19,41,237180,19642,60520,true
balance,5,23,1068243795,(<<)([^<].)(.)?\2<<.,24,56,91989,12157,60020,true
abba,5,16,1069782534,z|hi|.u|te|t$,17,39,556013,42658,46549,false
balance,5,24,1764028593,>.[^](<)\1.?(.)\2.>>.,24,56,252512,30111,60113,true
abba,5,17,3018795246,[^t]z|st|.u|^v|ca,18,40,448475,30252,41393,false
balance,5,25,3857069214,([^]<<).?.<?.>>\1.,25,57,264273,30736,60035,true
abba,5,18,1736058429,[^c](z|h|u)|it\1,18,40,543596,51643,55206,false
balance,5,26,9125784630,<<.>[^<]>.(.)\1.,25,57,384699,47846,60270,true
abba,5,19,6087432195,it|z|[^c](h|u),18,40,414113,35517,48971,false
abba,5,20,4925731068,[^c]\1(z|ers|u|h|t$),18,40,135085,11094,52815,false
balance,5,27,7914823056,(>).([^]<)<.?(.)\3.>\1.,24,56,335640,37064,60395,true
abba,5,21,3486027915,z|nv|[^c]h|.u|t$,18,40,162253,15063,53175,false
balance,5,28,1258360497,([^<]>)(.<).?.?<<.\1.,24,56,385806,58659,60190,true
abba,5,22,6941372580,dcio|[^c\1va](e$|h)|u[^n]x?(|(gzeze^s|p$))\1,18,40,447258,47690,60034,true
balance,5,29,7965023841,>.<<<(..)?.(>)>\2,24,56,103114,12298,60035,true
abba,5,23,1068243795,[^c]\1(z|h|u|it|rh$),18,40,215029,16642,52409,false
powers,5,1,4105328976,^(xx?)\1?$,3,14,277115,24658,51565,false
abba,5,24,1764028593,z|te|.([^c]h|u)|.(e?t|l|f^)$\1,19,41,254467,24095,55362,false
powers,5,1,6370951248,(^x?x?x?)\1xx$,3,14,220738,18595,55550,false
abba,5,25,3857069214,^z|n|ph|.u|t$,17,39,304976,23579,45627,false
powers,5,2,9431657082,(^xx?x?x?)\1?$,3,14,341136,32392,54206,false
abba,5,26,9125784630,^p|z|[^c](h|u)|^v|t$\1,19,41,527976,44893,52049,false
powers,5,3,1874029365,(xxxxxxx)\1|^x?x$,3,14,28620,3110,57487,false
abba,5,27,7914823056,z|tz|e$|[^c]\1(u|h|f^s),18,40,322852,23361,49534,false
powers,5,4,5691784320,^x?x$,2,13,242940,21126,54550,false
abba,5,28,1258360497,z|[^c](h|u)|it|^n$\1,18,40,26419,2672,60004,true
powers,5,5,8392760514,^xx?$,2,13,481961,41486,52206,false
abba,5,29,7965023841,z|e\1^v|it|[^c](h|u),18,40,154348,10610,40768,false
powers,5,6,4612780539,[^]xx^xx|(^xx?)\1?$,3,14,554636,46299,50706,false
aman-aplan,5,1,4105328976,x|^k|^t|^r|v|[^n]d,13,34,512462,48940,55628,false
powers,5,7,8261384957,^x?x$,2,13,148011,11610,53862,false
aman-aplan,5,1,6370951248,[^u]x|^r|^t|ah|^k|v|d|(o)\1.$,15,36,91190,9626,56393,false
powers,5,8,2463075891,^x?x$,2,13,122993,11313,59175,false
aman-aplan,5,2,9431657082,x|tv^t|^t|k.|^r|v|d|oo,14,35,357475,41080,60113,true
powers,5,9,9135874206,^x?x$,2,13,177671,14595,53753,false
aman-aplan,5,3,1874029365,la|x|^k|^t|^r|d|v|(o)\1.$,15,36,154335,19392,60066,true
powers,5,10,7095231486,^x?x(xxx[^]xxx|$)\1,3,14,287838,22782,53049,false
aman-aplan,5,4,5691784320,[^]x|v|la|^t|^r|d|(o)\1.$,14,35,30853,2250,60081,true
powers,5,11,9842301657,^x?x$,2,13,191866,19673,57878,false
aman-aplan,5,5,8392760514,x|mu|^k|^r|^t|d$,13,34,473622,40190,50002,false
powers,5,12,2196735084,^x?x$,2,13,168953,16485,53096,false
aman-aplan,5,6,4612780539,ll|[^]oo|x|^t|^k|^r|v|x|d$,15,36,159923,13532,54925,false
powers,5,13,9067852413,^x?x$,2,13,227155,17548,49674,false
aman-aplan,5,7,8261384957,x|la|oo|^k|^r|^t|d$,15,36,515904,50643,57862,false
powers,5,14,2405681973,^x$|(^xx?)\1$,3,14,248139,23845,56190,false
aman-aplan,5,8,2463075891,[^e]ox|o|d$|^k|^t|^r,14,35,283222,24408,60160,true
powers,5,15,2738495106,(^xx?)(x)?\1?$\2,3,14,141703,11001,59144,false
aman-aplan,5,9,9135874206,(x|v|(.)\1)\2[^r].?$,15,36,172619,14954,55034,false
powers,5,16,1069782534,^xx[^]x$|^xx?$,3,14,416736,54487,60034,true
aman-aplan,5,10,7095231486,[^]x|^r|^k|^t|v|d|oo.$,14,35,109488,13188,60035,true
powers,5,17,3018795246,^x?x$,2,13,250290,23157,60098,true
aman-aplan,5,11,9842301657,[^]x|oo|^k|^t|d$|^r,14,35,283730,26251,55972,false
powers,5,18,1736058429,(^xx?)\1?$,3,14,89031,7563,60066,true
aman-aplan,5,12,2196735084,x|^k|^t|oo|^r|v|d,14,35,192343,21048,60081,true
powers,5,19,6087432195,^xx?$,2,13,109,31,52440,false
aman-aplan,5,13,9067852413,x|oo[^t]|^t|v|d|^r|^k,14,35,270162,31689,60098,true
powers,5,20,4925731068,^x?x$,2,13,191562,19189,55128,false
aman-aplan,5,14,2405681973,x|^k|^t|^r|v|d|o^x|oo.$,14,35,481426,43080,56440,false
powers,5,21,3486027915,^(xx?)\1?$,3,14,248728,22079,56925,false
aman-aplan,5,15,2738495106,x|^k|^t|^r|v|d|oo,14,35,135422,13766,60518,true
powers,5,22,6941372580,^xx?$,2,13,51,16,53175,false
powers,5,23,1068243795,^xx?$,2,13,214405,19782,55924,false
aman-aplan,5,16,1069782534,[^]oo|x|^k|^t|^r|d$,14,35,287253,37939,60223,true
powers,5,24,1764028593,^x?x$,2,13,79,16,54237,false
aman-aplan,5,17,3018795246,[^]x|oo|^k|ed$|^m|^t|^r|c$,16,37,125353,15454,60097,true
powers,5,25,3857069214,^x?x$,2,13,156339,12954,56956,false
aman-aplan,5,18,1736058429,x|oo|^t|^r|v|d,13,34,298542,24876,53800,false
powers,5,26,9125784630,^x?x$,2,13,35,16,55737,false
aman-aplan,5,19,6087432195,x|^k|^t|^r|v|[^n]d,13,34,352420,37893,60004,true
powers,5,27,7914823056,^x?x$,2,13,168659,13438,53268,false
aman-aplan,5,20,4925731068,x|oo|s^vx|^k|^r|^t|ah|d$|rum$,16,37,356212,42158,60723,true
powers,5,28,1258360497,^x?x$,2,13,174858,17938,57612,false
aman-aplan,5,21,3486027915,x|^k|^t|la|oo|^r|d$,15,36,150711,14251,60176,true
powers,5,29,7965023841,^x?x$,2,13,478645,42643,52643,false
aman-aplan,5,22,6941372580,[^n]k|ex|^t|^r|ic|d$|oo,15,36,435682,46721,60004,true
long-count,5,1,4105328976,^ ,0,20,443550,36892,49174,false
aman-aplan,5,23,1068243795,x|mu|^t|^k|^r|d$,13,34,281590,25111,53846,false
long-count,5,1,6370951248,^ ,0,20,146866,11157,45471,false
aman-aplan,5,24,1764028593,oo|^m|^r|^k|e.$,14,35,65889,4922,55049,false
long-count,5,2,9431657082, $,0,20,417276,30158,43424,false
long-count,5,3,1874029365, $,0,20,229271,19001,46971,false
aman-aplan,5,25,3857069214,d|x|^k|^t|^r|v|(o)\1.$,14,35,271762,26048,54159,false
long-count,5,4,5691784320,^ ,0,20,137766,11266,46362,false
aman-aplan,5,26,9125784630,v|x|^k|^t|^r|d|oo,14,35,135287,10579,53518,false
long-count,5,5,8392760514,^ ,0,20,151956,12032,46987,false
aman-aplan,5,27,7914823056,^k|mu|^r|ihhaevf|e[^r]$,14,35,478806,47565,60020,true
long-count,5,6,4612780539, $,0,20,402058,31330,46299,false
aman-aplan,5,28,1258360497,o[^]l|x|^k|^t|^r|rd|d$|c$,15,36,590363,57175,58034,false
long-count,5,7,8261384957, $,0,20,175520,14376,46643,false
aman-aplan,5,29,7965023841,x|^k|oo|ah|v|d|^r|t$,14,35,273152,27236,54315,false
long-count,5,8,2463075891,^$,0,20,191842,15579,46409,false
long-count,5,9,9135874206,^ ,0,20,141385,11751,46112,false
prime,5,1,4105328976,(x(xxx([^]xxx)))\1\2\1,9,30,1026,203,60082,true
long-count,5,10,7095231486, $,0,20,485401,36892,44846,false
prime,5,1,6370951248,(((x(xxxxx)))\1\2\3)\1,9,30,64857,6454,60520,true
long-count,5,11,9842301657,^ ,0,20,351645,28970,47049,false
prime,5,2,9431657082,(((x([^]xxxx)))\1\2\3)\1,9,30,370878,29580,62348,true
long-count,5,12,2196735084,^ ,0,20,571869,43283,45252,false
long-count,5,13,9067852413, $,0,20,190314,15423,45565,false
prime,5,3,1874029365,(x((xx[^]xxxxx)))\1\1\1,9,30,288870,31611,60066,true
long-count,5,14,2405681973, $,0,20,379133,29423,46127,false
